"token_normalization","stopword_removal","trimming","alternative_model","k_setting","iteration_setting","Estimate","Est.Error","Q2.5","Q97.5"
"lemmatization",FALSE,TRUE,TRUE,3,1,3.83234049782496,0.507183573888752,2.83601068448519,4.82106026099014
"stemming",FALSE,TRUE,TRUE,3,1,3.79988831533618,0.502963698358335,2.82790776654091,4.79542176119272
"none",TRUE,FALSE,TRUE,3,1,3.43156149551817,0.516789572574291,2.42877392746135,4.44998969026756
"lemmatization",TRUE,FALSE,TRUE,3,1,3.1117376950938,0.488262929679605,2.18657881368802,4.06182635374014
"stemming",TRUE,FALSE,TRUE,3,1,3.95044140050497,0.525057879388413,2.9133897205136,4.98045739931983
"none",FALSE,FALSE,TRUE,3,1,4.05669813126649,0.511392862070679,3.0433042207365,5.05126426757501
"lemmatization",FALSE,FALSE,TRUE,3,1,3.77002311704584,0.51464889561248,2.75421087889258,4.78202856033046
"stemming",FALSE,FALSE,TRUE,3,1,3.56231719724779,0.497562134596243,2.56144352917355,4.5302067575763
"none",TRUE,TRUE,FALSE,3,1,1.44030234972779,0.168596031062349,1.11919582599759,1.77726272900764
"lemmatization",TRUE,TRUE,FALSE,3,1,1.50263011289459,0.169534570222106,1.1683894906033,1.83515620292343
"stemming",TRUE,TRUE,FALSE,3,1,1.39479766910721,0.178698257331128,1.04933913894266,1.75589539080401
"none",FALSE,TRUE,FALSE,3,1,1.16968605867874,0.178258386556947,0.825732799154598,1.52570550738394
"lemmatization",FALSE,TRUE,FALSE,3,1,1.47265049503159,0.189059922387429,1.10276308394786,1.85455711123074
"stemming",FALSE,TRUE,FALSE,3,1,1.35206401443623,0.195259072703778,0.972695832878924,1.73747277399395
"none",TRUE,FALSE,FALSE,3,1,1.40519712374895,0.164543347936215,1.08319718173545,1.72992717803327
"lemmatization",TRUE,FALSE,FALSE,3,1,1.39600551161819,0.166329329393714,1.07495444417342,1.72560509087836
"stemming",TRUE,FALSE,FALSE,3,1,1.26438338263989,0.169452496105874,0.940381521618342,1.59450697999062
"none",FALSE,FALSE,FALSE,3,1,1.38426434783428,0.184016806681166,1.03325850769825,1.75886731796117
"lemmatization",FALSE,FALSE,FALSE,3,1,1.8278375550904,0.179132691127518,1.48300220458997,2.17810687344483
"stemming",FALSE,FALSE,FALSE,3,1,1.50630059409722,0.175687325893827,1.16442160100847,1.85179060205626
"none",TRUE,TRUE,TRUE,1,2,3.93198141389095,0.498537580913911,2.97188462626618,4.90742389321171
"lemmatization",TRUE,TRUE,TRUE,1,2,4.28047336490289,0.481365334181969,3.36520144856868,5.23259894953673
"stemming",TRUE,TRUE,TRUE,1,2,3.1113816377908,0.470135971721272,2.19119008009959,4.02676519455933
"none",FALSE,TRUE,TRUE,1,2,3.11909256535334,0.481893085618843,2.18410410657747,4.06473770212587
"lemmatization",FALSE,TRUE,TRUE,1,2,3.26846195698107,0.511135829660344,2.25714980789319,4.29252351127476
"stemming",FALSE,TRUE,TRUE,1,2,3.96346132042313,0.487789460906839,3.02775802274394,4.94065681787717
"none",TRUE,FALSE,TRUE,1,2,3.44514788001538,0.464406150664872,2.54728998503131,4.35005458191638
"lemmatization",TRUE,FALSE,TRUE,1,2,3.78385621023977,0.507113434975686,2.78665958679129,4.78363773661409
"stemming",TRUE,FALSE,TRUE,1,2,3.7905203693721,0.4697347077564,2.840330636825,4.71473283092802
"none",FALSE,FALSE,TRUE,1,2,3.92200918729326,0.502507257681665,2.94285343377729,4.92064003165863
"lemmatization",FALSE,FALSE,TRUE,1,2,3.80280978952003,0.468125416421011,2.86544968461452,4.71283862222577
"stemming",FALSE,FALSE,TRUE,1,2,4.21660379181447,0.470442926808246,3.29534032863735,5.15128095831093
"none",TRUE,TRUE,FALSE,1,2,1.3880734683677,0.179461309923159,1.04149897706843,1.74327443675438
"lemmatization",TRUE,TRUE,FALSE,1,2,1.41598620778602,0.180382008966855,1.06925390538276,1.76905508013022
"stemming",TRUE,TRUE,FALSE,1,2,1.56025266535019,0.168496628767596,1.2303761826753,1.89307385989721
"none",FALSE,TRUE,FALSE,1,2,1.66805360552123,0.166699430745894,1.33956223946482,1.99259816586639
"lemmatization",FALSE,TRUE,FALSE,1,2,1.32796379170835,0.17702983121614,0.987219182238217,1.6746833508623
"stemming",FALSE,TRUE,FALSE,1,2,1.40717863843341,0.173940363794014,1.06451924807783,1.75937907426566
"none",TRUE,FALSE,FALSE,1,2,1.70437040335803,0.207472420510088,1.30482412461213,2.12145645786367
"lemmatization",TRUE,FALSE,FALSE,1,2,1.51135254401327,0.167473124657216,1.18634042574904,1.83964688143809
"stemming",TRUE,FALSE,FALSE,1,2,1.43706374849249,0.153706408928465,1.14581498432799,1.73910819442387
"none",FALSE,FALSE,FALSE,1,2,1.43799684027748,0.171188508464416,1.10520879181009,1.77705578181397
"lemmatization",FALSE,FALSE,FALSE,1,2,1.46918125265401,0.187413772306643,1.1067587940148,1.84226122406774
"stemming",FALSE,FALSE,FALSE,1,2,1.38781699310273,0.169518069311384,1.05137076451294,1.71912069749684
"none",TRUE,TRUE,TRUE,2,2,3.06092199541277,0.466942872239387,2.16470950108075,3.97871824473048
"lemmatization",TRUE,TRUE,TRUE,2,2,3.46356909501894,0.459396685247832,2.56076452526184,4.36512426851546
"stemming",TRUE,TRUE,TRUE,2,2,3.35290126568258,0.475707299478571,2.42614600309827,4.29060578464321
"none",FALSE,TRUE,TRUE,2,2,3.19872684002443,0.453204643044556,2.30608104058737,4.09689205241156
"lemmatization",FALSE,TRUE,TRUE,2,2,2.78651234862463,0.468608238045755,1.88633131569289,3.72337249167399
"stemming",FALSE,TRUE,TRUE,2,2,3.71258512373696,0.472074386755295,2.79973647817869,4.65510813069858
"none",TRUE,FALSE,TRUE,2,2,3.25613984939687,0.454785091052768,2.37439874676302,4.14217001698537
"lemmatization",TRUE,FALSE,TRUE,2,2,2.97059266348287,0.453864051477392,2.08882956199081,3.8629786682379
"stemming",TRUE,FALSE,TRUE,2,2,2.99645251473924,0.452661625032304,2.12058798114939,3.87457277980215
"none",FALSE,FALSE,TRUE,2,2,3.49661370492168,0.460771571499219,2.60145126653272,4.41118506480045
"lemmatization",FALSE,FALSE,TRUE,2,2,3.32368803160032,0.452618686624728,2.45945769206134,4.21209181175931
"stemming",FALSE,FALSE,TRUE,2,2,3.18732451152339,0.462439438849236,2.30346328092167,4.08925246641319
"none",TRUE,TRUE,FALSE,2,2,1.28465779239428,0.184614802891111,0.919843498395753,1.64856519248525
"lemmatization",TRUE,TRUE,FALSE,2,2,1.61656036793856,0.15996343434047,1.3139552805187,1.93188618692729
"stemming",TRUE,TRUE,FALSE,2,2,1.37171178736876,0.156870535577691,1.06774014154599,1.68002938209186
"none",FALSE,TRUE,FALSE,2,2,1.33342770336185,0.187354841964003,0.964936360504817,1.69952918853019
"lemmatization",FALSE,TRUE,FALSE,2,2,1.42767112316401,0.188253071975529,1.06318555277179,1.7999996399935
"stemming",FALSE,TRUE,FALSE,2,2,1.4066429978124,0.164975085256315,1.08218163849457,1.7333391138108
"none",TRUE,FALSE,FALSE,2,2,1.44373395459086,0.136279981106698,1.18399726926525,1.71297233399842
"lemmatization",TRUE,FALSE,FALSE,2,2,1.55235650866251,0.176561108049085,1.20879241283016,1.90463287827693
"stemming",TRUE,FALSE,FALSE,2,2,1.1437638060141,0.156923133990149,0.83712518697192,1.46192176236956
"none",FALSE,FALSE,FALSE,2,2,1.47791059764304,0.182971532865556,1.12167906142992,1.83725827750616
"lemmatization",FALSE,FALSE,FALSE,2,2,1.45662276626033,0.180336098147916,1.11810759494686,1.81264373889661
"stemming",FALSE,FALSE,FALSE,2,2,1.73952629840649,0.189970387906547,1.37811500953774,2.12437389393685
"none",TRUE,TRUE,TRUE,3,2,3.78135363948306,0.479519273802606,2.83893285078982,4.73591857481395
"lemmatization",TRUE,TRUE,TRUE,3,2,3.68455371116676,0.503001027466026,2.70047688845611,4.66777347676595
"stemming",TRUE,TRUE,TRUE,3,2,4.10778321623177,0.513757445231344,3.09953836469406,5.12857251784054
"none",FALSE,TRUE,TRUE,3,2,3.80937907371455,0.506010490345623,2.80191215475924,4.80337151477039
"lemmatization",FALSE,TRUE,TRUE,3,2,3.40647207479367,0.501017027301115,2.43649402116796,4.39528383148561
"stemming",FALSE,TRUE,TRUE,3,2,4.36610616995892,0.477787312447211,3.42122814594908,5.29066529696045
"none",TRUE,FALSE,TRUE,3,2,3.92937901060954,0.506698178968659,2.9577369506182,4.94329761482158
"lemmatization",TRUE,FALSE,TRUE,3,2,4.60375833825168,0.483678907624684,3.65486996061048,5.55344244614525
"stemming",TRUE,FALSE,TRUE,3,2,3.3043880215009,0.489121062801671,2.35197812235172,4.27041256492015
"none",FALSE,FALSE,TRUE,3,2,3.54984474551508,0.493884021081629,2.58693305212295,4.52039723045257
"lemmatization",FALSE,FALSE,TRUE,3,2,3.89382149646176,0.496803491872948,2.92641929153687,4.88852931099722
"stemming",FALSE,FALSE,TRUE,3,2,3.85576577861858,0.491010532700508,2.9075111052759,4.84813161267094
"none",TRUE,TRUE,FALSE,3,2,1.73141247178793,0.203019809247056,1.3429313615061,2.13661800063215
"lemmatization",TRUE,TRUE,FALSE,3,2,1.29416060820508,0.181669838865789,0.947643612737551,1.65546621870897
"stemming",TRUE,TRUE,FALSE,3,2,1.32447686781266,0.180233763254712,0.973604626657381,1.68645724550149
"none",FALSE,TRUE,FALSE,3,2,1.20810126327111,0.174246434015901,0.856048091987276,1.54341005824659
"lemmatization",FALSE,TRUE,FALSE,3,2,1.59454276087167,0.179871342183122,1.23954210754434,1.9462303726389
"stemming",FALSE,TRUE,FALSE,3,2,1.43525503889226,0.178879744228842,1.08675766748878,1.79028427698444
"none",TRUE,FALSE,FALSE,3,2,1.2786067343789,0.160872645741089,0.95875438624804,1.59119688150815
"lemmatization",TRUE,FALSE,FALSE,3,2,1.43505237377395,0.156181246620098,1.12894632187364,1.73991869080843
"stemming",TRUE,FALSE,FALSE,3,2,1.26612418803204,0.17067085776632,0.934993412654008,1.60319054192223
"none",FALSE,FALSE,FALSE,3,2,1.84611368760541,0.195036070056823,1.46508658765355,2.22516484504346
"lemmatization",FALSE,FALSE,FALSE,3,2,1.52633572857176,0.193624988656546,1.15179856870132,1.90694414136773
"stemming",FALSE,FALSE,FALSE,3,2,1.68322398157782,0.165886482463104,1.36221526549935,2.01004671943872
"none",TRUE,TRUE,TRUE,1,3,3.53637279479536,0.497381446468534,2.57336793952788,4.49982837659151
"lemmatization",TRUE,TRUE,TRUE,1,3,3.06210336398405,0.480830805613247,2.14051627513541,4.02655686797473
"stemming",TRUE,TRUE,TRUE,1,3,4.36880838307318,0.464099810480951,3.43694278822318,5.27040943830342
"none",FALSE,TRUE,TRUE,1,3,3.31805202989383,0.476268179305343,2.38918289042331,4.2494263865902
"lemmatization",FALSE,TRUE,TRUE,1,3,3.4220766794455,0.464979712421861,2.52137458108749,4.34600427510645
"stemming",FALSE,TRUE,TRUE,1,3,3.18638840176977,0.466928953556945,2.26057894295455,4.11472493662918
"none",TRUE,FALSE,TRUE,1,3,3.29466983612239,0.502250539565579,2.28974208358141,4.26244325401983
"lemmatization",TRUE,FALSE,TRUE,1,3,3.39927090283057,0.481480380516254,2.46121416025975,4.33167429619339
"stemming",TRUE,FALSE,TRUE,1,3,3.19847593631352,0.486721423990423,2.23900501678667,4.13806713050845
"none",FALSE,FALSE,TRUE,1,3,3.47223975196742,0.474788025792846,2.54352200225287,4.39091701431385
"lemmatization",FALSE,FALSE,TRUE,1,3,3.24083342334485,0.479970988179669,2.3110287702695,4.17613586811508
"stemming",FALSE,FALSE,TRUE,1,3,3.25146911212532,0.482920613387151,2.29959903587773,4.2051621961172
"none",TRUE,TRUE,FALSE,1,3,1.51556900583257,0.159127175842848,1.21241916462741,1.83028898620721
"lemmatization",TRUE,TRUE,FALSE,1,3,1.00927223004493,0.169360663993996,0.683128640353048,1.3410354630461
"stemming",TRUE,TRUE,FALSE,1,3,1.28979070501228,0.164111358777097,0.969340008304921,1.61494109762247
"none",FALSE,TRUE,FALSE,1,3,1.37151670028117,0.183596169468055,1.01220339244102,1.72087499515353
"lemmatization",FALSE,TRUE,FALSE,1,3,1.31428560335657,0.171445146913172,0.978777632601272,1.64843571982002
"stemming",FALSE,TRUE,FALSE,1,3,1.38886622309922,0.173000526813919,1.05405358933129,1.73409947333173
"none",TRUE,FALSE,FALSE,1,3,1.50757779568324,0.178980780577133,1.17010824115067,1.86340162139244
"lemmatization",TRUE,FALSE,FALSE,1,3,1.3559162660592,0.175126156752354,1.02132095904379,1.70853884872446
"stemming",TRUE,FALSE,FALSE,1,3,1.3608065501041,0.177645966192568,1.01861360198881,1.71544485333737
"none",FALSE,FALSE,FALSE,1,3,1.37495431819635,0.186192220858903,1.01135395139884,1.74994671952509
"lemmatization",FALSE,FALSE,FALSE,1,3,1.440927895319,0.18441511712609,1.08737181742545,1.80024586708471
"stemming",FALSE,FALSE,FALSE,1,3,1.53115428491554,0.191585664645946,1.14855405899525,1.91139706752268
"none",TRUE,TRUE,TRUE,2,3,3.8511982748942,0.455213241786868,2.97668800452437,4.75074106635763
"lemmatization",TRUE,TRUE,TRUE,2,3,2.59325224307634,0.477410747258076,1.65306217826149,3.5087530653635
"stemming",TRUE,TRUE,TRUE,2,3,3.02086629233409,0.47161877116198,2.11250527816737,3.93845432540644
"none",FALSE,TRUE,TRUE,2,3,3.13694697481396,0.474875875465104,2.2015776763457,4.07014541953688
"lemmatization",FALSE,TRUE,TRUE,2,3,3.81533745497372,0.446996191141901,2.93403353589294,4.67826023045173
"stemming",FALSE,TRUE,TRUE,2,3,3.2834123037522,0.45495727982828,2.38842113793622,4.1835651987165
"none",TRUE,FALSE,TRUE,2,3,2.5109882561778,0.454877568904205,1.65024915856474,3.40821050621037
"lemmatization",TRUE,FALSE,TRUE,2,3,2.66689978965224,0.446234252696843,1.80643873712391,3.53558627319457
"stemming",TRUE,FALSE,TRUE,2,3,3.06869664173246,0.451950111628497,2.18670239984639,3.95749371734036
"none",FALSE,FALSE,TRUE,2,3,2.85573496300824,0.459395869351858,1.94488620635921,3.73309804079123
"lemmatization",FALSE,FALSE,TRUE,2,3,3.68922067441653,0.467968267503869,2.79434774545732,4.60479223637641
"stemming",FALSE,FALSE,TRUE,2,3,3.60763396327621,0.475368939075731,2.68560535268433,4.53170051343337
"none",TRUE,TRUE,FALSE,2,3,1.34312634202565,0.156403480422803,1.03618079949856,1.64949592497462
"lemmatization",TRUE,TRUE,FALSE,2,3,1.43851716430621,0.164566486494929,1.12188008907318,1.76561907164088
"stemming",TRUE,TRUE,FALSE,2,3,1.32773826812918,0.155554573916979,1.02863999389103,1.63526151807292
"none",FALSE,TRUE,FALSE,2,3,1.59231052303401,0.174514825119015,1.24914907847051,1.92757046636348
"lemmatization",FALSE,TRUE,FALSE,2,3,1.42731560823072,0.168781429289828,1.10189217033516,1.76948258272197
"stemming",FALSE,TRUE,FALSE,2,3,1.44306535933126,0.166889346141768,1.11848462304128,1.76480529439837
"none",TRUE,FALSE,FALSE,2,3,1.24795422361727,0.167887270758292,0.919533306914472,1.57117543259707
"lemmatization",TRUE,FALSE,FALSE,2,3,1.15257086930828,0.17351763208626,0.824799564049537,1.49772436725148
"stemming",TRUE,FALSE,FALSE,2,3,1.32589556318747,0.142066604607651,1.05152198929732,1.60591981522852
"none",FALSE,FALSE,FALSE,2,3,1.63695194488743,0.189404581746561,1.26327997752041,2.01632829517173
"lemmatization",FALSE,FALSE,FALSE,2,3,1.34328227315175,0.173396814367696,1.00758058611785,1.6865522558591
"stemming",FALSE,FALSE,FALSE,2,3,1.48360750106917,0.186327528014336,1.11954808178707,1.85755013340216
"none",TRUE,TRUE,TRUE,3,3,3.78458878980939,0.504717414854949,2.79426575805804,4.76725522586323
"lemmatization",TRUE,TRUE,TRUE,3,3,3.79868776103984,0.523264625850587,2.77877650288105,4.80911266977526
"stemming",TRUE,TRUE,TRUE,3,3,3.56081918440171,0.515584250934518,2.56408676834519,4.58288174511948
"none",FALSE,TRUE,TRUE,3,3,4.00693426306423,0.4896789990998,3.02980162371527,4.96292951194156
"lemmatization",FALSE,TRUE,TRUE,3,3,3.33022703782847,0.505949634378053,2.33942303941546,4.32651423359799
"stemming",FALSE,TRUE,TRUE,3,3,4.54587861450182,0.468328268221355,3.63280858026912,5.46444318339333
"none",TRUE,FALSE,TRUE,3,3,3.7817780949392,0.516920311845311,2.75993442828331,4.78985376542092
"lemmatization",TRUE,FALSE,TRUE,3,3,3.46664656583793,0.515927169020227,2.44195630507524,4.47662082052329
"stemming",TRUE,FALSE,TRUE,3,3,3.36531923297042,0.506500228507216,2.38114327465163,4.34805910987555
"none",FALSE,FALSE,TRUE,3,3,3.59146169743712,0.488010187428271,2.61711295223118,4.53907085784185
"lemmatization",FALSE,FALSE,TRUE,3,3,3.87285774848329,0.516025247968733,2.85721836987338,4.89422202479296
"stemming",FALSE,FALSE,TRUE,3,3,3.63474910538586,0.512836479778237,2.6359083892771,4.64368446540652
"none",TRUE,TRUE,FALSE,3,3,1.42530832554748,0.165757077833051,1.106156955809,1.74875673434603
"lemmatization",TRUE,TRUE,FALSE,3,3,1.32891813166049,0.173090601121623,0.993465068560985,1.6720831727604
"stemming",TRUE,TRUE,FALSE,3,3,1.18682338757005,0.167350569273918,0.867178264853366,1.5147205028472
"none",FALSE,TRUE,FALSE,3,3,1.37023682182039,0.175816111739068,1.02669899981159,1.7129911011544
"lemmatization",FALSE,TRUE,FALSE,3,3,1.42709306510056,0.186877887480089,1.06618050710134,1.79375385877243
"stemming",FALSE,TRUE,FALSE,3,3,1.64662047978227,0.167653142330073,1.32812180250451,1.97968405597733
"none",TRUE,FALSE,FALSE,3,3,1.45534672048294,0.159413427946564,1.13905341820195,1.76843794708107
"lemmatization",TRUE,FALSE,FALSE,3,3,1.74348956230472,0.175375971966737,1.40548029125975,2.08849764137849
"stemming",TRUE,FALSE,FALSE,3,3,1.28092240231189,0.176638648643275,0.938908647588929,1.63300159646492
"none",FALSE,FALSE,FALSE,3,3,1.5361228814149,0.174255516363791,1.20041674965777,1.88393474578336
"lemmatization",FALSE,FALSE,FALSE,3,3,1.34681066046164,0.18231255965211,0.998495281115538,1.70142541970955
"stemming",FALSE,FALSE,FALSE,3,3,1.44134538089517,0.191190190399734,1.06479152867008,1.81617832887502
