"token_normalization","stopword_removal","trimming","alternative_model","k_setting","iteration_setting","Estimate","Est.Error","Q2.5","Q97.5"
"lemmatization",FALSE,TRUE,FALSE,3,2,1.38271839770703,0.177583508141368,1.05063730890651,1.74771927695377
"stemming",FALSE,TRUE,FALSE,3,2,1.1927098109727,0.17662289931931,0.861416030721463,1.55264262569897
"none",TRUE,FALSE,FALSE,3,2,1.50412657306082,0.155726568080217,1.20385774877571,1.81292373349421
"lemmatization",TRUE,FALSE,FALSE,3,2,1.55572652269348,0.160810185975669,1.24114159560676,1.87509295278313
"stemming",TRUE,FALSE,FALSE,3,2,1.01293564951609,0.161063049809938,0.701758096744563,1.32725660312369
"none",FALSE,FALSE,FALSE,3,2,1.40862434344118,0.210626447330648,0.998044636285634,1.8187367232801
"lemmatization",FALSE,FALSE,FALSE,3,2,1.42167784794518,0.175303730657122,1.07793039733341,1.77531003880159
"stemming",FALSE,FALSE,FALSE,3,2,1.656467007175,0.196103642206832,1.27868971298404,2.04247416930256
"none",TRUE,TRUE,TRUE,1,3,3.55745478687635,0.505546495351665,2.57086658664284,4.53739268258685
"lemmatization",TRUE,TRUE,TRUE,1,3,2.96678303315419,0.481057663559822,2.02110842009888,3.90739657461862
"stemming",TRUE,TRUE,TRUE,1,3,3.4115095937068,0.474406560445559,2.50031166130239,4.3362835196808
"none",FALSE,TRUE,TRUE,1,3,3.42746660548589,0.489923805428401,2.47330108280253,4.37265765226379
"lemmatization",FALSE,TRUE,TRUE,1,3,3.35966611345921,0.493945953132857,2.39463322942752,4.34495746534378
"stemming",FALSE,TRUE,TRUE,1,3,3.42993479811493,0.49098998550912,2.48038207103576,4.37831684339575
"none",TRUE,FALSE,TRUE,1,3,2.24470711430628,0.465336279048237,1.33943796013596,3.14577953781944
"lemmatization",TRUE,FALSE,TRUE,1,3,3.59564024156944,0.485546851936961,2.66346421707937,4.55920711146998
"stemming",TRUE,FALSE,TRUE,1,3,3.46799281809881,0.500050897018585,2.52100478077035,4.46498868383657
"none",FALSE,FALSE,TRUE,1,3,3.07527470178877,0.485518855307158,2.11939784841158,4.02978168768551
"lemmatization",FALSE,FALSE,TRUE,1,3,3.58565543157652,0.48192144828218,2.65857231319797,4.53952848803919
"stemming",FALSE,FALSE,TRUE,1,3,3.42250709095694,0.494081498617506,2.47199398640999,4.41097265236203
"none",TRUE,TRUE,FALSE,1,3,1.25186791394482,0.174630172423705,0.908401997176142,1.59761519359549
"lemmatization",TRUE,TRUE,FALSE,1,3,1.26070359111102,0.165387518881497,0.942232327094143,1.57747539276606
"stemming",TRUE,TRUE,FALSE,1,3,1.39765133721274,0.168682796376006,1.07890132271121,1.73222680143217
"none",FALSE,TRUE,FALSE,1,3,1.60549330216536,0.18272282027909,1.24658291436077,1.96015932212243
"lemmatization",FALSE,TRUE,FALSE,1,3,1.50372336069622,0.184425740596658,1.14753545378477,1.86405226111549
"stemming",FALSE,TRUE,FALSE,1,3,1.62847709742934,0.190134936547062,1.26398080475008,2.00788096212565
"none",TRUE,FALSE,FALSE,1,3,1.25729438324754,0.157449939447687,0.943954216397292,1.57004960298944
"lemmatization",TRUE,FALSE,FALSE,1,3,1.19770174738981,0.181892367600284,0.849055738923062,1.55268568497141
"stemming",TRUE,FALSE,FALSE,1,3,1.54471976056318,0.179514711779007,1.19429184840928,1.90788335912186
"none",FALSE,FALSE,FALSE,1,3,1.481315290504,0.186665428917707,1.11993986877865,1.85188771313928
"lemmatization",FALSE,FALSE,FALSE,1,3,1.59783162503281,0.174975282782172,1.26176292089275,1.95416389791407
"stemming",FALSE,FALSE,FALSE,1,3,1.63720601971261,0.193533008751904,1.26326755840654,2.01739882428834
"none",TRUE,TRUE,TRUE,2,3,3.39300190437605,0.469963836552017,2.46693617025486,4.29902116850446
"lemmatization",TRUE,TRUE,TRUE,2,3,3.48899638310248,0.438745627861639,2.62643768061358,4.35314670606375
"stemming",TRUE,TRUE,TRUE,2,3,3.07480802535986,0.44841119958356,2.20582016823106,3.94608766792532
"none",FALSE,TRUE,TRUE,2,3,3.32169946098641,0.457073646177453,2.44810818115635,4.23389021963869
"lemmatization",FALSE,TRUE,TRUE,2,3,3.08577067413808,0.466190812983287,2.17956810192656,4.03805359843066
"stemming",FALSE,TRUE,TRUE,2,3,3.89894001510047,0.447151954717452,3.04178552168269,4.78333711138836
"none",TRUE,FALSE,TRUE,2,3,3.58062887942389,0.458512545374334,2.69220232627427,4.48869804136851
"lemmatization",TRUE,FALSE,TRUE,2,3,3.26996168035319,0.440525221988027,2.39723825291662,4.14254384141348
"stemming",TRUE,FALSE,TRUE,2,3,2.91353084066143,0.451867059285998,2.00042269036283,3.78686273754076
"none",FALSE,FALSE,TRUE,2,3,2.54911253531237,0.454406875301235,1.66507364556661,3.4490645653385
"lemmatization",FALSE,FALSE,TRUE,2,3,3.06700528147551,0.465184725705466,2.1813213457281,3.98494558119204
"stemming",FALSE,FALSE,TRUE,2,3,3.07830879013233,0.468565645386832,2.13894816435972,3.98592373607973
"none",TRUE,TRUE,FALSE,2,3,1.75624262875114,0.181834542709276,1.39755771867081,2.11435024095621
"lemmatization",TRUE,TRUE,FALSE,2,3,1.46442408078206,0.179903037915904,1.10630251307756,1.81506609841865
"stemming",TRUE,TRUE,FALSE,2,3,1.23565630480268,0.165293125966081,0.918044588933506,1.56358129642073
"none",FALSE,TRUE,FALSE,2,3,1.27583395632685,0.174389506565914,0.929517445848164,1.62193455021551
"lemmatization",FALSE,TRUE,FALSE,2,3,1.43932876896032,0.178082614752268,1.08616233694505,1.78727473542866
"stemming",FALSE,TRUE,FALSE,2,3,1.43238398161422,0.183699537950639,1.07995797502936,1.79467125754056
"none",TRUE,FALSE,FALSE,2,3,1.313472052364,0.165117254118525,0.990234722895847,1.64627290426361
"lemmatization",TRUE,FALSE,FALSE,2,3,1.27755853451928,0.165843190173568,0.954324459635992,1.60780615431441
"stemming",TRUE,FALSE,FALSE,2,3,1.2460242299126,0.157537796518416,0.938429909684733,1.55327230108076
"none",FALSE,FALSE,FALSE,2,3,1.39133747377743,0.174962767734718,1.05345529374805,1.73873834321718
"lemmatization",FALSE,FALSE,FALSE,2,3,1.24805015727802,0.17862168748324,0.899615356881927,1.60318922531462
"stemming",FALSE,FALSE,FALSE,2,3,1.49101252658548,0.166868265847966,1.16922496350762,1.82537731711061
"none",TRUE,TRUE,TRUE,3,3,3.59516213107484,0.504505574199257,2.61802104972636,4.58135347276021
"lemmatization",TRUE,TRUE,TRUE,3,3,3.57596795852767,0.498488112275324,2.60698176651517,4.56344474986853
"stemming",TRUE,TRUE,TRUE,3,3,4.36085559838771,0.501800032112519,3.36716563426404,5.33683646116584
"none",FALSE,TRUE,TRUE,3,3,3.79607863925874,0.516505965957579,2.75773725001666,4.7881789813285
"lemmatization",FALSE,TRUE,TRUE,3,3,3.60236561302632,0.500172062527916,2.62907617251786,4.61157016676559
"stemming",FALSE,TRUE,TRUE,3,3,3.52105695594136,0.497382787169346,2.53317262314265,4.48964511711752
"none",TRUE,FALSE,TRUE,3,3,3.73291952346391,0.518579960088277,2.73545961368026,4.75580418735913
"lemmatization",TRUE,FALSE,TRUE,3,3,3.28759861635577,0.498210349311547,2.31565658263963,4.28851019157385
"stemming",TRUE,FALSE,TRUE,3,3,4.01311698936646,0.510926391505495,3.03068125429626,4.99851645020978
"none",FALSE,FALSE,TRUE,3,3,3.30354080144201,0.498330461291997,2.33979325678533,4.27545646954926
"lemmatization",FALSE,FALSE,TRUE,3,3,3.78666086668394,0.494039914610815,2.81748033017322,4.75065741484101
"stemming",FALSE,FALSE,TRUE,3,3,3.96223356282701,0.496096496818442,2.98930979214268,4.94864290757308
"none",TRUE,TRUE,FALSE,3,3,1.68302185960994,0.200934570323759,1.28899909500615,2.06777941256057
"lemmatization",TRUE,TRUE,FALSE,3,3,1.38916020836043,0.178057556680392,1.04981677539634,1.7444026374109
"stemming",TRUE,TRUE,FALSE,3,3,1.20752239716174,0.172673296660988,0.871109826334765,1.54525668294432
"none",FALSE,TRUE,FALSE,3,3,1.34952588317048,0.18948998830005,0.9840267661525,1.71393019367913
"lemmatization",FALSE,TRUE,FALSE,3,3,1.4780072183142,0.181177766572591,1.12055693407774,1.83182432233074
"stemming",FALSE,TRUE,FALSE,3,3,1.25126426184507,0.180526179545387,0.902770406996375,1.60901533655127
"none",TRUE,FALSE,FALSE,3,3,1.50509777806071,0.158914489910614,1.19187013347856,1.81791291329017
"lemmatization",TRUE,FALSE,FALSE,3,3,1.23703397170738,0.17163362398281,0.901360828427414,1.57270739132786
"stemming",TRUE,FALSE,FALSE,3,3,1.32823392991023,0.158377623538575,1.02461244505073,1.64043634554071
"none",FALSE,FALSE,FALSE,3,3,1.35881351876163,0.181292998835485,1.00850851432664,1.72340282840516
"lemmatization",FALSE,FALSE,FALSE,3,3,1.10655153937573,0.167176438338963,0.781199491621538,1.42903504049675
"stemming",FALSE,FALSE,FALSE,3,3,1.14832901548242,0.174537778586211,0.804869629129355,1.49582773753812
