"token_normalization","stopword_removal","trimming","alternative_model","k_setting","iteration_setting","Estimate","Est.Error","Q2.5","Q97.5"
"none",TRUE,TRUE,TRUE,1,1,3.19652936385041,0.464453290496865,2.28911125120177,4.11412968914867
"lemmatization",TRUE,TRUE,TRUE,1,1,3.44138292656067,0.477947884727261,2.53093482716899,4.36608399366424
"stemming",TRUE,TRUE,TRUE,1,1,3.58036787313266,0.472063473681763,2.67912339011558,4.51663944358425
"none",FALSE,TRUE,TRUE,1,1,2.95183406833317,0.46965394088291,2.03217331273139,3.87093903398138
"lemmatization",FALSE,TRUE,TRUE,1,1,3.32303905802715,0.481027254172729,2.39548989258465,4.27493592453406
"stemming",FALSE,TRUE,TRUE,1,1,4.40720732214501,0.449860503158961,3.53089005890354,5.29364680163617
"none",TRUE,FALSE,TRUE,1,1,2.98034958971214,0.466175795784936,2.06966130604447,3.88400319859657
"lemmatization",TRUE,FALSE,TRUE,1,1,4.00968901296864,0.496916824220067,3.04749901326283,4.9890250278439
"stemming",TRUE,FALSE,TRUE,1,1,3.67242987566695,0.469515216292085,2.73695801880942,4.59142523595004
"none",FALSE,FALSE,TRUE,1,1,3.58248485158441,0.465689058485749,2.68838108108841,4.51168948571356
"lemmatization",FALSE,FALSE,TRUE,1,1,4.01741070911897,0.482847745528259,3.08832907011719,4.9677291300746
"stemming",FALSE,FALSE,TRUE,1,1,3.80269540289771,0.468532908329527,2.88147017224593,4.72921440193997
"none",TRUE,TRUE,FALSE,1,1,1.46174193954167,0.178001783658019,1.11011478503195,1.81394685186066
"lemmatization",TRUE,TRUE,FALSE,1,1,1.41255310691845,0.174102820153901,1.07728100195183,1.75251472418215
"stemming",TRUE,TRUE,FALSE,1,1,1.38432892693799,0.179173579785825,1.04051151362851,1.7445253181734
"none",FALSE,TRUE,FALSE,1,1,1.39651749506907,0.177660909165359,1.04949795046844,1.75083078770175
"lemmatization",FALSE,TRUE,FALSE,1,1,1.39374318910393,0.179221371009901,1.04163817270771,1.75056614192803
"stemming",FALSE,TRUE,FALSE,1,1,1.44427505618139,0.167211438782063,1.12377462229983,1.77796187216394
"none",TRUE,FALSE,FALSE,1,1,1.14852299496727,0.159512161443673,0.834620434076748,1.46307150578216
"lemmatization",TRUE,FALSE,FALSE,1,1,1.25843903209731,0.181303002180252,0.902277467314795,1.61561261357096
"stemming",TRUE,FALSE,FALSE,1,1,1.50668568401522,0.15800110376287,1.2044232098791,1.82171417418614
"none",FALSE,FALSE,FALSE,1,1,1.46424879828909,0.196667389905585,1.08003590007817,1.85222526469
"lemmatization",FALSE,FALSE,FALSE,1,1,1.39687022118253,0.175262545850901,1.06010869200595,1.74252487741324
"stemming",FALSE,FALSE,FALSE,1,1,1.60962241868912,0.197158971347699,1.21795259791298,2.00111972229287
"none",TRUE,TRUE,TRUE,2,1,3.07033848310553,0.45787056010738,2.16602518683265,3.99851716758865
"lemmatization",TRUE,TRUE,TRUE,2,1,3.52637022761612,0.472714041145497,2.62596082023264,4.44988794839379
"stemming",TRUE,TRUE,TRUE,2,1,3.27064665210747,0.447781577691608,2.40740316951689,4.1551068098459
"none",FALSE,TRUE,TRUE,2,1,3.04855407275103,0.485409483010838,2.10824217513663,4.01440100341518
"lemmatization",FALSE,TRUE,TRUE,2,1,3.12289924021001,0.454629513439742,2.23863940569844,4.02145847401213
"stemming",FALSE,TRUE,TRUE,2,1,3.42768726954659,0.448499767449392,2.54682077411855,4.29928210835753
"none",TRUE,FALSE,TRUE,2,1,3.08177828862052,0.442217882020873,2.19007438998166,3.93930510304506
"lemmatization",TRUE,FALSE,TRUE,2,1,3.20187499505532,0.452990898826381,2.31053981457459,4.0979683609794
"stemming",TRUE,FALSE,TRUE,2,1,3.19597800333751,0.448604199783957,2.30554302498449,4.06943928794382
"none",FALSE,FALSE,TRUE,2,1,3.88349218441093,0.447500633421209,3.00965123199178,4.76582742451052
"lemmatization",FALSE,FALSE,TRUE,2,1,3.51795942835919,0.425241194091536,2.69196544894196,4.34279323561673
"stemming",FALSE,FALSE,TRUE,2,1,2.95468909180109,0.47595598193767,2.00378257639027,3.89163205636594
"none",TRUE,TRUE,FALSE,2,1,1.79524770621886,0.194083597978306,1.41092772911088,2.17250446280157
"lemmatization",TRUE,TRUE,FALSE,2,1,1.61217284936623,0.183298728518357,1.25648883045362,1.97845510889026
"stemming",TRUE,TRUE,FALSE,2,1,1.19337015372736,0.160219716665572,0.882242695994729,1.51295741051048
"none",FALSE,TRUE,FALSE,2,1,1.76969403872616,0.198294350242817,1.38254194362636,2.16464883557807
"lemmatization",FALSE,TRUE,FALSE,2,1,1.4340338489396,0.179469621084185,1.08930102733925,1.79035313257602
"stemming",FALSE,TRUE,FALSE,2,1,1.44922057382449,0.159120833620986,1.13969058327036,1.75846576797629
"none",TRUE,FALSE,FALSE,2,1,1.52121242790878,0.184082692644483,1.15965132109118,1.8869511316905
"lemmatization",TRUE,FALSE,FALSE,2,1,1.29568597387982,0.165408245787165,0.975488874410662,1.62183829216669
"stemming",TRUE,FALSE,FALSE,2,1,1.44982884685555,0.162019674828377,1.13754076857063,1.76972788901317
"none",FALSE,FALSE,FALSE,2,1,1.13229505368635,0.185400927322798,0.772815917959545,1.50165569909824
"lemmatization",FALSE,FALSE,FALSE,2,1,1.66144134346624,0.177414738979309,1.32070392141349,2.01310732270284
"stemming",FALSE,FALSE,FALSE,2,1,1.34750410037657,0.187113335475105,0.988813152023374,1.71256718895357
"none",TRUE,TRUE,TRUE,3,1,3.34950156435606,0.492495508731601,2.38843594522533,4.33308753543555
"lemmatization",TRUE,TRUE,TRUE,3,1,4.0392088164073,0.527084086061992,2.99299384078097,5.08305266599106
"stemming",TRUE,TRUE,TRUE,3,1,3.73126306775353,0.491028410866065,2.78308911133484,4.71363001457673
"none",FALSE,TRUE,TRUE,3,1,3.18372727391679,0.496910785028996,2.23176296012327,4.1701143517469
"lemmatization",FALSE,TRUE,TRUE,3,1,3.84672548029115,0.521178443154813,2.81796271398161,4.87675860476157
"stemming",FALSE,TRUE,TRUE,3,1,3.76366041759114,0.509498660779117,2.74465086630066,4.76717997020891
"none",TRUE,FALSE,TRUE,3,1,3.65570645788234,0.485262207290316,2.69357346195803,4.58742092820478
"lemmatization",TRUE,FALSE,TRUE,3,1,3.98306430862997,0.519529293999137,2.97655591760397,5.00013078423675
"stemming",TRUE,FALSE,TRUE,3,1,3.55449510472357,0.485064139787955,2.61674179995471,4.50911423616172
"none",FALSE,FALSE,TRUE,3,1,3.8970084487692,0.516778271993622,2.91118115837463,4.92810093208309
"lemmatization",FALSE,FALSE,TRUE,3,1,3.84531690773158,0.498372375553502,2.86393127321105,4.81310199383876
"stemming",FALSE,FALSE,TRUE,3,1,3.5697106596648,0.493924120476635,2.58527753066329,4.52540981606789
"none",TRUE,TRUE,FALSE,3,1,1.38948577464127,0.183360217488471,1.02572629502214,1.74936469879729
"lemmatization",TRUE,TRUE,FALSE,3,1,1.19140370079654,0.166733371168807,0.874155123789316,1.52419378634252
"stemming",TRUE,TRUE,FALSE,3,1,1.07863227378864,0.180466262133348,0.738167974631281,1.43369275455973
"none",FALSE,TRUE,FALSE,3,1,1.3473446560465,0.194880863227516,0.973924335903984,1.72604895276798
"lemmatization",FALSE,TRUE,FALSE,3,1,1.10834795983518,0.172479198447137,0.772711227050206,1.44900222296204
"stemming",FALSE,TRUE,FALSE,3,1,1.52963085283401,0.195450860959964,1.14467948419818,1.91359854999527
"none",TRUE,FALSE,FALSE,3,1,1.26327025469552,0.154722831248348,0.96734112726393,1.56843016629843
"lemmatization",TRUE,FALSE,FALSE,3,1,1.21604068439691,0.166435613681731,0.897430868468896,1.54370981505591
"stemming",TRUE,FALSE,FALSE,3,1,1.29226270993247,0.168594092228349,0.962169457925845,1.62276105190928
"none",FALSE,FALSE,FALSE,3,1,1.19519524912496,0.198925940873974,0.813264908701833,1.58535133430111
"lemmatization",FALSE,FALSE,FALSE,3,1,1.27849327546065,0.170309751598472,0.954421374085613,1.62103650065172
"stemming",FALSE,FALSE,FALSE,3,1,1.29418309444669,0.183350266348221,0.938457688961607,1.65037140450973
"none",TRUE,TRUE,TRUE,1,2,3.44373170612955,0.493257633214562,2.50088651564076,4.40648639947516
"lemmatization",TRUE,TRUE,TRUE,1,2,3.50726850562738,0.480976805914559,2.58538617757697,4.44683875743602
"stemming",TRUE,TRUE,TRUE,1,2,3.40141133262143,0.503889367580552,2.42612554948188,4.37324571538
"none",FALSE,TRUE,TRUE,1,2,2.92859207207027,0.489521716592164,1.97003267534905,3.89368459916233
"lemmatization",FALSE,TRUE,TRUE,1,2,3.4798944956756,0.498311351264013,2.51729272354096,4.45904638029052
"stemming",FALSE,TRUE,TRUE,1,2,3.89621267138592,0.480864036590159,2.95709391344398,4.83549742534686
"none",TRUE,FALSE,TRUE,1,2,3.2675866440534,0.472254362523296,2.35253236337316,4.23353307818117
"lemmatization",TRUE,FALSE,TRUE,1,2,3.56449573086867,0.478096644600006,2.64806469614862,4.51597206604381
"stemming",TRUE,FALSE,TRUE,1,2,3.23747642546552,0.473493159865994,2.32921346213936,4.18183761887462
"none",FALSE,FALSE,TRUE,1,2,3.24904214250471,0.475378833115,2.31618779798614,4.1753503430181
"lemmatization",FALSE,FALSE,TRUE,1,2,4.4399021557805,0.456314234971025,3.55066555377796,5.33029658015156
"stemming",FALSE,FALSE,TRUE,1,2,3.58704209646416,0.493365049724762,2.62688197427019,4.56578963105965
"none",TRUE,TRUE,FALSE,1,2,1.30181860178768,0.181274868157699,0.944987430530992,1.66265442044824
"lemmatization",TRUE,TRUE,FALSE,1,2,1.21053787424867,0.176399925692621,0.862044735321556,1.55128525461601
"stemming",TRUE,TRUE,FALSE,1,2,1.39878666616189,0.166522348234677,1.08038625965982,1.73226864862454
"none",FALSE,TRUE,FALSE,1,2,1.90000253913493,0.170149163504269,1.56946075699813,2.24190590024564
"lemmatization",FALSE,TRUE,FALSE,1,2,1.76250991032775,0.186148191807015,1.4041585737886,2.13724869001961
"stemming",FALSE,TRUE,FALSE,1,2,1.48033108744865,0.16790387275964,1.15201756969376,1.81319198138689
"none",TRUE,FALSE,FALSE,1,2,1.64287415124437,0.181838266665524,1.29119616754492,1.99942457095573
"lemmatization",TRUE,FALSE,FALSE,1,2,1.2867370605451,0.162714853452147,0.970003044484177,1.60808857722813
"stemming",TRUE,FALSE,FALSE,1,2,1.39798727020428,0.158813177512827,1.09343439579423,1.71513217185253
"none",FALSE,FALSE,FALSE,1,2,1.65052522985445,0.180563972251111,1.29717452808277,2.0081486854984
"lemmatization",FALSE,FALSE,FALSE,1,2,1.72100216656389,0.190632308361249,1.35525197970089,2.0994925366765
"stemming",FALSE,FALSE,FALSE,1,2,1.39976612191676,0.186650373332347,1.03162765013146,1.76451642036309
"none",TRUE,TRUE,TRUE,2,2,3.43251137149577,0.470326206346998,2.53067179948075,4.34908562969629
"lemmatization",TRUE,TRUE,TRUE,2,2,3.33525532935022,0.453288541012031,2.46509749878652,4.23785054064799
"stemming",TRUE,TRUE,TRUE,2,2,3.33192858795562,0.436486610626765,2.46759574004712,4.18264611860393
"none",FALSE,TRUE,TRUE,2,2,3.11039139817899,0.474133379257317,2.17900649473632,4.05041108882229
"lemmatization",FALSE,TRUE,TRUE,2,2,3.02640744176111,0.465042190296983,2.11865634261885,3.95752000699703
