"token_normalization","stopword_removal","trimming","alternative_model","k_setting","iteration_setting","Estimate","Est.Error","Q2.5","Q97.5"
"stemming",FALSE,TRUE,TRUE,2,2,3.18261005471218,0.488163851285163,2.23727689012304,4.14299396646385
"none",TRUE,FALSE,TRUE,2,2,3.09228331541351,0.470903059398108,2.19376625798471,4.02767126462378
"lemmatization",TRUE,FALSE,TRUE,2,2,3.67503211513752,0.438034027568793,2.82960161584205,4.55490373082261
"stemming",TRUE,FALSE,TRUE,2,2,2.87982394878889,0.459623500685099,2.01079169594863,3.77740115639859
"none",FALSE,FALSE,TRUE,2,2,3.25573300072503,0.441383250305271,2.40825269894413,4.12904044334737
"lemmatization",FALSE,FALSE,TRUE,2,2,3.28401717077627,0.459252564326906,2.38087862737836,4.18927738648553
"stemming",FALSE,FALSE,TRUE,2,2,3.79136750549822,0.433858315590416,2.96054784934199,4.64813115464334
"none",TRUE,TRUE,FALSE,2,2,1.54337597558675,0.183829391655694,1.18696997269631,1.90229725132497
"lemmatization",TRUE,TRUE,FALSE,2,2,1.77391331886771,0.175561470142567,1.43290698168894,2.11870073901201
"stemming",TRUE,TRUE,FALSE,2,2,1.25978070276952,0.180640361132414,0.902051605376456,1.60540340513598
"none",FALSE,TRUE,FALSE,2,2,1.5048077197968,0.187667131713099,1.14417579804833,1.88470974983052
"lemmatization",FALSE,TRUE,FALSE,2,2,1.1351283448161,0.182455304710303,0.788477897245236,1.50054364689623
"stemming",FALSE,TRUE,FALSE,2,2,1.53938590160612,0.181204607280095,1.18819540856924,1.9069317039303
"none",TRUE,FALSE,FALSE,2,2,1.76287639839542,0.177330635346336,1.42246625220635,2.11418324215158
"lemmatization",TRUE,FALSE,FALSE,2,2,1.42232856673438,0.165527551077759,1.1040424427993,1.74892020782234
"stemming",TRUE,FALSE,FALSE,2,2,1.41501275497105,0.148982166822236,1.11994162756248,1.70655602233484
"none",FALSE,FALSE,FALSE,2,2,1.74001896296307,0.197689796158074,1.35227609958403,2.1342796729889
"lemmatization",FALSE,FALSE,FALSE,2,2,1.61327421701058,0.184690622731565,1.26138095847046,1.97695279116612
"stemming",FALSE,FALSE,FALSE,2,2,1.29626759631542,0.170400511308378,0.963069776579209,1.6315618339771
"none",TRUE,TRUE,TRUE,3,2,3.84746197115484,0.504900204304706,2.86153018590617,4.84926883578881
"lemmatization",TRUE,TRUE,TRUE,3,2,3.49863100044419,0.504840399415238,2.50302864720906,4.47066138199282
"stemming",TRUE,TRUE,TRUE,3,2,4.20206749761424,0.506093991367015,3.20561972383862,5.19323975036085
"none",FALSE,TRUE,TRUE,3,2,3.46019540625895,0.52395483546156,2.4280091662783,4.48484615971204
"lemmatization",FALSE,TRUE,TRUE,3,2,3.21915789703708,0.494189353676429,2.24779439366242,4.17948971916101
"stemming",FALSE,TRUE,TRUE,3,2,4.06378775497968,0.507713571063962,3.06047184389689,5.06649148416619
"none",TRUE,FALSE,TRUE,3,2,4.24607311564854,0.496067149092447,3.28083890272715,5.22733968935452
"lemmatization",TRUE,FALSE,TRUE,3,2,5.60054027982755,0.45227769310118,4.70746097271097,6.48700611820732
"stemming",TRUE,FALSE,TRUE,3,2,3.75862979443763,0.509835765069738,2.75046224008558,4.76288520778746
"none",FALSE,FALSE,TRUE,3,2,4.56463498631614,0.512230202792429,3.5706008998183,5.58271259980251
"lemmatization",FALSE,FALSE,TRUE,3,2,3.94156936147232,0.504565056919008,2.94119985384672,4.95203908397581
"stemming",FALSE,FALSE,TRUE,3,2,3.8132853510127,0.509012433279324,2.82446536623097,4.83078599958223
"none",TRUE,TRUE,FALSE,3,2,1.074390574105,0.166863702864643,0.752799486955522,1.40890070833647
"lemmatization",TRUE,TRUE,FALSE,3,2,1.66522473444621,0.176700955285011,1.32617986407526,2.0160432612185
"stemming",TRUE,TRUE,FALSE,3,2,1.26547620771549,0.174067009691753,0.928278472474304,1.61978914882252
"none",FALSE,TRUE,FALSE,3,2,1.37022541456845,0.17616317438083,1.03360598858568,1.72000109202202
"lemmatization",FALSE,TRUE,FALSE,3,2,1.43102698935832,0.18209068492922,1.07975666820057,1.77927295628569
"stemming",FALSE,TRUE,FALSE,3,2,1.19729629870675,0.181910114826406,0.837443878712647,1.55730744126677
"none",TRUE,FALSE,FALSE,3,2,1.68006423064335,0.166787170449035,1.35458481602574,2.00389278164442
"lemmatization",TRUE,FALSE,FALSE,3,2,1.40716729519924,0.172813469026055,1.07443031115726,1.75024721920871
"stemming",TRUE,FALSE,FALSE,3,2,1.31365818604472,0.166051980333801,0.999856772117704,1.64727616866378
"none",FALSE,FALSE,FALSE,3,2,1.540683878235,0.193017680697069,1.16567194821088,1.92115711881231
"lemmatization",FALSE,FALSE,FALSE,3,2,1.67995236763825,0.17006376299517,1.35083032729162,2.01464709486367
"stemming",FALSE,FALSE,FALSE,3,2,1.48654105219739,0.182121519589921,1.1355170944016,1.84871259571246
"none",TRUE,TRUE,TRUE,1,3,3.39735293860733,0.507148160539772,2.41415940765544,4.39000987148778
"lemmatization",TRUE,TRUE,TRUE,1,3,3.34207981736963,0.495890502994188,2.38676710549614,4.33110645816931
"stemming",TRUE,TRUE,TRUE,1,3,3.42222289748877,0.482664284446633,2.50227655912083,4.39406538503653
"none",FALSE,TRUE,TRUE,1,3,3.44676324646593,0.483521572263221,2.51407650918541,4.40976449008886
"lemmatization",FALSE,TRUE,TRUE,1,3,3.2709701160705,0.493821054823342,2.29353941764997,4.23569142047856
"stemming",FALSE,TRUE,TRUE,1,3,3.56298278940768,0.485488350802365,2.63305226637806,4.53708763021028
"none",TRUE,FALSE,TRUE,1,3,2.78649706288239,0.471950630622354,1.87413822537805,3.74189639178497
"lemmatization",TRUE,FALSE,TRUE,1,3,3.2119542680166,0.486816791257981,2.26395643002899,4.16991608406862
"stemming",TRUE,FALSE,TRUE,1,3,3.26884587668898,0.475824154120488,2.32830071197731,4.21519027060706
"none",FALSE,FALSE,TRUE,1,3,2.88206095817794,0.479118602782115,1.93995357757638,3.82444126481852
"lemmatization",FALSE,FALSE,TRUE,1,3,3.43977591118434,0.492912977312818,2.47114813245138,4.40155193450552
"stemming",FALSE,FALSE,TRUE,1,3,3.4008086890301,0.485354042316144,2.45957408314868,4.38077456434328
"none",TRUE,TRUE,FALSE,1,3,1.60855794164456,0.185745359465124,1.24794082606303,1.97584447140025
"lemmatization",TRUE,TRUE,FALSE,1,3,1.36148438475843,0.154390116373767,1.06222262878891,1.66756138669271
"stemming",TRUE,TRUE,FALSE,1,3,1.42375394239534,0.198868321442814,1.037789647448,1.8155824990321
"none",FALSE,TRUE,FALSE,1,3,1.69886104795794,0.175038019402649,1.35527156056515,2.03622377638054
"lemmatization",FALSE,TRUE,FALSE,1,3,1.4897389096702,0.198189616793633,1.11162461615837,1.88670365080417
"stemming",FALSE,TRUE,FALSE,1,3,1.31024357826956,0.169329627525314,0.980509216721241,1.64192844646425
"none",TRUE,FALSE,FALSE,1,3,1.25992097818308,0.169377905732511,0.927701463394187,1.59231905215189
"lemmatization",TRUE,FALSE,FALSE,1,3,1.18849081062189,0.170007894448707,0.855862475379632,1.52424646093634
"stemming",TRUE,FALSE,FALSE,1,3,1.63582607502472,0.182075909894651,1.27758319977432,1.99743364103754
"none",FALSE,FALSE,FALSE,1,3,1.74785215650186,0.183090707194313,1.39654318452554,2.10537435232676
"lemmatization",FALSE,FALSE,FALSE,1,3,1.25096683123513,0.174051515792704,0.916877520087441,1.59847864708119
"stemming",FALSE,FALSE,FALSE,1,3,1.21704139229697,0.17523098151724,0.88601323664223,1.57393880085486
"none",TRUE,TRUE,TRUE,2,3,3.0460286297368,0.459896268089456,2.14361848686174,3.9387085332309
"lemmatization",TRUE,TRUE,TRUE,2,3,3.04541161866069,0.479604784350144,2.12061616098513,3.99669253163291
"stemming",TRUE,TRUE,TRUE,2,3,3.117893542861,0.470857740804519,2.19258287951129,4.02888810871217
"none",FALSE,TRUE,TRUE,2,3,3.08212673363423,0.461841594550132,2.16116114160194,3.97761700643706
"lemmatization",FALSE,TRUE,TRUE,2,3,2.95032984300036,0.454671373634577,2.08017676786373,3.83592044556216
"stemming",FALSE,TRUE,TRUE,2,3,2.97278198705787,0.455804355717735,2.0964302145595,3.88429674928818
"none",TRUE,FALSE,TRUE,2,3,2.92878239307572,0.459014686680503,2.03977954119973,3.84470338800434
"lemmatization",TRUE,FALSE,TRUE,2,3,2.97277135577656,0.456350525802221,2.07660390734107,3.86453145530888
"stemming",TRUE,FALSE,TRUE,2,3,2.96889880345619,0.464863665583284,2.06978633398105,3.89705312590861
"none",FALSE,FALSE,TRUE,2,3,3.10443199896554,0.462857837945521,2.19384029132865,3.9813947442747
"lemmatization",FALSE,FALSE,TRUE,2,3,3.2224479695924,0.470008232400932,2.30373586701192,4.14815840030918
"stemming",FALSE,FALSE,TRUE,2,3,3.63917033455942,0.462771120013521,2.75983085944974,4.56187861262799
"none",TRUE,TRUE,FALSE,2,3,1.54292766188168,0.188825907519572,1.17869594918552,1.92061314724072
"lemmatization",TRUE,TRUE,FALSE,2,3,1.23752208798165,0.157260390421295,0.930079177587357,1.54245878466667
"stemming",TRUE,TRUE,FALSE,2,3,1.27187972313514,0.16068975756418,0.968437468865246,1.59400966541507
"none",FALSE,TRUE,FALSE,2,3,1.37407387894221,0.199800448206862,0.987716133207128,1.75991653960682
"lemmatization",FALSE,TRUE,FALSE,2,3,1.23816635967456,0.186615874632698,0.879581774282083,1.60304812954192
"stemming",FALSE,TRUE,FALSE,2,3,1.21121665323176,0.170689127261966,0.876295269849527,1.54618529792599
"none",TRUE,FALSE,FALSE,2,3,1.22647259090695,0.169881667273444,0.901097174930078,1.56356060086096
"lemmatization",TRUE,FALSE,FALSE,2,3,1.26326724541559,0.17226700556085,0.929650711134794,1.61106630172061
"stemming",TRUE,FALSE,FALSE,2,3,1.3658719240818,0.184565843249906,1.0101577547203,1.73466035569274
"none",FALSE,FALSE,FALSE,2,3,1.76744204580233,0.182644863688371,1.41852936732758,2.12738573600674
"lemmatization",FALSE,FALSE,FALSE,2,3,1.40813896870339,0.175670882952167,1.06910909697858,1.7588453807546
"stemming",FALSE,FALSE,FALSE,2,3,1.56860086590746,0.172210743901315,1.23591250949093,1.90855432707071
"none",TRUE,TRUE,TRUE,3,3,3.48279073065709,0.508359974596024,2.47738423883968,4.4892781619315
"lemmatization",TRUE,TRUE,TRUE,3,3,2.95663953146387,0.515771408318282,1.97383216717676,3.97863342780513
"stemming",TRUE,TRUE,TRUE,3,3,3.85161040222155,0.528358069501081,2.82361740257062,4.89482250681753
"none",FALSE,TRUE,TRUE,3,3,3.72088754365906,0.505410150453465,2.72849222254808,4.69624812123796
"lemmatization",FALSE,TRUE,TRUE,3,3,3.36957776548807,0.512465628314263,2.35182860852132,4.35799336635325
"stemming",FALSE,TRUE,TRUE,3,3,4.08733400759585,0.51690000763239,3.09498588676047,5.1149740347896
"none",TRUE,FALSE,TRUE,3,3,3.06411786211472,0.489923674402917,2.11553796440727,4.02532799713931
"lemmatization",TRUE,FALSE,TRUE,3,3,3.07038704241927,0.495887468760004,2.08820567730286,4.04929807793004
"stemming",TRUE,FALSE,TRUE,3,3,3.41976767066056,0.48999817111311,2.44827064361266,4.37026103472983
"none",FALSE,FALSE,TRUE,3,3,3.84309497510472,0.488135865393782,2.90513511117183,4.80218560332118
"lemmatization",FALSE,FALSE,TRUE,3,3,3.76276843559933,0.508334427387444,2.78359419777707,4.7688238992241
"stemming",FALSE,FALSE,TRUE,3,3,3.7984020851671,0.503089279428936,2.79597043322048,4.79397652402652
"none",TRUE,TRUE,FALSE,3,3,1.5009229938141,0.176704340568424,1.14921054019614,1.84877500717543
"lemmatization",TRUE,TRUE,FALSE,3,3,1.34416322909257,0.171493497215669,1.00801692229495,1.68678781418738
"stemming",TRUE,TRUE,FALSE,3,3,1.26628342369693,0.179621373265638,0.923167528728577,1.62465812420247
"none",FALSE,TRUE,FALSE,3,3,1.7698364035251,0.182715169895655,1.41460047492811,2.13490936082641
"lemmatization",FALSE,TRUE,FALSE,3,3,1.66486181604485,0.183925858024258,1.30010518104623,2.02588574928145
"stemming",FALSE,TRUE,FALSE,3,3,1.65399696785714,0.17050551623616,1.31903072575873,1.98823454541514
"none",TRUE,FALSE,FALSE,3,3,1.2099041351773,0.164928090805292,0.890722959557265,1.53928815615774
"lemmatization",TRUE,FALSE,FALSE,3,3,1.43670325721427,0.171818417467358,1.10324214374599,1.77722227437095
"stemming",TRUE,FALSE,FALSE,3,3,1.32628552288497,0.153984917698354,1.02391324991805,1.63291667823074
"none",FALSE,FALSE,FALSE,3,3,1.71926984305614,0.182219822209535,1.36548816776884,2.07120811784325
"lemmatization",FALSE,FALSE,FALSE,3,3,1.55465029699951,0.198256510719659,1.16997527941065,1.9489343232705
"stemming",FALSE,FALSE,FALSE,3,3,1.67332856602593,0.172198341161904,1.34218171771648,2.01378188024514
