"i","LR","pred_multi100"
51,9.5,0.242123109832717
51,10,0.198617905772388
52,0,0.140093137758723
52,0.5,0.170439986734213
52,1,0.202502463399435
52,1.5,0.235221409954695
52,2,0.267488442179869
52,2.5,0.298247923375772
52,3,0.326573140931189
52,3.5,0.351708084699944
52,4,0.37307662782488
52,4.5,0.390267604382188
52,5,0.403006552687704
52,5.5,0.411123928713221
52,6,0.414527115196093
52,6.5,0.413180902774777
52,7,0.4070989623328
52,7.5,0.396347241261515
52,8,0.381058923866194
52,8.5,0.361459183672414
52,9,0.33789606222453
52,9.5,0.310871330660828
52,10,0.281062511614548
53,0,0.224854019383416
53,0.5,0.236655478067799
53,1,0.248622379658729
53,1.5,0.260724657629136
53,2,0.272931572927713
53,2.5,0.285212005610981
53,3,0.297534742674244
53,3.5,0.309868756543482
53,4,0.322183469206539
53,4.5,0.334448997610951
53,5,0.346636376701717
53,5.5,0.358717757277734
53,6,0.370666576673711
53,6.5,0.382457701091014
53,7,0.394067539176151
53,7.5,0.405474127154939
53,8,0.416657186455291
53,8.5,0.427598155279478
53,9,0.438280196011263
53,9.5,0.448688180663143
53,10,0.458808656787575
54,0,0.430063967318626
54,0.5,0.459502879121605
54,1,0.48438626661514
54,1.5,0.504503253500079
54,2,0.519766001455956
54,2.5,0.530157993824527
54,3,0.535692901141336
54,3.5,0.536386257361792
54,4,0.532240412682734
54,4.5,0.523242654237643
54,5,0.509376463484811
54,5.5,0.490646038516385
54,6,0.467113879649837
54,6.5,0.43894986285613
54,7,0.406487380453313
54,7.5,0.370277800742019
54,8,0.3311295474805
54,8.5,0.29011464559743
54,9,0.248526796745976
54,9.5,0.207783775448914
54,10,0.169283142127665
55,0,0.511965729626866
55,0.5,0.473490152359844
55,1,0.439599576404608
55,1.5,0.410455765767575
55,2,0.386033607231318
55,2.5,0.36619496677651
55,3,0.350750235292921
55,3.5,0.339504943471914
55,4,0.332292413510742
55,4.5,0.328994904436639
55,5,0.329555820254978
55,5.5,0.333984909404383
55,6,0.342357397806083
55,6.5,0.354806892805903
55,7,0.371510808738711
55,7.5,0.392666149334175
55,8,0.41845300897123
55,8.5,0.448983595253075
55,9,0.484236604156358
55,9.5,0.523981085695042
55,10,0.567700709421774
56,0,0.297216741467046
56,0.5,0.294709828900358
56,1,0.294164998968189
56,1.5,0.295576073580032
56,2,0.298959004818895
56,2.5,0.304351385260842
56,3,0.311811209869941
56,3.5,0.321414719504532
56,4,0.333253061319335
56,4.5,0.347427417392632
56,5,0.364042193908552
56,5.5,0.383195852924569
56,6,0.404969041948168
56,6.5,0.429409877598468
56,7,0.45651661522827
56,7.5,0.486218519302665
56,8,0.518356531281254
56,8.5,0.552666228064305
56,9,0.588766381895889
56,9.5,0.626156865833158
56,10,0.664229329821388
57,0,0.489709845128086
57,0.5,0.452002563901998
57,1,0.422818212895694
57,1.5,0.402081552629506
57,2,0.38958084004784
57,2.5,0.385124287175075
57,3,0.388631833320799
57,3.5,0.400167005260858
57,4,0.419911885698686
57,4.5,0.448082754564641
57,5,0.484781424231154
57,5.5,0.529784245074269
57,6,0.582292279592037
57,6.5,0.640701014354031
57,7,0.702483536208262
57,7.5,0.764295724020982
57,8,0.822384648674251
57,8.5,0.87328854471323
57,9,0.914638701041261
57,9.5,0.945694143751387
57,10,0.96729525349053
58,0,0.350489037828962
58,0.5,0.360394765775609
58,1,0.369517040952035
58,1.5,0.377821794917691
58,2,0.38528047740414
58,2.5,0.391869498055076
58,3,0.397569663236216
58,3.5,0.402365633421901
58,4,0.40624542218937
58,4.5,0.409199953633817
58,5,0.411222691215659
58,5.5,0.412309347731857
58,6,0.412457683256998
58,6.5,0.411667395461946
58,7,0.409940104581575
58,7.5,0.407279433336366
58,8,0.403691180169426
58,8.5,0.399183582092905
58,9,0.393767661108283
58,9.5,0.387457645457101
58,10,0.380271453792773
59,0,0.359111809658633
59,0.5,0.347807503934528
59,1,0.339148956340433
59,1.5,0.333052858426934
59,2,0.329455970767559
59,2.5,0.328319232766704
59,3,0.329630033193013
59,3.5,0.333402903095162
59,4,0.339678715727719
59,4.5,0.348522295979424
59,5,0.360018165591023
59,5.5,0.374263994850451
59,6,0.391361221493579
59,6.5,0.411402274666057
59,7,0.434453967408321
59,7.5,0.460536973632413
59,8,0.489601964796246
59,8.5,0.521503993171825
59,9,0.555978025450388
59,9.5,0.592619939095348
59,10,0.630878361264261
60,0,0.590188434533463
60,0.5,0.610999767994966
60,1,0.627932265458086
60,1.5,0.641126334387394
60,2,0.650720704692303
60,2.5,0.656831991826715
60,3,0.659541232221757
60,3.5,0.658886006034567
60,4,0.65485713204287
60,4.5,0.647399456136191
60,5,0.636416850624799
60,5.5,0.621782123907251
60,6,0.603353027737367
60,6.5,0.580995810057413
60,7,0.554617578002058
60,7.5,0.524207802219895
60,8,0.489887280027434
60,8.5,0.451959611804183
60,9,0.410956050796643
60,9.5,0.367660642961668
60,10,0.323101051362024
61,0,0.307647641928603
61,0.5,0.374890508453452
61,1,0.433836429382441
61,1.5,0.481443716507799
61,2,0.516017239374894
61,2.5,0.536847628309136
61,3,0.543749817810375
61,3.5,0.536705624391029
61,4,0.515733835960083
61,4.5,0.481022739579225
61,5,0.43328939953476
61,5.5,0.374241193060187
61,6,0.306934543610737
61,6.5,0.235883658245702
61,7,0.166929958367721
61,7.5,0.106640724339015
61,8,0.060477026294723
61,8.5,0.0301836995134191
61,9,0.0132485249488345
61,9.5,0.0051566051444206
61,10,0.00180693665041991
62,0,0.296307933859355
62,0.5,0.231131423482989
62,1,0.181620895534979
62,1.5,0.145314039147609
62,2,0.119427172706226
62,2.5,0.101495771839765
62,3,0.0896181000896613
62,3.5,0.0824722139302645
62,4,0.0792491583147523
62,4.5,0.0795827467836004
62,5,0.0835108867293003
62,5.5,0.0914797756009109
62,6,0.104389937343392
62,6.5,0.123669527079032
62,7,0.151333189312081
62,7.5,0.189934814338595
62,8,0.242260698401784
62,8.5,0.310600471669208
62,9,0.395593835085622
62,9.5,0.494997875554237
62,10,0.602966768479298
63,0,0.366121257203572
63,0.5,0.295031712388479
63,1,0.237894413868384
63,1.5,0.19357696316089
63,2,0.160130609042629
63,2.5,0.135466694852253
63,3,0.117734059879626
63,3.5,0.10546675151668
63,4,0.0976018069889794
63,4.5,0.0934442515254026
63,5,0.0926244276920741
63,5.5,0.0950693565806606
63,6,0.100996616514136
63,6.5,0.110932141950165
63,7,0.125747491213421
63,7.5,0.146702623430966
63,8,0.175462299946295
63,8.5,0.21402563724287
63,9,0.264477176035097
63,9.5,0.328464615122729
63,10,0.406384981417296
64,0,0.0214776172878043
64,0.5,0.047399623932157
64,1,0.0924811239860709
64,1.5,0.158491897927104
64,2,0.240181388539565
64,2.5,0.327471720604491
64,3,0.409999617620898
64,3.5,0.48017369562259
64,4,0.533958910102107
64,4.5,0.570092493015369
64,5,0.58872169689297
64,5.5,0.59025111306905
64,6,0.574724050469698
64,6.5,0.541772042994448
64,7,0.491130192476091
64,7.5,0.42370517815146
64,8,0.34294515016993
64,8.5,0.255801408773654
64,9,0.172293757371043
64,9.5,0.10287685683255
64,10,0.0539656836990899
65,0,0.398438455569008
65,0.5,0.330160427440213
65,1,0.275514649682254
65,1.5,0.233810467266754
65,2,0.203593886192862
65,2.5,0.183245622086751
65,3,0.171393758252614
65,3.5,0.167134866920723
65,4,0.170125922450281
65,4.5,0.180608838387224
65,5,0.199393742276876
65,5.5,0.227782456970998
65,6,0.26737501541909
65,6.5,0.319692776261758
65,7,0.38560697351757
65,7.5,0.464675708289699
65,8,0.554550998045212
65,8.5,0.650542556323063
65,9,0.745482246007304
65,9.5,0.830498857612282
65,10,0.897607617211379
66,0,0.961205004890971
66,0.5,0.943130988596315
66,1,0.92059545988317
66,1.5,0.894303220548526
66,2,0.865608434824107
66,2.5,0.836318133043842
66,3,0.808405242501253
66,3.5,0.783735031651224
66,4,0.763874225653988
66,4.5,0.749998376465912
66,5,0.742873610541198
66,5.5,0.742873857654474
66,6,0.749999105075114
66,6.5,0.763875396825144
66,7,0.783736578703558
66,7.5,0.808407070587776
66,8,0.836320122550017
66,8.5,0.86561045101423
66,9,0.894305130016542
66,9.5,0.92059715091379
66,10,0.943132389009878
67,0,0.789304731982582
67,0.5,0.748788877747152
67,1,0.709847412838609
67,1.5,0.674359311541261
67,2,0.643816341972708
67,2.5,0.619283982486436
67,3,0.60145007362851
67,3.5,0.590713311420366
67,4,0.587270874434367
67,4.5,0.591179028513592
67,5,0.602373635028475
67,5.5,0.620646906132728
67,6,0.645584579421553
67,6.5,0.676477301974179
67,7,0.712233315847901
67,7.5,0.75133395806595
67,8,0.791879762396821
67,8.5,0.831759381186689
67,9,0.86892883669356
67,9.5,0.901729076208912
67,10,0.929133074056583
68,0,0.106735953611478
68,0.5,0.124584075602575
68,1,0.144081931977001
68,1.5,0.165104323060757
68,2,0.187474835504405
68,2.5,0.210971795713339
68,3,0.235337348036964
68,3.5,0.260288768812326
68,4,0.285530885425706
68,4.5,0.310768415956263
68,5,0.335717171300799
68,5.5,0.360113321346055
68,6,0.38372025313595
68,6.5,0.406332875653998
68,7,0.427779501831143
68,7.5,0.447921635175608
68,8,0.466652099254451
68,8.5,0.483891982601238
68,9,0.499586847956354
68,9.5,0.513702594114705
68,10,0.526221280193536
69,0,0.599091653518233
69,0.5,0.509464781228234
69,1,0.431876498073966
69,1.5,0.368994538686315
69,2,0.32101762875414
69,2.5,0.286826083848206
69,3,0.264930669913327
69,3.5,0.254076828737208
69,4,0.253557428789906
69,4.5,0.2633372411355
69,5,0.284058308467484
69,5.5,0.316929782537204
69,6,0.363438947668999
69,6.5,0.424780932095007
69,7,0.500943067947199
69,7.5,0.589559147502423
69,8,0.684978644148709
69,8.5,0.778326772403627
69,9,0.859388281399876
69,9.5,0.920431660417714
69,10,0.959793348471343
70,0,0.11975084631791
70,0.5,0.0927503545663304
70,1,0.0738565080458265
70,1.5,0.0607315309179815
70,2,0.05172402005307
70,2.5,0.0457173926804265
70,3,0.0419884520691401
70,3.5,0.0401018638211811
70,4,0.0398424823669747
70,4.5,0.0411810303016368
70,5,0.044269392215717
70,5.5,0.0494649397693978
70,6,0.0573867211585505
70,6.5,0.0690082386691241
70,7,0.0857882676411006
70,7.5,0.109824585722037
70,8,0.143970850559203
70,8.5,0.19176794841977
70,9,0.256918078149025
70,9.5,0.341974082074928
70,10,0.446185496717505
71,0,0.107363633469332
71,0.5,0.0848355935340469
71,1,0.0686940837327786
71,1.5,0.0571778001105669
71,2,0.0490264952929027
71,2.5,0.0433668598839557
71,3,0.0396118282122366
71,3.5,0.0373848652896015
71,4,0.036468862552075
71,4.5,0.036776052566018
71,5,0.0383357636353686
71,5.5,0.0412985156647596
71,6,0.0459569711760317
71,6.5,0.0527861687147395
71,7,0.0625066848623685
71,7.5,0.0761733806161369
71,8,0.095285630190613
71,8.5,0.121895479244625
71,9,0.158648034305772
71,9.5,0.208618058964923
71,10,0.274731683563027
72,0,0.398270581651322
72,0.5,0.317816544920596
72,1,0.256882529817202
72,1.5,0.215315279051321
72,2,0.190684396419732
72,2.5,0.180582850128776
72,3,0.183814394573824
72,3.5,0.200774780050353
72,4,0.23333848072976
72,4.5,0.284140300932253
72,5,0.354845143956488
72,5.5,0.443488547565282
72,6,0.54280599415578
72,6.5,0.643089084341063
72,7,0.739049858255487
72,7.5,0.829971489327107
72,8,0.909381992279258
72,8.5,0.964269485663788
72,9,0.990128829895474
72,9.5,0.997942754204777
72,10,0.999641607343715
73,0,0.336139205400584
73,0.5,0.351936326202
73,1,0.365198681397895
73,1.5,0.375772038733437
73,2,0.383547197653683
73,2.5,0.388451868991708
73,3,0.390444007863675
73,3.5,0.389507330557871
73,4,0.385649436120902
73,4.5,0.378902693587171
73,5,0.369327819920581
73,5.5,0.357019826389739
73,6,0.342115721087964
73,6.5,0.324803009046084
73,7,0.30532764712265
73,7.5,0.283999751433767
73,8,0.261195132758388
73,8.5,0.237350798659925
73,9,0.212953054243153
73,9.5,0.188517828144628
73,10,0.164564268367797
74,0,0.250203784103106
74,0.5,0.25159103585735
74,1,0.254117530904382
74,1.5,0.257804761299508
74,2,0.262683547631481
74,2.5,0.268793654270137
74,3,0.276183206271813
74,3.5,0.284907843312871
74,4,0.29502953074812
74,4.5,0.306614934272291
74,5,0.319733254711089
74,5.5,0.334453416145349
74,6,0.35084050787236
74,6.5,0.36895140357464
74,7,0.388829525019436
74,7.5,0.410498787972116
74,8,0.43395686859764
74,8.5,0.459168059932981
74,9,0.486056144923954
74,9.5,0.51449788195351
74,10,0.54431785784805
75,0,0.519552891253896
75,0.5,0.522995579396634
75,1,0.525022702252748
75,1.5,0.525635735001591
75,2,0.524835168922723
75,2.5,0.522620366637489
75,3,0.518989751174586
75,3.5,0.513941330018383
75,4,0.507473556621277
75,4.5,0.499586531137619
75,5,0.490283538040555
75,5.5,0.479572909504414
75,6,0.467470188774669
75,6.5,0.454000546293103
75,7,0.439201372748433
75,7.5,0.42312493806127
75,8,0.405840965517806
75,8.5,0.387438929519517
75,9,0.368029849385419
75,9.5,0.34774732788024
75,10,0.326747580430913
76,0,0.322354588115021
76,0.5,0.312805615506696
76,1,0.305374239027549
76,1.5,0.29998549872973
76,2,0.296582196505604
76,2.5,0.295127004102427
76,3,0.295603680240103
76,3.5,0.298017563436635
76,4,0.302395412410485
76,4.5,0.308784570482723
76,5,0.317251335140969
76,5.5,0.327878320315985
76,6,0.340760511353291
76,6.5,0.355999641008869
76,7,0.373696477060907
76,7.5,0.393940636617975
76,8,0.416797667908903
76,8.5,0.442293413181156
76,9,0.470396128122052
76,9.5,0.500997500391217
76,10,0.533894541846269
77,0,0.52171065169141
77,0.5,0.471787365717234
77,1,0.42763406332423
77,1.5,0.389659897536084
77,2,0.357860114759374
77,2.5,0.331975403314381
77,3,0.311626892350958
77,3.5,0.296415478240798
77,4,0.285987588512312
77,4.5,0.28007496541932
77,5,0.278516571698118
77,5.5,0.281268917179266
77,6,0.288408519043037
77,6.5,0.300127482204993
77,7,0.316720459095997
77,7.5,0.33855853262116
77,8,0.36604310090005
77,8.5,0.399531479938098
77,9,0.439227525618492
77,9.5,0.485037974145393
77,10,0.536411169789063
78,0,0.514459677136661
78,0.5,0.537887826886741
78,1,0.556805676098365
78,1.5,0.571245666626846
78,2,0.581274318327559
78,2.5,0.586958989117564
78,3,0.58834551102206
78,3.5,0.585445898281082
78,4,0.578235399095397
78,4.5,0.566658684373999
78,5,0.55064559277757
78,5.5,0.530137257232397
78,6,0.505123264431631
78,6.5,0.47568933620036
78,7,0.442072497332278
78,7.5,0.40471671974196
78,8,0.364317207576019
78,8.5,0.321837498147338
78,9,0.278483154257141
78,9.5,0.235621894842625
78,10,0.19465354769914
79,0,0.327600850238624
79,0.5,0.327450393741646
79,1,0.327304654045239
79,1.5,0.327163627982469
79,2,0.327027312484982
79,2.5,0.326895704583316
79,3,0.326768801407203
79,3.5,0.326646600185867
79,4,0.3265290982483
79,4.5,0.326416293023533
79,5,0.326308182040898
79,5.5,0.326204762930273
79,6,0.32610603342232
79,6.5,0.326011991348716
79,7,0.325922634642366
79,7.5,0.325837961337606
79,8,0.325757969570406
79,8.5,0.325682657578548
79,9,0.325612023701801
79,9.5,0.325546066382088
79,10,0.325484784163637
80,0,0.308568124618806
80,0.5,0.30661548224163
80,1,0.306261136934102
80,1.5,0.307502042658536
80,2,0.310348830725527
80,2.5,0.314825509863379
80,3,0.320968749513785
80,3.5,0.328826673771045
80,4,0.338457054483684
80,4.5,0.349924757279286
80,5,0.363298268073079
80,5.5,0.378645117085594
80,6,0.396026032803983
80,6.5,0.415487713029579
80,7,0.43705420935167
80,7.5,0.460717099020099
80,8,0.486424871395658
80,8.5,0.514072277124826
80,9,0.543490744579644
80,9.5,0.574441295247728
80,10,0.606611590031033
81,0,0.474220953840968
81,0.5,0.460220481550295
81,1,0.449575187652135
81,1.5,0.442258768410654
81,2,0.438244569456954
81,2.5,0.437515009738602
81,3,0.440066669588302
81,3.5,0.44591120809956
81,4,0.455072144431064
81,4.5,0.467577388106593
81,5,0.483447320817393
81,5.5,0.502678308265554
81,6,0.525221853142583
81,6.5,0.550960278612767
81,7,0.579680896713832
81,7.5,0.61105199454813
81,8,0.64460539639092
81,8.5,0.679731323403935
81,9,0.715691078345323
81,9.5,0.751651075612348
81,10,0.786737707011104
82,0,0.366436094098861
82,0.5,0.349192860670877
82,1,0.335420419670998
82,1.5,0.324960321840864
82,2,0.317675502242348
82,2.5,0.313462223661281
82,3,0.312257458377009
82,3.5,0.314042781824228
82,4,0.318845433524374
82,4.5,0.326736736500471
82,5,0.337827592385058
82,5.5,0.352260310537896
82,6,0.370195627296238
82,6.5,0.391793512178146
82,7,0.417186397323447
82,7.5,0.446444040391599
82,8,0.47953062421672
82,8.5,0.516257131947631
82,9,0.556235454807203
82,9.5,0.598844444888927
82,10,0.643220756297972
83,0,0.446307300761709
83,0.5,0.418402576552265
83,1,0.393788074092683
83,1.5,0.372421869630569
83,2,0.354207583333409
83,2.5,0.339019772895933
83,3,0.326724140702037
83,3.5,0.317192759896917
83,4,0.31031500093786
83,4.5,0.306004992825714
83,5,0.304206403013827
83,5.5,0.304895158559557
83,6,0.308080517037363
83,6.5,0.31380466099852
83,7,0.32214074922384
83,7.5,0.333189119502913
83,8,0.347071111709713
83,8.5,0.363919789611998
83,9,0.383866730780504
83,9.5,0.407024102713803
83,10,0.433461559164822
84,0,0.46315615745541
84,0.5,0.459184527948693
84,1,0.455943893445014
84,1.5,0.453432152004909
84,2,0.45164746542616
84,2.5,0.45058841683575
84,3,0.450254121998298
84,3.5,0.450644295084748
84,4,0.451759269386989
84,4.5,0.45359997313857
84,5,0.456167860254889
84,5.5,0.459464795484292
84,6,0.463492893210559
84,6.5,0.468254309015475
84,7,0.473750983147832
84,7.5,0.479984335304862
84,8,0.486954910668102
84,8.5,0.494661978001371
84,9,0.503103081864439
84,9.5,0.512273552662531
84,10,0.522165980365064
85,0,0.112066215034633
85,0.5,0.160299534847875
85,1,0.213537402084155
85,1.5,0.266883067914526
85,2,0.315650827628172
85,2.5,0.356227356395202
85,3,0.386275743654139
85,3.5,0.404509313629279
85,4,0.410341233596324
85,4.5,0.403615356728729
85,5,0.384513123510584
85,5.5,0.353660658673109
85,6,0.31240794620648
85,6.5,0.263178666550988
85,7,0.209676450956254
85,7.5,0.156638584656651
85,8,0.108928239304971
85,8.5,0.0702001938059948
85,9,0.0418894317661984
85,9.5,0.0231948214435939
85,10,0.0119638687739444
86,0,0.5327355872019
86,0.5,0.506916692392551
86,1,0.486996202290377
86,1.5,0.473032010070518
86,2,0.465012419321628
86,2.5,0.462911214264069
86,3,0.466719176686105
86,3.5,0.476452294838112
86,4,0.492136868880953
86,4.5,0.513771184902566
86,5,0.541263789950097
86,5.5,0.574351044681909
86,6,0.612502736245119
86,6.5,0.654834287487235
86,7,0.700055271597186
86,7.5,0.746490524587225
86,8,0.792203018227393
86,8.5,0.835219774524067
86,9,0.873817785343374
86,9.5,0.906787501681261
86,10,0.933585850901842
87,0,0.548140989102413
87,0.5,0.470034151400085
87,1,0.399266351621549
87,1.5,0.337811179444794
87,2,0.286240333048209
87,2.5,0.244136928270246
87,3,0.210534710614034
87,3.5,0.184265008529238
87,4,0.16418219610784
87,4.5,0.149286071380056
87,5,0.13877407694445
87,5.5,0.132053616275047
87,6,0.128736385143618
87,6.5,0.128628423717393
87,7,0.131723396581542
87,7.5,0.138202354086459
87,8,0.148440075386305
87,8.5,0.163014977584841
87,9,0.182715427521487
87,9.5,0.208529242403967
87,10,0.241595059827145
88,0,0.158451357723152
88,0.5,0.214606367469893
88,1,0.274411558144103
88,1.5,0.333236586107336
88,2,0.386975590631731
88,2.5,0.432664543730474
88,3,0.46854904342671
88,3.5,0.493805869889247
88,4,0.508164083253615
88,4.5,0.511585689515607
88,5,0.504074126025981
88,5.5,0.4856281610995
88,6,0.456342940650519
88,6.5,0.416653118270801
88,7,0.367686638830293
88,7.5,0.311630474614925
88,8,0.251910458496774
88,8.5,0.192932158618584
88,9,0.139256131456869
88,9.5,0.0944436288927021
88,10,0.0601625383717726
89,0,0.233611588892977
89,0.5,0.335328375551639
89,1,0.435190667398206
89,1.5,0.523343986841193
89,2,0.594190571950593
89,2.5,0.645992987602986
89,3,0.679332126503829
89,3.5,0.695498287235986
89,4,0.695389732750629
89,4.5,0.678999824925877
89,5,0.645420369883438
89,5.5,0.593361931634241
89,6,0.522263382983561
89,6.5,0.433905176939798
89,7,0.333943637980056
89,7.5,0.232284809639681
89,8,0.141537005222662
89,8.5,0.0731446388868967
89,9,0.0314809887571137
89,9.5,0.0113972040762037
89,10,0.00357374878282865
90,0,0.580835803990461
90,0.5,0.47950683331723
90,1,0.392585844064683
90,1.5,0.323401940801837
90,2,0.271904828644821
90,2.5,0.236310914398356
90,3,0.214463671711473
90,3.5,0.204654878428751
90,4,0.206021467125829
90,4.5,0.218687258888453
90,5,0.243744759339197
90,5.5,0.283063099555694
90,6,0.338803334877647
90,6.5,0.412467250940637
90,7,0.503419999551763
90,7.5,0.607285716462099
90,8,0.71520892776575
90,8.5,0.815103332175991
90,9,0.895210526459683
90,9.5,0.9490350900455
90,10,0.978832695637284
91,0,0.707560316746832
91,0.5,0.678721249037456
91,1,0.652670140615581
91,1.5,0.629989561444341
91,2,0.611106606450218
91,2.5,0.596315285051399
91,3,0.585804855565314
91,3.5,0.579687226154093
91,4,0.578018749517253
91,4.5,0.580813663577304
91,5,0.588047843224837
91,5.5,0.599652535811582
91,6,0.61549863777719
91,6.5,0.635373157491875
91,7,0.658951051804595
91,7.5,0.685767658733007
91,8,0.715199132418795
91,8.5,0.746459766214969
91,9,0.778624582004099
91,9.5,0.81068183476162
91,10,0.841612855048042
92,0,0.0584442517360597
92,0.5,0.0589593431572988
92,1,0.0601331530094238
92,1.5,0.0620014378439892
92,2,0.0646215319847026
92,2.5,0.0680746218666735
92,3,0.0724688774753618
92,3.5,0.0779434456380715
92,4,0.0846732534233453
92,4.5,0.0928744558239159
92,5,0.102810159897513
92,5.5,0.114795728866439
92,6,0.129202472305277
92,6.5,0.146457832688198
92,7,0.167039300772841
92,7.5,0.191458357088749
92,8,0.220230067299746
92,8.5,0.253824170370239
92,9,0.292595504045174
92,9.5,0.336696367688839
92,10,0.385981200312995
93,0,0.337276096423744
93,0.5,0.273414763436737
93,1,0.226009121004002
93,1.5,0.192891801128489
93,2,0.171611012689722
93,2.5,0.160188652757331
93,3,0.157440961588491
93,3.5,0.163071265518796
93,4,0.177682612952441
93,4.5,0.202747715784717
93,5,0.240460080578962
93,5.5,0.2932869149212
93,6,0.363028029564859
93,6.5,0.449436228926981
93,7,0.549081045370262
93,7.5,0.655562951209602
93,8,0.760687893469817
93,8.5,0.854088102046175
93,9,0.924215112236776
93,9.5,0.966450192750181
93,10,0.986998079202116
94,0,0.0403265781867979
94,0.5,0.047289650347047
94,1,0.0545843340978757
94,1.5,0.0620272097300137
94,2,0.0694080089028995
94,2.5,0.0765000954811447
94,3,0.0830724064015589
94,3.5,0.0889017679598133
94,4,0.093784594907427
94,4.5,0.0975471990267626
94,5,0.100054204499553
94,5.5,0.101214816319902
94,6,0.10098686513455
94,6.5,0.099378639494519
94,7,0.0964485281049835
94,7.5,0.0923024667484785
94,8,0.087089164618908
94,8.5,0.0809931181537713
94,9,0.0742255372633517
94,9.5,0.067013513075311
94,10,0.0595880192871242
95,0,0.876349659288518
95,0.5,0.861543366620531
95,1,0.847719532454952
95,1.5,0.835377770729829
95,2,0.82496265418873
95,2.5,0.816844500303199
95,3,0.811307115349291
95,3.5,0.808541032191227
95,4,0.808640382340605
95,4.5,0.811601797556995
95,5,0.817324443882874
95,5.5,0.825611221392382
95,6,0.836172085397025
95,6.5,0.848631128527919
95,7,0.862539278554015
95,7.5,0.877394022002928
95,8,0.892666387377981
95,8.5,0.907833668137403
95,9,0.922414470930662
95,9.5,0.936001283564726
95,10,0.948285488535367
96,0,0.799015433325602
96,0.5,0.836359893727713
96,1,0.865803490440663
96,1.5,0.888744559252637
96,2,0.906471337751965
96,2.5,0.920080338097427
96,3,0.930457230917664
96,3.5,0.938291259625322
96,4,0.944103199147189
96,4.5,0.948275313204859
96,5,0.951077697511806
96,5.5,0.952688865435235
96,6,0.953210142012104
96,6.5,0.952674080979455
96,7,0.951047203619043
96,7.5,0.948227182328893
96,8,0.944034342707051
96,8.5,0.938197184201704
96,9,0.930331708919446
96,9.5,0.919915007797118
96,10,0.9062552819802
97,0,0.218747091373701
97,0.5,0.227180267798648
97,1,0.235956491351435
97,1.5,0.245083319500506
97,2,0.254567614468539
97,2.5,0.264415422988487
97,3,0.274631849428354
97,3.5,0.285220923198375
97,4,0.29618546162105
97,4.5,0.307526929730079
97,5,0.319245298763412
97,5.5,0.33133890542112
97,6,0.343804314261424
97,6.5,0.356636185897336
97,7,0.369827153919261
97,7.5,0.383367713691454
97,8,0.39724612633753
97,8.5,0.41144834132635
97,9,0.425957941079331
97,9.5,0.440756110928897
97,10,0.455821637553127
98,0,0.188183001816626
98,0.5,0.217115708568693
98,1,0.245489192139776
98,1.5,0.27238140010153
98,2,0.296971160337028
98,2.5,0.318573822163739
98,3,0.336652453865712
98,3.5,0.350810502291625
98,4,0.36077382797597
98,4.5,0.366369682990375
98,5,0.367508574165086
98,5.5,0.364172960903268
98,6,0.356414861755539
98,6.5,0.344362776379958
98,7,0.328236716587326
98,7.5,0.308368379083792
98,8,0.285221526202439
98,8.5,0.259405739696826
98,9,0.231675582050362
98,9.5,0.202907885629976
98,10,0.174053342525386
99,0,0.540397945891333
99,0.5,0.496639646593657
99,1,0.459993538352374
99,1.5,0.43074098561539
99,2,0.40884577369783
99,2.5,0.394127573086956
99,3,0.386391637722024
99,3.5,0.38551209198259
99,4,0.39147360476212
99,4.5,0.404376016548798
99,5,0.424402524337756
99,5.5,0.451747665644774
99,6,0.486499796710952
99,6.5,0.528477829665815
99,7,0.577037567183453
99,7.5,0.630890054679706
99,8,0.688005512555655
99,8.5,0.745691196637062
99,9,0.800901515697483
99,9.5,0.850749219411892
99,10,0.893067349433075
100,0,0.301936403734696
100,0.5,0.319045225311908
100,1,0.333916934922723
100,1.5,0.346341598412469
100,2,0.356160970710448
100,2.5,0.363261555940088
100,3,0.367567847698384
100,3.5,0.369036791917971
100,4,0.367654180390322
100,4.5,0.363433379526991
100,5,0.356416527452995
100,5.5,0.346678074232499
100,6,0.334330269287577
100,6.5,0.319529897655516
100,7,0.302485233027316
100,7.5,0.283461842846133
100,8,0.262785621367688
100,8.5,0.240841349798547
100,9,0.218065313172639
100,9.5,0.194931136993337
100,10,0.171929048083717
101,0,0.228396542824906
101,0.5,0.261259774263199
101,1,0.292619190218766
101,1.5,0.321459560273957
101,2,0.346951472914202
101,2.5,0.36846398049982
101,3,0.385548885691923
101,3.5,0.397909429081167
101,4,0.405365090673221
101,4.5,0.407821227199275
101,5,0.405249038973394
101,5.5,0.397678715746279
101,6,0.385206611705526
101,6.5,0.368015558171158
101,7,0.346405411598816
101,7.5,0.32082827368227
101,8,0.29191958488351
101,8.5,0.260513324528596
101,9,0.227628573994316
101,9.5,0.194417874161456
101,10,0.16207645038839
102,0,0.313474583229377
102,0.5,0.314620225955605
102,1,0.318522146247167
102,1.5,0.325228765226597
102,2,0.334819112110993
102,2.5,0.347396865662558
102,3,0.363081118863794
102,3.5,0.381993185134061
102,4,0.404238833712412
102,4.5,0.429885677032245
102,5,0.458936118660041
102,5.5,0.491297338502597
102,6,0.52675115792036
102,6.5,0.564928038798117
102,7,0.605290519948786
102,7.5,0.647131636833169
102,8,0.68959301539844
102,8.5,0.73170535444548
102,9,0.772451033578929
102,9.5,0.810844607664813
102,10,0.846021958175315
103,0,0.274326481623461
