"hash","LR","pred_multi100"
"2205bfaa12ababcc2abb1d3b52f6645f",7.5,0.666526
"2205bfaa12ababcc2abb1d3b52f6645f",8,0.775755
"2205bfaa12ababcc2abb1d3b52f6645f",8.5,0.86861
"2205bfaa12ababcc2abb1d3b52f6645f",9,0.934682
"2205bfaa12ababcc2abb1d3b52f6645f",9.5,0.972694
"2205bfaa12ababcc2abb1d3b52f6645f",10,0.990527
"0550965e9ccdcd96dc30195526b22726",0,0.649133
"0550965e9ccdcd96dc30195526b22726",0.5,0.60855
"0550965e9ccdcd96dc30195526b22726",1,0.576507
"0550965e9ccdcd96dc30195526b22726",1.5,0.553977
"0550965e9ccdcd96dc30195526b22726",2,0.541471
"0550965e9ccdcd96dc30195526b22726",2.5,0.539204
"0550965e9ccdcd96dc30195526b22726",3,0.547211
"0550965e9ccdcd96dc30195526b22726",3.5,0.565364
"0550965e9ccdcd96dc30195526b22726",4,0.593302
"0550965e9ccdcd96dc30195526b22726",4.5,0.630278
"0550965e9ccdcd96dc30195526b22726",5,0.674979
"0550965e9ccdcd96dc30195526b22726",5.5,0.725374
"0550965e9ccdcd96dc30195526b22726",6,0.778659
"0550965e9ccdcd96dc30195526b22726",6.5,0.831354
"0550965e9ccdcd96dc30195526b22726",7,0.879664
"0550965e9ccdcd96dc30195526b22726",7.5,0.920213
"0550965e9ccdcd96dc30195526b22726",8,0.951039
"0550965e9ccdcd96dc30195526b22726",8.5,0.972169
"0550965e9ccdcd96dc30195526b22726",9,0.985279
"0550965e9ccdcd96dc30195526b22726",9.5,0.992711
"0550965e9ccdcd96dc30195526b22726",10,0.996604
"42125966ddd426226b1e67a8143434e3",0,0.456221
"42125966ddd426226b1e67a8143434e3",0.5,0.523051
"42125966ddd426226b1e67a8143434e3",1,0.581747
"42125966ddd426226b1e67a8143434e3",1.5,0.631234
"42125966ddd426226b1e67a8143434e3",2,0.67148
"42125966ddd426226b1e67a8143434e3",2.5,0.70307
"42125966ddd426226b1e67a8143434e3",3,0.726832
"42125966ddd426226b1e67a8143434e3",3.5,0.743592
"42125966ddd426226b1e67a8143434e3",4,0.754027
"42125966ddd426226b1e67a8143434e3",4.5,0.758597
"42125966ddd426226b1e67a8143434e3",5,0.757513
"42125966ddd426226b1e67a8143434e3",5.5,0.750724
"42125966ddd426226b1e67a8143434e3",6,0.737922
"42125966ddd426226b1e67a8143434e3",6.5,0.718558
"42125966ddd426226b1e67a8143434e3",7,0.691886
"42125966ddd426226b1e67a8143434e3",7.5,0.657055
"42125966ddd426226b1e67a8143434e3",8,0.613297
"42125966ddd426226b1e67a8143434e3",8.5,0.560215
"42125966ddd426226b1e67a8143434e3",9,0.498189
"42125966ddd426226b1e67a8143434e3",9.5,0.428807
"42125966ddd426226b1e67a8143434e3",10,0.355112
"631e1d59bdbc08c1e50aa80ad137e5b6",0,0.681438
"631e1d59bdbc08c1e50aa80ad137e5b6",0.5,0.652322
"631e1d59bdbc08c1e50aa80ad137e5b6",1,0.627312
"631e1d59bdbc08c1e50aa80ad137e5b6",1.5,0.606951
"631e1d59bdbc08c1e50aa80ad137e5b6",2,0.591596
"631e1d59bdbc08c1e50aa80ad137e5b6",2.5,0.581462
"631e1d59bdbc08c1e50aa80ad137e5b6",3,0.576665
"631e1d59bdbc08c1e50aa80ad137e5b6",3.5,0.577253
"631e1d59bdbc08c1e50aa80ad137e5b6",4,0.58322
"631e1d59bdbc08c1e50aa80ad137e5b6",4.5,0.594505
"631e1d59bdbc08c1e50aa80ad137e5b6",5,0.610974
"631e1d59bdbc08c1e50aa80ad137e5b6",5.5,0.632385
"631e1d59bdbc08c1e50aa80ad137e5b6",6,0.658344
"631e1d59bdbc08c1e50aa80ad137e5b6",6.5,0.688261
"631e1d59bdbc08c1e50aa80ad137e5b6",7,0.72131
"631e1d59bdbc08c1e50aa80ad137e5b6",7.5,0.756425
"631e1d59bdbc08c1e50aa80ad137e5b6",8,0.792334
"631e1d59bdbc08c1e50aa80ad137e5b6",8.5,0.827651
"631e1d59bdbc08c1e50aa80ad137e5b6",9,0.861012
"631e1d59bdbc08c1e50aa80ad137e5b6",9.5,0.891241
"631e1d59bdbc08c1e50aa80ad137e5b6",10,0.917493
"299b4e5f58a6bb6859e3bbad9cf89b88",0,0.735559
"299b4e5f58a6bb6859e3bbad9cf89b88",0.5,0.758426
"299b4e5f58a6bb6859e3bbad9cf89b88",1,0.772537
"299b4e5f58a6bb6859e3bbad9cf89b88",1.5,0.778424
"299b4e5f58a6bb6859e3bbad9cf89b88",2,0.776354
"299b4e5f58a6bb6859e3bbad9cf89b88",2.5,0.766229
"299b4e5f58a6bb6859e3bbad9cf89b88",3,0.747624
"299b4e5f58a6bb6859e3bbad9cf89b88",3.5,0.719955
"299b4e5f58a6bb6859e3bbad9cf89b88",4,0.682822
"299b4e5f58a6bb6859e3bbad9cf89b88",4.5,0.636531
"299b4e5f58a6bb6859e3bbad9cf89b88",5,0.582599
"299b4e5f58a6bb6859e3bbad9cf89b88",5.5,0.523799
"299b4e5f58a6bb6859e3bbad9cf89b88",6,0.463273
"299b4e5f58a6bb6859e3bbad9cf89b88",6.5,0.402947
"299b4e5f58a6bb6859e3bbad9cf89b88",7,0.342491
"299b4e5f58a6bb6859e3bbad9cf89b88",7.5,0.280084
"299b4e5f58a6bb6859e3bbad9cf89b88",8,0.214936
"299b4e5f58a6bb6859e3bbad9cf89b88",8.5,0.149872
"299b4e5f58a6bb6859e3bbad9cf89b88",9,0.091614
"299b4e5f58a6bb6859e3bbad9cf89b88",9.5,0.0476
"299b4e5f58a6bb6859e3bbad9cf89b88",10,0.020824
"403ab69848c1e8b2b940c23625f291b2",0,0.272122
"403ab69848c1e8b2b940c23625f291b2",0.5,0.243739
"403ab69848c1e8b2b940c23625f291b2",1,0.218818
"403ab69848c1e8b2b940c23625f291b2",1.5,0.197111
"403ab69848c1e8b2b940c23625f291b2",2,0.178334
"403ab69848c1e8b2b940c23625f291b2",2.5,0.16219
"403ab69848c1e8b2b940c23625f291b2",3,0.148388
"403ab69848c1e8b2b940c23625f291b2",3.5,0.136657
"403ab69848c1e8b2b940c23625f291b2",4,0.126751
"403ab69848c1e8b2b940c23625f291b2",4.5,0.118454
"403ab69848c1e8b2b940c23625f291b2",5,0.11158
"403ab69848c1e8b2b940c23625f291b2",5.5,0.105971
"403ab69848c1e8b2b940c23625f291b2",6,0.101497
"403ab69848c1e8b2b940c23625f291b2",6.5,0.098054
"403ab69848c1e8b2b940c23625f291b2",7,0.095563
"403ab69848c1e8b2b940c23625f291b2",7.5,0.093965
"403ab69848c1e8b2b940c23625f291b2",8,0.093222
"403ab69848c1e8b2b940c23625f291b2",8.5,0.093318
"403ab69848c1e8b2b940c23625f291b2",9,0.094255
"403ab69848c1e8b2b940c23625f291b2",9.5,0.096054
"403ab69848c1e8b2b940c23625f291b2",10,0.098758
"471bfebb664da0429df29bc53c1afe5a",0,0.234377
"471bfebb664da0429df29bc53c1afe5a",0.5,0.195254
"471bfebb664da0429df29bc53c1afe5a",1,0.167175
"471bfebb664da0429df29bc53c1afe5a",1.5,0.147993
"471bfebb664da0429df29bc53c1afe5a",2,0.136026
"471bfebb664da0429df29bc53c1afe5a",2.5,0.13015
"471bfebb664da0429df29bc53c1afe5a",3,0.129795
"471bfebb664da0429df29bc53c1afe5a",3.5,0.134927
"471bfebb664da0429df29bc53c1afe5a",4,0.146044
"471bfebb664da0429df29bc53c1afe5a",4.5,0.164196
"471bfebb664da0429df29bc53c1afe5a",5,0.190994
"471bfebb664da0429df29bc53c1afe5a",5.5,0.228538
"471bfebb664da0429df29bc53c1afe5a",6,0.27912
"471bfebb664da0429df29bc53c1afe5a",6.5,0.344571
"471bfebb664da0429df29bc53c1afe5a",7,0.425174
"471bfebb664da0429df29bc53c1afe5a",7.5,0.518497
"471bfebb664da0429df29bc53c1afe5a",8,0.618905
"471bfebb664da0429df29bc53c1afe5a",8.5,0.718422
"471bfebb664da0429df29bc53c1afe5a",9,0.808516
"471bfebb664da0429df29bc53c1afe5a",9.5,0.881907
"471bfebb664da0429df29bc53c1afe5a",10,0.934568
"a80ad82702e6c7526f8e8d9f6a5e0d15",0,0.948826
"a80ad82702e6c7526f8e8d9f6a5e0d15",0.5,0.921036
"a80ad82702e6c7526f8e8d9f6a5e0d15",1,0.886632
"a80ad82702e6c7526f8e8d9f6a5e0d15",1.5,0.848095
"a80ad82702e6c7526f8e8d9f6a5e0d15",2,0.809021
"a80ad82702e6c7526f8e8d9f6a5e0d15",2.5,0.77323
"a80ad82702e6c7526f8e8d9f6a5e0d15",3,0.744001
"a80ad82702e6c7526f8e8d9f6a5e0d15",3.5,0.723715
"a80ad82702e6c7526f8e8d9f6a5e0d15",4,0.713823
"a80ad82702e6c7526f8e8d9f6a5e0d15",4.5,0.714965
"a80ad82702e6c7526f8e8d9f6a5e0d15",5,0.72707
"a80ad82702e6c7526f8e8d9f6a5e0d15",5.5,0.749341
"a80ad82702e6c7526f8e8d9f6a5e0d15",6,0.780144
"a80ad82702e6c7526f8e8d9f6a5e0d15",6.5,0.816904
"a80ad82702e6c7526f8e8d9f6a5e0d15",7,0.856185
"a80ad82702e6c7526f8e8d9f6a5e0d15",7.5,0.894142
"a80ad82702e6c7526f8e8d9f6a5e0d15",8,0.92734
"a80ad82702e6c7526f8e8d9f6a5e0d15",8.5,0.95361
"a80ad82702e6c7526f8e8d9f6a5e0d15",9,0.97245
"a80ad82702e6c7526f8e8d9f6a5e0d15",9.5,0.984752
"a80ad82702e6c7526f8e8d9f6a5e0d15",10,0.992115
"28ee486b75638c016c5023b01b156de2",0,0.16517
"28ee486b75638c016c5023b01b156de2",0.5,0.128785
"28ee486b75638c016c5023b01b156de2",1,0.10231
"28ee486b75638c016c5023b01b156de2",1.5,0.083255
"28ee486b75638c016c5023b01b156de2",2,0.069668
"28ee486b75638c016c5023b01b156de2",2.5,0.060113
"28ee486b75638c016c5023b01b156de2",3,0.053582
"28ee486b75638c016c5023b01b156de2",3.5,0.049398
"28ee486b75638c016c5023b01b156de2",4,0.04714
"28ee486b75638c016c5023b01b156de2",4.5,0.046581
"28ee486b75638c016c5023b01b156de2",5,0.047668
"28ee486b75638c016c5023b01b156de2",5.5,0.050507
"28ee486b75638c016c5023b01b156de2",6,0.055382
"28ee486b75638c016c5023b01b156de2",6.5,0.06279
"28ee486b75638c016c5023b01b156de2",7,0.073503
"28ee486b75638c016c5023b01b156de2",7.5,0.088654
"28ee486b75638c016c5023b01b156de2",8,0.109835
"28ee486b75638c016c5023b01b156de2",8.5,0.139176
"28ee486b75638c016c5023b01b156de2",9,0.179312
"28ee486b75638c016c5023b01b156de2",9.5,0.233118
"28ee486b75638c016c5023b01b156de2",10,0.30301
"ffd5547900c4848e5ec97977d144a3a0",0,0.105035
"ffd5547900c4848e5ec97977d144a3a0",0.5,0.090408
"ffd5547900c4848e5ec97977d144a3a0",1,0.078584
"ffd5547900c4848e5ec97977d144a3a0",1.5,0.069043
"ffd5547900c4848e5ec97977d144a3a0",2,0.06136
"ffd5547900c4848e5ec97977d144a3a0",2.5,0.055192
"ffd5547900c4848e5ec97977d144a3a0",3,0.050267
"ffd5547900c4848e5ec97977d144a3a0",3.5,0.046372
"ffd5547900c4848e5ec97977d144a3a0",4,0.043341
"ffd5547900c4848e5ec97977d144a3a0",4.5,0.04105
"ffd5547900c4848e5ec97977d144a3a0",5,0.039405
"ffd5547900c4848e5ec97977d144a3a0",5.5,0.03834
"ffd5547900c4848e5ec97977d144a3a0",6,0.037815
"ffd5547900c4848e5ec97977d144a3a0",6.5,0.037807
"ffd5547900c4848e5ec97977d144a3a0",7,0.038317
"ffd5547900c4848e5ec97977d144a3a0",7.5,0.039365
"ffd5547900c4848e5ec97977d144a3a0",8,0.040992
"ffd5547900c4848e5ec97977d144a3a0",8.5,0.043263
"ffd5547900c4848e5ec97977d144a3a0",9,0.04627
"ffd5547900c4848e5ec97977d144a3a0",9.5,0.050137
"ffd5547900c4848e5ec97977d144a3a0",10,0.055029
"70fde0a7dd9eaae9b3de8329d3ee3235",0,0.634164
"70fde0a7dd9eaae9b3de8329d3ee3235",0.5,0.522753
"70fde0a7dd9eaae9b3de8329d3ee3235",1,0.42593
"70fde0a7dd9eaae9b3de8329d3ee3235",1.5,0.348836
"70fde0a7dd9eaae9b3de8329d3ee3235",2,0.291771
"70fde0a7dd9eaae9b3de8329d3ee3235",2.5,0.252748
"70fde0a7dd9eaae9b3de8329d3ee3235",3,0.229379
"70fde0a7dd9eaae9b3de8329d3ee3235",3.5,0.219846
"70fde0a7dd9eaae9b3de8329d3ee3235",4,0.223322
"70fde0a7dd9eaae9b3de8329d3ee3235",4.5,0.240114
"70fde0a7dd9eaae9b3de8329d3ee3235",5,0.271614
"70fde0a7dd9eaae9b3de8329d3ee3235",5.5,0.320024
"70fde0a7dd9eaae9b3de8329d3ee3235",6,0.387688
"70fde0a7dd9eaae9b3de8329d3ee3235",6.5,0.475665
"70fde0a7dd9eaae9b3de8329d3ee3235",7,0.581362
"70fde0a7dd9eaae9b3de8329d3ee3235",7.5,0.69622
"70fde0a7dd9eaae9b3de8329d3ee3235",8,0.805598
"70fde0a7dd9eaae9b3de8329d3ee3235",8.5,0.893572
"70fde0a7dd9eaae9b3de8329d3ee3235",9,0.951184
"70fde0a7dd9eaae9b3de8329d3ee3235",9.5,0.981464
"70fde0a7dd9eaae9b3de8329d3ee3235",10,0.994384
"c80c32fdfbe6a060339f6de0278f5401",0,0.306154
"c80c32fdfbe6a060339f6de0278f5401",0.5,0.32491
"c80c32fdfbe6a060339f6de0278f5401",1,0.341734
"c80c32fdfbe6a060339f6de0278f5401",1.5,0.356409
"c80c32fdfbe6a060339f6de0278f5401",2,0.368768
"c80c32fdfbe6a060339f6de0278f5401",2.5,0.378686
"c80c32fdfbe6a060339f6de0278f5401",3,0.386075
"c80c32fdfbe6a060339f6de0278f5401",3.5,0.390874
"c80c32fdfbe6a060339f6de0278f5401",4,0.393046
"c80c32fdfbe6a060339f6de0278f5401",4.5,0.392578
"c80c32fdfbe6a060339f6de0278f5401",5,0.389471
"c80c32fdfbe6a060339f6de0278f5401",5.5,0.383749
"c80c32fdfbe6a060339f6de0278f5401",6,0.375454
"c80c32fdfbe6a060339f6de0278f5401",6.5,0.364658
"c80c32fdfbe6a060339f6de0278f5401",7,0.351462
"c80c32fdfbe6a060339f6de0278f5401",7.5,0.336003
"c80c32fdfbe6a060339f6de0278f5401",8,0.318467
"c80c32fdfbe6a060339f6de0278f5401",8.5,0.299086
"c80c32fdfbe6a060339f6de0278f5401",9,0.278151
"c80c32fdfbe6a060339f6de0278f5401",9.5,0.256
"c80c32fdfbe6a060339f6de0278f5401",10,0.233024
"c7d8fe0391908128c86e149c313eac51",0,0.150584
"c7d8fe0391908128c86e149c313eac51",0.5,0.177479
"c7d8fe0391908128c86e149c313eac51",1,0.205256
"c7d8fe0391908128c86e149c313eac51",1.5,0.233143
"c7d8fe0391908128c86e149c313eac51",2,0.260364
"c7d8fe0391908128c86e149c313eac51",2.5,0.286191
"c7d8fe0391908128c86e149c313eac51",3,0.309982
"c7d8fe0391908128c86e149c313eac51",3.5,0.3312
"c7d8fe0391908128c86e149c313eac51",4,0.349423
"c7d8fe0391908128c86e149c313eac51",4.5,0.364329
"c7d8fe0391908128c86e149c313eac51",5,0.375693
"c7d8fe0391908128c86e149c313eac51",5.5,0.383361
"c7d8fe0391908128c86e149c313eac51",6,0.38724
"c7d8fe0391908128c86e149c313eac51",6.5,0.387288
"c7d8fe0391908128c86e149c313eac51",7,0.383503
"c7d8fe0391908128c86e149c313eac51",7.5,0.375929
"c7d8fe0391908128c86e149c313eac51",8,0.364655
"c7d8fe0391908128c86e149c313eac51",8.5,0.349834
"c7d8fe0391908128c86e149c313eac51",9,0.33169
"c7d8fe0391908128c86e149c313eac51",9.5,0.310541
"c7d8fe0391908128c86e149c313eac51",10,0.286809
"cb4e6dd12f7443594f6218ac02ad3f59",0,0.296427
"cb4e6dd12f7443594f6218ac02ad3f59",0.5,0.299096
"cb4e6dd12f7443594f6218ac02ad3f59",1,0.304028
"cb4e6dd12f7443594f6218ac02ad3f59",1.5,0.311278
"cb4e6dd12f7443594f6218ac02ad3f59",2,0.320919
"cb4e6dd12f7443594f6218ac02ad3f59",2.5,0.333045
"cb4e6dd12f7443594f6218ac02ad3f59",3,0.347757
"cb4e6dd12f7443594f6218ac02ad3f59",3.5,0.365159
"cb4e6dd12f7443594f6218ac02ad3f59",4,0.385347
"cb4e6dd12f7443594f6218ac02ad3f59",4.5,0.408391
"cb4e6dd12f7443594f6218ac02ad3f59",5,0.434324
"cb4e6dd12f7443594f6218ac02ad3f59",5.5,0.463118
"cb4e6dd12f7443594f6218ac02ad3f59",6,0.494669
"cb4e6dd12f7443594f6218ac02ad3f59",6.5,0.528775
"cb4e6dd12f7443594f6218ac02ad3f59",7,0.565123
"cb4e6dd12f7443594f6218ac02ad3f59",7.5,0.603276
"cb4e6dd12f7443594f6218ac02ad3f59",8,0.642671
"cb4e6dd12f7443594f6218ac02ad3f59",8.5,0.682633
"cb4e6dd12f7443594f6218ac02ad3f59",9,0.722392
"cb4e6dd12f7443594f6218ac02ad3f59",9.5,0.761125
"cb4e6dd12f7443594f6218ac02ad3f59",10,0.798011
"cd918dec2b3412a349d8c5ea90d36ce1",0,0.270003
"cd918dec2b3412a349d8c5ea90d36ce1",0.5,0.251709
"cd918dec2b3412a349d8c5ea90d36ce1",1,0.237989
"cd918dec2b3412a349d8c5ea90d36ce1",1.5,0.228438
"cd918dec2b3412a349d8c5ea90d36ce1",2,0.222752
"cd918dec2b3412a349d8c5ea90d36ce1",2.5,0.220743
"cd918dec2b3412a349d8c5ea90d36ce1",3,0.222345
"cd918dec2b3412a349d8c5ea90d36ce1",3.5,0.227611
"cd918dec2b3412a349d8c5ea90d36ce1",4,0.236715
"cd918dec2b3412a349d8c5ea90d36ce1",4.5,0.249948
"cd918dec2b3412a349d8c5ea90d36ce1",5,0.267705
"cd918dec2b3412a349d8c5ea90d36ce1",5.5,0.290468
"cd918dec2b3412a349d8c5ea90d36ce1",6,0.318758
"cd918dec2b3412a349d8c5ea90d36ce1",6.5,0.353071
"cd918dec2b3412a349d8c5ea90d36ce1",7,0.393765
"cd918dec2b3412a349d8c5ea90d36ce1",7.5,0.440922
"cd918dec2b3412a349d8c5ea90d36ce1",8,0.49417
"cd918dec2b3412a349d8c5ea90d36ce1",8.5,0.552532
"cd918dec2b3412a349d8c5ea90d36ce1",9,0.61433
"cd918dec2b3412a349d8c5ea90d36ce1",9.5,0.67724
"cd918dec2b3412a349d8c5ea90d36ce1",10,0.73852
"ac75458cbab6ce95f3aedfc67b26f003",0,0.142005
"ac75458cbab6ce95f3aedfc67b26f003",0.5,0.179734
"ac75458cbab6ce95f3aedfc67b26f003",1,0.220108
"ac75458cbab6ce95f3aedfc67b26f003",1.5,0.261336
"ac75458cbab6ce95f3aedfc67b26f003",2,0.301581
"ac75458cbab6ce95f3aedfc67b26f003",2.5,0.339177
"ac75458cbab6ce95f3aedfc67b26f003",3,0.372768
"ac75458cbab6ce95f3aedfc67b26f003",3.5,0.401356
"ac75458cbab6ce95f3aedfc67b26f003",4,0.424274
"ac75458cbab6ce95f3aedfc67b26f003",4.5,0.441121
"ac75458cbab6ce95f3aedfc67b26f003",5,0.45168
"ac75458cbab6ce95f3aedfc67b26f003",5.5,0.455849
"ac75458cbab6ce95f3aedfc67b26f003",6,0.453596
"ac75458cbab6ce95f3aedfc67b26f003",6.5,0.444937
"ac75458cbab6ce95f3aedfc67b26f003",7,0.429951
"ac75458cbab6ce95f3aedfc67b26f003",7.5,0.408812
"ac75458cbab6ce95f3aedfc67b26f003",8,0.38186
"ac75458cbab6ce95f3aedfc67b26f003",8.5,0.349674
"ac75458cbab6ce95f3aedfc67b26f003",9,0.313147
"ac75458cbab6ce95f3aedfc67b26f003",9.5,0.27353
"ac75458cbab6ce95f3aedfc67b26f003",10,0.232407
"5366b537b3d03dacdd6dce40f7fba523",0,0.373966
"5366b537b3d03dacdd6dce40f7fba523",0.5,0.419986
"5366b537b3d03dacdd6dce40f7fba523",1,0.461321
"5366b537b3d03dacdd6dce40f7fba523",1.5,0.497069
"5366b537b3d03dacdd6dce40f7fba523",2,0.526754
"5366b537b3d03dacdd6dce40f7fba523",2.5,0.550211
"5366b537b3d03dacdd6dce40f7fba523",3,0.567454
"5366b537b3d03dacdd6dce40f7fba523",3.5,0.57858
"5366b537b3d03dacdd6dce40f7fba523",4,0.583689
"5366b537b3d03dacdd6dce40f7fba523",4.5,0.582836
"5366b537b3d03dacdd6dce40f7fba523",5,0.576012
"5366b537b3d03dacdd6dce40f7fba523",5.5,0.563145
"5366b537b3d03dacdd6dce40f7fba523",6,0.544131
"5366b537b3d03dacdd6dce40f7fba523",6.5,0.518886
"5366b537b3d03dacdd6dce40f7fba523",7,0.487436
"5366b537b3d03dacdd6dce40f7fba523",7.5,0.450023
"5366b537b3d03dacdd6dce40f7fba523",8,0.407233
"5366b537b3d03dacdd6dce40f7fba523",8.5,0.360107
"5366b537b3d03dacdd6dce40f7fba523",9,0.310192
"5366b537b3d03dacdd6dce40f7fba523",9.5,0.259488
"5366b537b3d03dacdd6dce40f7fba523",10,0.210249
"fe6413f1e2b8b21e955060386ea3d2f3",0,0.269825
"fe6413f1e2b8b21e955060386ea3d2f3",0.5,0.262805
"fe6413f1e2b8b21e955060386ea3d2f3",1,0.257256
"fe6413f1e2b8b21e955060386ea3d2f3",1.5,0.25312
"fe6413f1e2b8b21e955060386ea3d2f3",2,0.250355
"fe6413f1e2b8b21e955060386ea3d2f3",2.5,0.248934
"fe6413f1e2b8b21e955060386ea3d2f3",3,0.248839
"fe6413f1e2b8b21e955060386ea3d2f3",3.5,0.250071
"fe6413f1e2b8b21e955060386ea3d2f3",4,0.252643
"fe6413f1e2b8b21e955060386ea3d2f3",4.5,0.25658
"fe6413f1e2b8b21e955060386ea3d2f3",5,0.261925
"fe6413f1e2b8b21e955060386ea3d2f3",5.5,0.268731
"fe6413f1e2b8b21e955060386ea3d2f3",6,0.277064
"fe6413f1e2b8b21e955060386ea3d2f3",6.5,0.287001
"fe6413f1e2b8b21e955060386ea3d2f3",7,0.298628
"fe6413f1e2b8b21e955060386ea3d2f3",7.5,0.312038
"fe6413f1e2b8b21e955060386ea3d2f3",8,0.327326
"fe6413f1e2b8b21e955060386ea3d2f3",8.5,0.344586
"fe6413f1e2b8b21e955060386ea3d2f3",9,0.363901
"fe6413f1e2b8b21e955060386ea3d2f3",9.5,0.385338
"fe6413f1e2b8b21e955060386ea3d2f3",10,0.408939
"e9fc75c9481c895152f3eda959f18adb",0,0.41266
"e9fc75c9481c895152f3eda959f18adb",0.5,0.372631
"e9fc75c9481c895152f3eda959f18adb",1,0.339983
"e9fc75c9481c895152f3eda959f18adb",1.5,0.314291
"e9fc75c9481c895152f3eda959f18adb",2,0.295022
"e9fc75c9481c895152f3eda959f18adb",2.5,0.281667
"e9fc75c9481c895152f3eda959f18adb",3,0.27382
"e9fc75c9481c895152f3eda959f18adb",3.5,0.271226
"e9fc75c9481c895152f3eda959f18adb",4,0.273795
"e9fc75c9481c895152f3eda959f18adb",4.5,0.281615
"e9fc75c9481c895152f3eda959f18adb",5,0.294943
"e9fc75c9481c895152f3eda959f18adb",5.5,0.314182
"e9fc75c9481c895152f3eda959f18adb",6,0.339841
"e9fc75c9481c895152f3eda959f18adb",6.5,0.372454
"e9fc75c9481c895152f3eda959f18adb",7,0.412447
"e9fc75c9481c895152f3eda959f18adb",7.5,0.459949
"e9fc75c9481c895152f3eda959f18adb",8,0.514558
"e9fc75c9481c895152f3eda959f18adb",8.5,0.575096
"e9fc75c9481c895152f3eda959f18adb",9,0.639466
"e9fc75c9481c895152f3eda959f18adb",9.5,0.704723
"e9fc75c9481c895152f3eda959f18adb",10,0.767431
"412bfdf0b2ed931d88862ff52ed39306",0,0.653538
"412bfdf0b2ed931d88862ff52ed39306",0.5,0.617129
"412bfdf0b2ed931d88862ff52ed39306",1,0.585067
"412bfdf0b2ed931d88862ff52ed39306",1.5,0.55805
"412bfdf0b2ed931d88862ff52ed39306",2,0.5365
"412bfdf0b2ed931d88862ff52ed39306",2.5,0.520644
"412bfdf0b2ed931d88862ff52ed39306",3,0.51058
"412bfdf0b2ed931d88862ff52ed39306",3.5,0.506342
"412bfdf0b2ed931d88862ff52ed39306",4,0.507939
"412bfdf0b2ed931d88862ff52ed39306",4.5,0.515366
"412bfdf0b2ed931d88862ff52ed39306",5,0.528607
"412bfdf0b2ed931d88862ff52ed39306",5.5,0.547598
"412bfdf0b2ed931d88862ff52ed39306",6,0.572179
"412bfdf0b2ed931d88862ff52ed39306",6.5,0.602025
"412bfdf0b2ed931d88862ff52ed39306",7,0.636572
"412bfdf0b2ed931d88862ff52ed39306",7.5,0.674947
"412bfdf0b2ed931d88862ff52ed39306",8,0.715943
"412bfdf0b2ed931d88862ff52ed39306",8.5,0.758047
"412bfdf0b2ed931d88862ff52ed39306",9,0.79956
"412bfdf0b2ed931d88862ff52ed39306",9.5,0.838789
"412bfdf0b2ed931d88862ff52ed39306",10,0.87427
"4d805abd8790a38c0dd2ff8751ef930b",0,0.363129
"4d805abd8790a38c0dd2ff8751ef930b",0.5,0.355853
"4d805abd8790a38c0dd2ff8751ef930b",1,0.35006
"4d805abd8790a38c0dd2ff8751ef930b",1.5,0.34572
"4d805abd8790a38c0dd2ff8751ef930b",2,0.342809
"4d805abd8790a38c0dd2ff8751ef930b",2.5,0.34131
"4d805abd8790a38c0dd2ff8751ef930b",3,0.341216
"4d805abd8790a38c0dd2ff8751ef930b",3.5,0.342524
"4d805abd8790a38c0dd2ff8751ef930b",4,0.345243
"4d805abd8790a38c0dd2ff8751ef930b",4.5,0.349389
"4d805abd8790a38c0dd2ff8751ef930b",5,0.354983
"4d805abd8790a38c0dd2ff8751ef930b",5.5,0.362056
"4d805abd8790a38c0dd2ff8751ef930b",6,0.370643
"4d805abd8790a38c0dd2ff8751ef930b",6.5,0.380779
"4d805abd8790a38c0dd2ff8751ef930b",7,0.392506
"4d805abd8790a38c0dd2ff8751ef930b",7.5,0.405858
"4d805abd8790a38c0dd2ff8751ef930b",8,0.420868
"4d805abd8790a38c0dd2ff8751ef930b",8.5,0.437558
"4d805abd8790a38c0dd2ff8751ef930b",9,0.455935
"4d805abd8790a38c0dd2ff8751ef930b",9.5,0.475985
"4d805abd8790a38c0dd2ff8751ef930b",10,0.49767
"1fd7bf523afe46a8bf9be68b2f834e89",0,0.374719
"1fd7bf523afe46a8bf9be68b2f834e89",0.5,0.363629
"1fd7bf523afe46a8bf9be68b2f834e89",1,0.354338
"1fd7bf523afe46a8bf9be68b2f834e89",1.5,0.346794
"1fd7bf523afe46a8bf9be68b2f834e89",2,0.340953
"1fd7bf523afe46a8bf9be68b2f834e89",2.5,0.336777
"1fd7bf523afe46a8bf9be68b2f834e89",3,0.334238
"1fd7bf523afe46a8bf9be68b2f834e89",3.5,0.333317
"1fd7bf523afe46a8bf9be68b2f834e89",4,0.334009
"1fd7bf523afe46a8bf9be68b2f834e89",4.5,0.336318
"1fd7bf523afe46a8bf9be68b2f834e89",5,0.340261
"1fd7bf523afe46a8bf9be68b2f834e89",5.5,0.345864
"1fd7bf523afe46a8bf9be68b2f834e89",6,0.353164
"1fd7bf523afe46a8bf9be68b2f834e89",6.5,0.362205
"1fd7bf523afe46a8bf9be68b2f834e89",7,0.373037
"1fd7bf523afe46a8bf9be68b2f834e89",7.5,0.385712
"1fd7bf523afe46a8bf9be68b2f834e89",8,0.40028
"1fd7bf523afe46a8bf9be68b2f834e89",8.5,0.416785
