"hash","LR","pred_multi100"
"c1ecaba13f8f4546583b712bc25e9bf0",4.5,0.347475
"c1ecaba13f8f4546583b712bc25e9bf0",5,0.36084
"c1ecaba13f8f4546583b712bc25e9bf0",5.5,0.372083
"c1ecaba13f8f4546583b712bc25e9bf0",6,0.381103
"c1ecaba13f8f4546583b712bc25e9bf0",6.5,0.38783
"c1ecaba13f8f4546583b712bc25e9bf0",7,0.392215
"c1ecaba13f8f4546583b712bc25e9bf0",7.5,0.394229
"c1ecaba13f8f4546583b712bc25e9bf0",8,0.393859
"c1ecaba13f8f4546583b712bc25e9bf0",8.5,0.391107
"c1ecaba13f8f4546583b712bc25e9bf0",9,0.385991
"c1ecaba13f8f4546583b712bc25e9bf0",9.5,0.378546
"c1ecaba13f8f4546583b712bc25e9bf0",10,0.368828
"32f670ab661c11bd4d1043130a007cf2",0,0.274169
"32f670ab661c11bd4d1043130a007cf2",0.5,0.285523
"32f670ab661c11bd4d1043130a007cf2",1,0.296138
"32f670ab661c11bd4d1043130a007cf2",1.5,0.305944
"32f670ab661c11bd4d1043130a007cf2",2,0.314877
"32f670ab661c11bd4d1043130a007cf2",2.5,0.322885
"32f670ab661c11bd4d1043130a007cf2",3,0.329921
"32f670ab661c11bd4d1043130a007cf2",3.5,0.335949
"32f670ab661c11bd4d1043130a007cf2",4,0.340938
"32f670ab661c11bd4d1043130a007cf2",4.5,0.344864
"32f670ab661c11bd4d1043130a007cf2",5,0.347707
"32f670ab661c11bd4d1043130a007cf2",5.5,0.349456
"32f670ab661c11bd4d1043130a007cf2",6,0.350103
"32f670ab661c11bd4d1043130a007cf2",6.5,0.349644
"32f670ab661c11bd4d1043130a007cf2",7,0.348082
"32f670ab661c11bd4d1043130a007cf2",7.5,0.345424
"32f670ab661c11bd4d1043130a007cf2",8,0.341681
"32f670ab661c11bd4d1043130a007cf2",8.5,0.336872
"32f670ab661c11bd4d1043130a007cf2",9,0.331019
"32f670ab661c11bd4d1043130a007cf2",9.5,0.324151
"32f670ab661c11bd4d1043130a007cf2",10,0.316305
"60c901acfd112190b7be28a148cac4d9",0,0.382732
"60c901acfd112190b7be28a148cac4d9",0.5,0.428175
"60c901acfd112190b7be28a148cac4d9",1,0.468757
"60c901acfd112190b7be28a148cac4d9",1.5,0.503667
"60c901acfd112190b7be28a148cac4d9",2,0.532498
"60c901acfd112190b7be28a148cac4d9",2.5,0.555127
"60c901acfd112190b7be28a148cac4d9",3,0.571594
"60c901acfd112190b7be28a148cac4d9",3.5,0.582007
"60c901acfd112190b7be28a148cac4d9",4,0.586463
"60c901acfd112190b7be28a148cac4d9",4.5,0.585013
"60c901acfd112190b7be28a148cac4d9",5,0.577641
"60c901acfd112190b7be28a148cac4d9",5.5,0.564269
"60c901acfd112190b7be28a148cac4d9",6,0.544786
"60c901acfd112190b7be28a148cac4d9",6.5,0.519108
"60c901acfd112190b7be28a148cac4d9",7,0.487261
"60c901acfd112190b7be28a148cac4d9",7.5,0.449491
"60c901acfd112190b7be28a148cac4d9",8,0.40639
"60c901acfd112190b7be28a148cac4d9",8.5,0.359005
"60c901acfd112190b7be28a148cac4d9",9,0.308891
"60c901acfd112190b7be28a148cac4d9",9.5,0.258051
"60c901acfd112190b7be28a148cac4d9",10,0.208742
"05bf5ecf435d597a0513007d399884c8",0,0.382514
"05bf5ecf435d597a0513007d399884c8",0.5,0.347184
"05bf5ecf435d597a0513007d399884c8",1,0.317895
"05bf5ecf435d597a0513007d399884c8",1.5,0.294229
"05bf5ecf435d597a0513007d399884c8",2,0.275716
"05bf5ecf435d597a0513007d399884c8",2.5,0.261909
"05bf5ecf435d597a0513007d399884c8",3,0.252434
"05bf5ecf435d597a0513007d399884c8",3.5,0.247014
"05bf5ecf435d597a0513007d399884c8",4,0.245486
"05bf5ecf435d597a0513007d399884c8",4.5,0.247801
"05bf5ecf435d597a0513007d399884c8",5,0.254031
"05bf5ecf435d597a0513007d399884c8",5.5,0.264364
"05bf5ecf435d597a0513007d399884c8",6,0.279098
"05bf5ecf435d597a0513007d399884c8",6.5,0.298625
"05bf5ecf435d597a0513007d399884c8",7,0.323401
"05bf5ecf435d597a0513007d399884c8",7.5,0.353893
"05bf5ecf435d597a0513007d399884c8",8,0.390494
"05bf5ecf435d597a0513007d399884c8",8.5,0.4334
"05bf5ecf435d597a0513007d399884c8",9,0.482453
"05bf5ecf435d597a0513007d399884c8",9.5,0.536969
"05bf5ecf435d597a0513007d399884c8",10,0.595613
"7e00657eaa0406e3168501b03504c91a",0,0.180543
"7e00657eaa0406e3168501b03504c91a",0.5,0.196826
"7e00657eaa0406e3168501b03504c91a",1,0.213642
"7e00657eaa0406e3168501b03504c91a",1.5,0.230901
"7e00657eaa0406e3168501b03504c91a",2,0.248505
"7e00657eaa0406e3168501b03504c91a",2.5,0.266353
"7e00657eaa0406e3168501b03504c91a",3,0.284342
"7e00657eaa0406e3168501b03504c91a",3.5,0.302367
"7e00657eaa0406e3168501b03504c91a",4,0.320327
"7e00657eaa0406e3168501b03504c91a",4.5,0.338124
"7e00657eaa0406e3168501b03504c91a",5,0.355665
"7e00657eaa0406e3168501b03504c91a",5.5,0.372866
"7e00657eaa0406e3168501b03504c91a",6,0.389647
"7e00657eaa0406e3168501b03504c91a",6.5,0.405938
"7e00657eaa0406e3168501b03504c91a",7,0.421677
"7e00657eaa0406e3168501b03504c91a",7.5,0.43681
"7e00657eaa0406e3168501b03504c91a",8,0.451292
"7e00657eaa0406e3168501b03504c91a",8.5,0.465084
"7e00657eaa0406e3168501b03504c91a",9,0.478157
"7e00657eaa0406e3168501b03504c91a",9.5,0.490486
"7e00657eaa0406e3168501b03504c91a",10,0.502054
"79660f4a8fc84d8a775da5ec1f493398",0,0.541334
"79660f4a8fc84d8a775da5ec1f493398",0.5,0.523152
"79660f4a8fc84d8a775da5ec1f493398",1,0.507092
"79660f4a8fc84d8a775da5ec1f493398",1.5,0.493201
"79660f4a8fc84d8a775da5ec1f493398",2,0.481499
"79660f4a8fc84d8a775da5ec1f493398",2.5,0.471994
"79660f4a8fc84d8a775da5ec1f493398",3,0.46468
"79660f4a8fc84d8a775da5ec1f493398",3.5,0.45955
"79660f4a8fc84d8a775da5ec1f493398",4,0.456595
"79660f4a8fc84d8a775da5ec1f493398",4.5,0.455809
"79660f4a8fc84d8a775da5ec1f493398",5,0.45719
"79660f4a8fc84d8a775da5ec1f493398",5.5,0.460741
"79660f4a8fc84d8a775da5ec1f493398",6,0.46647
"79660f4a8fc84d8a775da5ec1f493398",6.5,0.474384
"79660f4a8fc84d8a775da5ec1f493398",7,0.484493
"79660f4a8fc84d8a775da5ec1f493398",7.5,0.496797
"79660f4a8fc84d8a775da5ec1f493398",8,0.511287
"79660f4a8fc84d8a775da5ec1f493398",8.5,0.527935
"79660f4a8fc84d8a775da5ec1f493398",9,0.546687
"79660f4a8fc84d8a775da5ec1f493398",9.5,0.567453
"79660f4a8fc84d8a775da5ec1f493398",10,0.590103
"73d1d0b25878ea0c119f2af85c7c24bd",0,0.270762
"73d1d0b25878ea0c119f2af85c7c24bd",0.5,0.259457
"73d1d0b25878ea0c119f2af85c7c24bd",1,0.251272
"73d1d0b25878ea0c119f2af85c7c24bd",1.5,0.246033
"73d1d0b25878ea0c119f2af85c7c24bd",2,0.243625
"73d1d0b25878ea0c119f2af85c7c24bd",2.5,0.243994
"73d1d0b25878ea0c119f2af85c7c24bd",3,0.247148
"73d1d0b25878ea0c119f2af85c7c24bd",3.5,0.253158
"73d1d0b25878ea0c119f2af85c7c24bd",4,0.262155
"73d1d0b25878ea0c119f2af85c7c24bd",4.5,0.274327
"73d1d0b25878ea0c119f2af85c7c24bd",5,0.289912
"73d1d0b25878ea0c119f2af85c7c24bd",5.5,0.309187
"73d1d0b25878ea0c119f2af85c7c24bd",6,0.332443
"73d1d0b25878ea0c119f2af85c7c24bd",6.5,0.359959
"73d1d0b25878ea0c119f2af85c7c24bd",7,0.391952
"73d1d0b25878ea0c119f2af85c7c24bd",7.5,0.42852
"73d1d0b25878ea0c119f2af85c7c24bd",8,0.46957
"73d1d0b25878ea0c119f2af85c7c24bd",8.5,0.51474
"73d1d0b25878ea0c119f2af85c7c24bd",9,0.563337
"73d1d0b25878ea0c119f2af85c7c24bd",9.5,0.614309
"73d1d0b25878ea0c119f2af85c7c24bd",10,0.666269
"d90d7801346af8b57484c159b3b14ada",0,0.176673
"d90d7801346af8b57484c159b3b14ada",0.5,0.195905
"d90d7801346af8b57484c159b3b14ada",1,0.21543
"d90d7801346af8b57484c159b3b14ada",1.5,0.235003
"d90d7801346af8b57484c159b3b14ada",2,0.254376
"d90d7801346af8b57484c159b3b14ada",2.5,0.273312
"d90d7801346af8b57484c159b3b14ada",3,0.291586
"d90d7801346af8b57484c159b3b14ada",3.5,0.308995
"d90d7801346af8b57484c159b3b14ada",4,0.325355
"d90d7801346af8b57484c159b3b14ada",4.5,0.34051
"d90d7801346af8b57484c159b3b14ada",5,0.354326
"d90d7801346af8b57484c159b3b14ada",5.5,0.366693
"d90d7801346af8b57484c159b3b14ada",6,0.377524
"d90d7801346af8b57484c159b3b14ada",6.5,0.386747
"d90d7801346af8b57484c159b3b14ada",7,0.394311
"d90d7801346af8b57484c159b3b14ada",7.5,0.400176
"d90d7801346af8b57484c159b3b14ada",8,0.404314
"d90d7801346af8b57484c159b3b14ada",8.5,0.406708
"d90d7801346af8b57484c159b3b14ada",9,0.407346
"d90d7801346af8b57484c159b3b14ada",9.5,0.406227
"d90d7801346af8b57484c159b3b14ada",10,0.403355
"a73542825807077c91963ae33d44790b",0,0.575866
"a73542825807077c91963ae33d44790b",0.5,0.571991
"a73542825807077c91963ae33d44790b",1,0.567353
"a73542825807077c91963ae33d44790b",1.5,0.561948
"a73542825807077c91963ae33d44790b",2,0.55577
"a73542825807077c91963ae33d44790b",2.5,0.548814
"a73542825807077c91963ae33d44790b",3,0.541078
"a73542825807077c91963ae33d44790b",3.5,0.532557
"a73542825807077c91963ae33d44790b",4,0.523251
"a73542825807077c91963ae33d44790b",4.5,0.513162
"a73542825807077c91963ae33d44790b",5,0.502295
"a73542825807077c91963ae33d44790b",5.5,0.490658
"a73542825807077c91963ae33d44790b",6,0.478265
"a73542825807077c91963ae33d44790b",6.5,0.465135
"a73542825807077c91963ae33d44790b",7,0.451292
"a73542825807077c91963ae33d44790b",7.5,0.436768
"a73542825807077c91963ae33d44790b",8,0.421601
"a73542825807077c91963ae33d44790b",8.5,0.40584
"a73542825807077c91963ae33d44790b",9,0.389538
"a73542825807077c91963ae33d44790b",9.5,0.37276
"a73542825807077c91963ae33d44790b",10,0.355576
"f8a46f9a5288a500cd945b877e0f711f",0,0.372069
"f8a46f9a5288a500cd945b877e0f711f",0.5,0.361821
"f8a46f9a5288a500cd945b877e0f711f",1,0.353044
"f8a46f9a5288a500cd945b877e0f711f",1.5,0.3457
"f8a46f9a5288a500cd945b877e0f711f",2,0.339753
"f8a46f9a5288a500cd945b877e0f711f",2.5,0.335172
"f8a46f9a5288a500cd945b877e0f711f",3,0.331931
"f8a46f9a5288a500cd945b877e0f711f",3.5,0.330011
"f8a46f9a5288a500cd945b877e0f711f",4,0.3294
"f8a46f9a5288a500cd945b877e0f711f",4.5,0.330096
"f8a46f9a5288a500cd945b877e0f711f",5,0.332103
"f8a46f9a5288a500cd945b877e0f711f",5.5,0.335432
"f8a46f9a5288a500cd945b877e0f711f",6,0.340102
"f8a46f9a5288a500cd945b877e0f711f",6.5,0.346139
"f8a46f9a5288a500cd945b877e0f711f",7,0.353576
"f8a46f9a5288a500cd945b877e0f711f",7.5,0.362448
"f8a46f9a5288a500cd945b877e0f711f",8,0.372795
"f8a46f9a5288a500cd945b877e0f711f",8.5,0.384656
"f8a46f9a5288a500cd945b877e0f711f",9,0.39807
"f8a46f9a5288a500cd945b877e0f711f",9.5,0.413069
"f8a46f9a5288a500cd945b877e0f711f",10,0.429677
"aaccf5c4ba90bda685fa3de92cdad93f",0,0.12926
"aaccf5c4ba90bda685fa3de92cdad93f",0.5,0.139222
"aaccf5c4ba90bda685fa3de92cdad93f",1,0.150157
"aaccf5c4ba90bda685fa3de92cdad93f",1.5,0.162144
"aaccf5c4ba90bda685fa3de92cdad93f",2,0.17527
"aaccf5c4ba90bda685fa3de92cdad93f",2.5,0.189616
"aaccf5c4ba90bda685fa3de92cdad93f",3,0.205268
"aaccf5c4ba90bda685fa3de92cdad93f",3.5,0.222302
"aaccf5c4ba90bda685fa3de92cdad93f",4,0.240791
"aaccf5c4ba90bda685fa3de92cdad93f",4.5,0.260795
"aaccf5c4ba90bda685fa3de92cdad93f",5,0.282358
"aaccf5c4ba90bda685fa3de92cdad93f",5.5,0.305506
"aaccf5c4ba90bda685fa3de92cdad93f",6,0.330238
"aaccf5c4ba90bda685fa3de92cdad93f",6.5,0.356526
"aaccf5c4ba90bda685fa3de92cdad93f",7,0.384306
"aaccf5c4ba90bda685fa3de92cdad93f",7.5,0.413477
"aaccf5c4ba90bda685fa3de92cdad93f",8,0.443896
"aaccf5c4ba90bda685fa3de92cdad93f",8.5,0.475382
"aaccf5c4ba90bda685fa3de92cdad93f",9,0.507712
"aaccf5c4ba90bda685fa3de92cdad93f",9.5,0.540629
"aaccf5c4ba90bda685fa3de92cdad93f",10,0.573846
"4f7aa159b250025c6921e76e9130222a",0,0.508756
"4f7aa159b250025c6921e76e9130222a",0.5,0.510492
"4f7aa159b250025c6921e76e9130222a",1,0.511292
"4f7aa159b250025c6921e76e9130222a",1.5,0.511154
"4f7aa159b250025c6921e76e9130222a",2,0.510079
"4f7aa159b250025c6921e76e9130222a",2.5,0.508067
"4f7aa159b250025c6921e76e9130222a",3,0.505117
"4f7aa159b250025c6921e76e9130222a",3.5,0.501229
"4f7aa159b250025c6921e76e9130222a",4,0.496404
"4f7aa159b250025c6921e76e9130222a",4.5,0.490642
"4f7aa159b250025c6921e76e9130222a",5,0.483945
"4f7aa159b250025c6921e76e9130222a",5.5,0.476317
"4f7aa159b250025c6921e76e9130222a",6,0.467766
"4f7aa159b250025c6921e76e9130222a",6.5,0.458301
"4f7aa159b250025c6921e76e9130222a",7,0.447937
"4f7aa159b250025c6921e76e9130222a",7.5,0.436692
"4f7aa159b250025c6921e76e9130222a",8,0.424591
"4f7aa159b250025c6921e76e9130222a",8.5,0.411668
"4f7aa159b250025c6921e76e9130222a",9,0.39796
"4f7aa159b250025c6921e76e9130222a",9.5,0.383517
"4f7aa159b250025c6921e76e9130222a",10,0.368395
"81c4c885be80ee63d7c8d0121915b815",0,0.053737
"81c4c885be80ee63d7c8d0121915b815",0.5,0.070132
"81c4c885be80ee63d7c8d0121915b815",1,0.089736
"81c4c885be80ee63d7c8d0121915b815",1.5,0.112549
"81c4c885be80ee63d7c8d0121915b815",2,0.138379
"81c4c885be80ee63d7c8d0121915b815",2.5,0.166842
"81c4c885be80ee63d7c8d0121915b815",3,0.197391
"81c4c885be80ee63d7c8d0121915b815",3.5,0.229358
"81c4c885be80ee63d7c8d0121915b815",4,0.262011
"81c4c885be80ee63d7c8d0121915b815",4.5,0.294611
"81c4c885be80ee63d7c8d0121915b815",5,0.32646
"81c4c885be80ee63d7c8d0121915b815",5.5,0.356938
"81c4c885be80ee63d7c8d0121915b815",6,0.385521
"81c4c885be80ee63d7c8d0121915b815",6.5,0.411795
"81c4c885be80ee63d7c8d0121915b815",7,0.435445
"81c4c885be80ee63d7c8d0121915b815",7.5,0.456252
"81c4c885be80ee63d7c8d0121915b815",8,0.474071
"81c4c885be80ee63d7c8d0121915b815",8.5,0.488814
"81c4c885be80ee63d7c8d0121915b815",9,0.50044
"81c4c885be80ee63d7c8d0121915b815",9.5,0.508929
"81c4c885be80ee63d7c8d0121915b815",10,0.51428
"d1e69e3fef48f82473be61d0e6fd6920",0,0.446775
"d1e69e3fef48f82473be61d0e6fd6920",0.5,0.362849
"d1e69e3fef48f82473be61d0e6fd6920",1,0.295196
"d1e69e3fef48f82473be61d0e6fd6920",1.5,0.243636
"d1e69e3fef48f82473be61d0e6fd6920",2,0.206432
"d1e69e3fef48f82473be61d0e6fd6920",2.5,0.181355
"d1e69e3fef48f82473be61d0e6fd6920",3,0.166412
"d1e69e3fef48f82473be61d0e6fd6920",3.5,0.160228
"d1e69e3fef48f82473be61d0e6fd6920",4,0.162196
"d1e69e3fef48f82473be61d0e6fd6920",4.5,0.172511
"d1e69e3fef48f82473be61d0e6fd6920",5,0.192163
"d1e69e3fef48f82473be61d0e6fd6920",5.5,0.222855
"d1e69e3fef48f82473be61d0e6fd6920",6,0.266765
"d1e69e3fef48f82473be61d0e6fd6920",6.5,0.325996
"d1e69e3fef48f82473be61d0e6fd6920",7,0.401676
"d1e69e3fef48f82473be61d0e6fd6920",7.5,0.492801
"d1e69e3fef48f82473be61d0e6fd6920",8,0.595145
"d1e69e3fef48f82473be61d0e6fd6920",8.5,0.700634
"d1e69e3fef48f82473be61d0e6fd6920",9,0.798257
"d1e69e3fef48f82473be61d0e6fd6920",9.5,0.877738
"d1e69e3fef48f82473be61d0e6fd6920",10,0.934221
"f00d913ee9e8c83b0d84efac3ee32dcd",0,0.800364
"f00d913ee9e8c83b0d84efac3ee32dcd",0.5,0.718406
"f00d913ee9e8c83b0d84efac3ee32dcd",1,0.631557
"f00d913ee9e8c83b0d84efac3ee32dcd",1.5,0.547785
"f00d913ee9e8c83b0d84efac3ee32dcd",2,0.473126
"f00d913ee9e8c83b0d84efac3ee32dcd",2.5,0.410837
"f00d913ee9e8c83b0d84efac3ee32dcd",3,0.361812
"f00d913ee9e8c83b0d84efac3ee32dcd",3.5,0.325511
"f00d913ee9e8c83b0d84efac3ee32dcd",4,0.300827
"f00d913ee9e8c83b0d84efac3ee32dcd",4.5,0.286677
"f00d913ee9e8c83b0d84efac3ee32dcd",5,0.282324
"f00d913ee9e8c83b0d84efac3ee32dcd",5.5,0.287526
"f00d913ee9e8c83b0d84efac3ee32dcd",6,0.302571
"f00d913ee9e8c83b0d84efac3ee32dcd",6.5,0.328234
"f00d913ee9e8c83b0d84efac3ee32dcd",7,0.365619
"f00d913ee9e8c83b0d84efac3ee32dcd",7.5,0.415809
"f00d913ee9e8c83b0d84efac3ee32dcd",8,0.479257
"f00d913ee9e8c83b0d84efac3ee32dcd",8.5,0.554893
"f00d913ee9e8c83b0d84efac3ee32dcd",9,0.639219
"f00d913ee9e8c83b0d84efac3ee32dcd",9.5,0.725971
"f00d913ee9e8c83b0d84efac3ee32dcd",10,0.807104
"e1ae010e46b575f4b788c89aae6caecb",0,0.018479
"e1ae010e46b575f4b788c89aae6caecb",0.5,0.029281
"e1ae010e46b575f4b788c89aae6caecb",1,0.044194
"e1ae010e46b575f4b788c89aae6caecb",1.5,0.063501
"e1ae010e46b575f4b788c89aae6caecb",2,0.086879
"e1ae010e46b575f4b788c89aae6caecb",2.5,0.113322
"e1ae010e46b575f4b788c89aae6caecb",3,0.141237
"e1ae010e46b575f4b788c89aae6caecb",3.5,0.168685
"e1ae010e46b575f4b788c89aae6caecb",4,0.193689
"e1ae010e46b575f4b788c89aae6caecb",4.5,0.214481
"e1ae010e46b575f4b788c89aae6caecb",5,0.229668
"e1ae010e46b575f4b788c89aae6caecb",5.5,0.238289
"e1ae010e46b575f4b788c89aae6caecb",6,0.239824
"e1ae010e46b575f4b788c89aae6caecb",6.5,0.234184
"e1ae010e46b575f4b788c89aae6caecb",7,0.221703
"e1ae010e46b575f4b788c89aae6caecb",7.5,0.203152
"e1ae010e46b575f4b788c89aae6caecb",8,0.179746
"e1ae010e46b575f4b788c89aae6caecb",8.5,0.153104
"e1ae010e46b575f4b788c89aae6caecb",9,0.125143
"e1ae010e46b575f4b788c89aae6caecb",9.5,0.097851
"e1ae010e46b575f4b788c89aae6caecb",10,0.073005
"2a104a9587ad9ac5bd7ed4233490f238",0,0.255552
"2a104a9587ad9ac5bd7ed4233490f238",0.5,0.213125
"2a104a9587ad9ac5bd7ed4233490f238",1,0.179696
"2a104a9587ad9ac5bd7ed4233490f238",1.5,0.153925
"2a104a9587ad9ac5bd7ed4233490f238",2,0.134488
"2a104a9587ad9ac5bd7ed4233490f238",2.5,0.120232
"2a104a9587ad9ac5bd7ed4233490f238",3,0.110238
"2a104a9587ad9ac5bd7ed4233490f238",3.5,0.103831
"2a104a9587ad9ac5bd7ed4233490f238",4,0.100568
"2a104a9587ad9ac5bd7ed4233490f238",4.5,0.10022
"2a104a9587ad9ac5bd7ed4233490f238",5,0.102764
"2a104a9587ad9ac5bd7ed4233490f238",5.5,0.108378
"2a104a9587ad9ac5bd7ed4233490f238",6,0.11745
"2a104a9587ad9ac5bd7ed4233490f238",6.5,0.130598
"2a104a9587ad9ac5bd7ed4233490f238",7,0.148683
"2a104a9587ad9ac5bd7ed4233490f238",7.5,0.172803
"2a104a9587ad9ac5bd7ed4233490f238",8,0.204251
"2a104a9587ad9ac5bd7ed4233490f238",8.5,0.244384
"2a104a9587ad9ac5bd7ed4233490f238",9,0.294377
"2a104a9587ad9ac5bd7ed4233490f238",9.5,0.354865
"2a104a9587ad9ac5bd7ed4233490f238",10,0.425514
"cb94f09500131226930954d0d220d195",0,0.838694
"cb94f09500131226930954d0d220d195",0.5,0.856351
"cb94f09500131226930954d0d220d195",1,0.866165
"cb94f09500131226930954d0d220d195",1.5,0.869181
"cb94f09500131226930954d0d220d195",2,0.865731
"cb94f09500131226930954d0d220d195",2.5,0.855437
"cb94f09500131226930954d0d220d195",3,0.837205
"cb94f09500131226930954d0d220d195",3.5,0.809279
"cb94f09500131226930954d0d220d195",4,0.769446
"cb94f09500131226930954d0d220d195",4.5,0.715612
"cb94f09500131226930954d0d220d195",5,0.646791
"cb94f09500131226930954d0d220d195",5.5,0.564189
"cb94f09500131226930954d0d220d195",6,0.471545
"cb94f09500131226930954d0d220d195",6.5,0.37435
"cb94f09500131226930954d0d220d195",7,0.278611
"cb94f09500131226930954d0d220d195",7.5,0.190097
"cb94f09500131226930954d0d220d195",8,0.115087
"cb94f09500131226930954d0d220d195",8.5,0.060271
"cb94f09500131226930954d0d220d195",9,0.02732
"cb94f09500131226930954d0d220d195",9.5,0.010774
"cb94f09500131226930954d0d220d195",10,0.003706
"066b89e7d3f855ff1818b33aa6aa1693",0,0.080573
"066b89e7d3f855ff1818b33aa6aa1693",0.5,0.094479
"066b89e7d3f855ff1818b33aa6aa1693",1,0.110333
"066b89e7d3f855ff1818b33aa6aa1693",1.5,0.128274
"066b89e7d3f855ff1818b33aa6aa1693",2,0.148418
"066b89e7d3f855ff1818b33aa6aa1693",2.5,0.170838
"066b89e7d3f855ff1818b33aa6aa1693",3,0.195566
"066b89e7d3f855ff1818b33aa6aa1693",3.5,0.222573
"066b89e7d3f855ff1818b33aa6aa1693",4,0.251771
"066b89e7d3f855ff1818b33aa6aa1693",4.5,0.283009
"066b89e7d3f855ff1818b33aa6aa1693",5,0.316071
"066b89e7d3f855ff1818b33aa6aa1693",5.5,0.350686
"066b89e7d3f855ff1818b33aa6aa1693",6,0.386534
"066b89e7d3f855ff1818b33aa6aa1693",6.5,0.423262
"066b89e7d3f855ff1818b33aa6aa1693",7,0.460495
"066b89e7d3f855ff1818b33aa6aa1693",7.5,0.497849
"066b89e7d3f855ff1818b33aa6aa1693",8,0.534949
"066b89e7d3f855ff1818b33aa6aa1693",8.5,0.571436
"066b89e7d3f855ff1818b33aa6aa1693",9,0.60698
"066b89e7d3f855ff1818b33aa6aa1693",9.5,0.641287
"066b89e7d3f855ff1818b33aa6aa1693",10,0.674106
"8efb64ad363d41fa9968fb1f2322bf3f",0,0.08753
"8efb64ad363d41fa9968fb1f2322bf3f",0.5,0.095801
"8efb64ad363d41fa9968fb1f2322bf3f",1,0.104336
"8efb64ad363d41fa9968fb1f2322bf3f",1.5,0.113077
"8efb64ad363d41fa9968fb1f2322bf3f",2,0.121963
"8efb64ad363d41fa9968fb1f2322bf3f",2.5,0.130926
"8efb64ad363d41fa9968fb1f2322bf3f",3,0.139899
"8efb64ad363d41fa9968fb1f2322bf3f",3.5,0.148811
"8efb64ad363d41fa9968fb1f2322bf3f",4,0.15759
"8efb64ad363d41fa9968fb1f2322bf3f",4.5,0.166166
"8efb64ad363d41fa9968fb1f2322bf3f",5,0.17447
"8efb64ad363d41fa9968fb1f2322bf3f",5.5,0.182436
"8efb64ad363d41fa9968fb1f2322bf3f",6,0.190001
"8efb64ad363d41fa9968fb1f2322bf3f",6.5,0.197106
"8efb64ad363d41fa9968fb1f2322bf3f",7,0.203696
"8efb64ad363d41fa9968fb1f2322bf3f",7.5,0.209722
"8efb64ad363d41fa9968fb1f2322bf3f",8,0.215139
"8efb64ad363d41fa9968fb1f2322bf3f",8.5,0.219908
"8efb64ad363d41fa9968fb1f2322bf3f",9,0.223995
"8efb64ad363d41fa9968fb1f2322bf3f",9.5,0.227372
"8efb64ad363d41fa9968fb1f2322bf3f",10,0.230014
"f60b46d1e976e0fb1b76d6d7e0aa1e10",0,0.161999
"f60b46d1e976e0fb1b76d6d7e0aa1e10",0.5,0.136917
"f60b46d1e976e0fb1b76d6d7e0aa1e10",1,0.1229
"f60b46d1e976e0fb1b76d6d7e0aa1e10",1.5,0.118013
"f60b46d1e976e0fb1b76d6d7e0aa1e10",2,0.121526
"f60b46d1e976e0fb1b76d6d7e0aa1e10",2.5,0.133967
"f60b46d1e976e0fb1b76d6d7e0aa1e10",3,0.157086
"f60b46d1e976e0fb1b76d6d7e0aa1e10",3.5,0.193611
"f60b46d1e976e0fb1b76d6d7e0aa1e10",4,0.246277
"f60b46d1e976e0fb1b76d6d7e0aa1e10",4.5,0.315514
"f60b46d1e976e0fb1b76d6d7e0aa1e10",5,0.396335
"f60b46d1e976e0fb1b76d6d7e0aa1e10",5.5,0.478348
"f60b46d1e976e0fb1b76d6d7e0aa1e10",6,0.552919
"f60b46d1e976e0fb1b76d6d7e0aa1e10",6.5,0.620452
"f60b46d1e976e0fb1b76d6d7e0aa1e10",7,0.688486
"f60b46d1e976e0fb1b76d6d7e0aa1e10",7.5,0.764888
"f60b46d1e976e0fb1b76d6d7e0aa1e10",8,0.852168
"f60b46d1e976e0fb1b76d6d7e0aa1e10",8.5,0.93359
"f60b46d1e976e0fb1b76d6d7e0aa1e10",9,0.979666
"f60b46d1e976e0fb1b76d6d7e0aa1e10",9.5,0.995222
"f60b46d1e976e0fb1b76d6d7e0aa1e10",10,0.999039
"5a356f1aad8d8f9e040920f50613d5aa",0,0.126816
"5a356f1aad8d8f9e040920f50613d5aa",0.5,0.098523
"5a356f1aad8d8f9e040920f50613d5aa",1,0.078508
"5a356f1aad8d8f9e040920f50613d5aa",1.5,0.064446
"5a356f1aad8d8f9e040920f50613d5aa",2,0.054662
"5a356f1aad8d8f9e040920f50613d5aa",2.5,0.048002
"5a356f1aad8d8f9e040920f50613d5aa",3,0.043702
"5a356f1aad8d8f9e040920f50613d5aa",3.5,0.041281
"5a356f1aad8d8f9e040920f50613d5aa",4,0.040477
"5a356f1aad8d8f9e040920f50613d5aa",4.5,0.041204
"5a356f1aad8d8f9e040920f50613d5aa",5,0.043539
"5a356f1aad8d8f9e040920f50613d5aa",5.5,0.047736
"5a356f1aad8d8f9e040920f50613d5aa",6,0.054262
"5a356f1aad8d8f9e040920f50613d5aa",6.5,0.063866
"5a356f1aad8d8f9e040920f50613d5aa",7,0.077679
"5a356f1aad8d8f9e040920f50613d5aa",7.5,0.097347
"5a356f1aad8d8f9e040920f50613d5aa",8,0.125159
"5a356f1aad8d8f9e040920f50613d5aa",8.5,0.164099
"5a356f1aad8d8f9e040920f50613d5aa",9,0.217635
"5a356f1aad8d8f9e040920f50613d5aa",9.5,0.288979
"5a356f1aad8d8f9e040920f50613d5aa",10,0.37957
