"token_normalization","stopword_removal","trimming","alternative_model","k_setting","iteration_setting","Estimate","Q2.5","Q97.5","Estimate.sq","Q2.5","Q97.5"
"none",TRUE,FALSE,TRUE,2,1,-0.156841,-0.288266,-0.025416,0.028782,0.010596,0.046968
"lemmatization",TRUE,FALSE,TRUE,2,1,-0.054058,-0.2197,0.111584,0.006924,-0.012382,0.02623
"stemming",TRUE,FALSE,TRUE,2,1,-0.255309,-0.442013,-0.068605,0.037511,0.008869,0.066153
"none",FALSE,FALSE,TRUE,2,1,0.155048,-0.070304,0.3804,-0.015078,-0.041278,0.011122
"lemmatization",FALSE,FALSE,TRUE,2,1,-0.068956,-0.28717,0.149257,0.010379,-0.014526,0.035284
"stemming",FALSE,FALSE,TRUE,2,1,-0.031236,-0.279687,0.217214,0.018902,-0.00771,0.045513
"none",TRUE,TRUE,FALSE,2,1,-0.017786,-0.357495,0.321924,0.025504,-0.014287,0.065295
"lemmatization",TRUE,TRUE,FALSE,2,1,-0.892488,-1.530696,-0.254281,0.118495,0.022352,0.214637
"stemming",TRUE,TRUE,FALSE,2,1,-0.56112,-0.918673,-0.203567,0.081444,0.031722,0.131167
"none",FALSE,TRUE,FALSE,2,1,-0.185987,-0.53012,0.158147,0.030589,-0.016478,0.077656
"lemmatization",FALSE,TRUE,FALSE,2,1,0.521818,0.111734,0.931902,-0.040114,-0.100942,0.020714
"stemming",FALSE,TRUE,FALSE,2,1,0.79149,0.023498,1.559481,-0.096836,-0.197583,0.00391
"none",TRUE,FALSE,FALSE,2,1,-0.266531,-0.580872,0.04781,0.035403,-0.006389,0.077194
"lemmatization",TRUE,FALSE,FALSE,2,1,-0.628963,-1.099141,-0.158785,0.112222,0.053875,0.170569
"stemming",TRUE,FALSE,FALSE,2,1,-0.268113,-0.557132,0.020905,0.037423,-0.001312,0.076158
"none",FALSE,FALSE,FALSE,2,1,-0.282717,-0.533431,-0.032002,0.031884,-0.005185,0.068953
"lemmatization",FALSE,FALSE,FALSE,2,1,-0.309082,-0.569578,-0.048587,0.041418,0.002349,0.080487
"stemming",FALSE,FALSE,FALSE,2,1,-0.036505,-0.257423,0.184413,0.01662,-0.014473,0.047713
"none",TRUE,TRUE,TRUE,3,1,-0.277517,-0.566923,0.01189,0.029968,-0.002753,0.062688
"lemmatization",TRUE,TRUE,TRUE,3,1,0.19296,-0.16979,0.55571,-0.020389,-0.057674,0.016896
"stemming",TRUE,TRUE,TRUE,3,1,0.35747,0.078952,0.635987,-0.040684,-0.083446,0.002077
"none",FALSE,TRUE,TRUE,3,1,0.121761,-0.099898,0.343421,0.00229,-0.021558,0.026139
"lemmatization",FALSE,TRUE,TRUE,3,1,0.057745,-0.199437,0.314927,0.006242,-0.020059,0.032542
"stemming",FALSE,TRUE,TRUE,3,1,0.293574,0.009002,0.578147,-0.026716,-0.055023,0.001592
"none",TRUE,FALSE,TRUE,3,1,-0.016264,-0.245008,0.21248,0.006465,-0.021358,0.034288
"lemmatization",TRUE,FALSE,TRUE,3,1,-0.063803,-0.266155,0.138549,0.013659,-0.008131,0.035449
"stemming",TRUE,FALSE,TRUE,3,1,-0.005097,-0.22224,0.212047,0.010743,-0.013616,0.035103
"none",FALSE,FALSE,TRUE,3,1,0.03475,-0.194409,0.263909,0.000792,-0.026833,0.028418
"lemmatization",FALSE,FALSE,TRUE,3,1,-0.131789,-0.40971,0.146133,0.024207,-0.008261,0.056674
"stemming",FALSE,FALSE,TRUE,3,1,0.034194,-0.178057,0.246444,0.004993,-0.024723,0.03471
"none",TRUE,TRUE,FALSE,3,1,0.549744,-0.052546,1.152034,-0.043232,-0.104766,0.018302
"lemmatization",TRUE,TRUE,FALSE,3,1,0.793366,0.087194,1.499538,-0.13359,-0.223127,-0.044053
"stemming",TRUE,TRUE,FALSE,3,1,-0.761893,-1.461731,-0.062055,0.109088,0.016999,0.201177
"none",FALSE,TRUE,FALSE,3,1,0.155398,-0.216183,0.526979,-0.01794,-0.062801,0.026921
"lemmatization",FALSE,TRUE,FALSE,3,1,0.742449,-0.029218,1.514116,-0.136908,-0.230508,-0.043308
"stemming",FALSE,TRUE,FALSE,3,1,-0.533654,-1.570079,0.50277,0.086871,-0.051101,0.224843
"none",TRUE,FALSE,FALSE,3,1,-0.456497,-0.684049,-0.228945,0.063805,0.033383,0.094228
"lemmatization",TRUE,FALSE,FALSE,3,1,-0.279103,-0.633916,0.07571,0.039413,-0.00626,0.085085
"stemming",TRUE,FALSE,FALSE,3,1,-0.243032,-0.609737,0.123674,0.049476,0.006221,0.092731
"none",FALSE,FALSE,FALSE,3,1,-0.140472,-0.435322,0.154379,0.018578,-0.023957,0.061113
"lemmatization",FALSE,FALSE,FALSE,3,1,0.589349,0.012225,1.166472,-0.041736,-0.099015,0.015544
"stemming",FALSE,FALSE,FALSE,3,1,-0.156705,-0.465609,0.152199,0.027316,-0.016478,0.07111
"none",TRUE,TRUE,TRUE,1,2,0.291553,0.072969,0.510137,-0.033506,-0.057249,-0.009764
"lemmatization",TRUE,TRUE,TRUE,1,2,0.07996,-0.158503,0.318423,-0.005218,-0.027183,0.016747
"stemming",TRUE,TRUE,TRUE,1,2,-0.082422,-0.307827,0.142983,0.009746,-0.013624,0.033116
"none",FALSE,TRUE,TRUE,1,2,0.178865,-0.033153,0.390883,-0.020663,-0.043277,0.001952
"lemmatization",FALSE,TRUE,TRUE,1,2,0.252692,0.008882,0.496503,-0.02196,-0.043922,2e-06
"stemming",FALSE,TRUE,TRUE,1,2,0.140172,-0.094011,0.374354,-0.029496,-0.065923,0.006931
"none",TRUE,FALSE,TRUE,1,2,-0.139131,-0.326544,0.048281,0.019586,-0.003102,0.042275
"lemmatization",TRUE,FALSE,TRUE,1,2,0.148938,-0.047146,0.345022,-0.01303,-0.038488,0.012428
"stemming",TRUE,FALSE,TRUE,1,2,-0.198118,-0.382856,-0.01338,0.025967,-0.00618,0.058113
"none",FALSE,FALSE,TRUE,1,2,-0.140464,-0.335835,0.054908,0.017019,-0.004147,0.038185
"lemmatization",FALSE,FALSE,TRUE,1,2,-0.159411,-0.280702,-0.03812,0.016462,0.001867,0.031057
"stemming",FALSE,FALSE,TRUE,1,2,0.100656,-0.12389,0.325203,-0.006183,-0.029062,0.016697
"none",TRUE,TRUE,FALSE,1,2,0.776182,0.374575,1.177789,-0.097346,-0.155175,-0.039516
"lemmatization",TRUE,TRUE,FALSE,1,2,-0.041606,-0.381277,0.298065,0.030838,-0.008153,0.069828
"stemming",TRUE,TRUE,FALSE,1,2,-0.686691,-1.29247,-0.080913,0.054495,-0.032301,0.141292
"none",FALSE,TRUE,FALSE,1,2,0.479207,0.091408,0.867006,-0.059873,-0.108822,-0.010923
"lemmatization",FALSE,TRUE,FALSE,1,2,0.656672,0.254225,1.059119,-0.06919,-0.121037,-0.017343
"stemming",FALSE,TRUE,FALSE,1,2,-1.118234,-1.946005,-0.290464,0.155234,0.014546,0.295921
"none",TRUE,FALSE,FALSE,1,2,-0.329382,-0.596962,-0.061802,0.044314,0.010185,0.078443
"lemmatization",TRUE,FALSE,FALSE,1,2,-0.092338,-0.366681,0.182005,0.008153,-0.034744,0.05105
"stemming",TRUE,FALSE,FALSE,1,2,-0.274455,-0.534634,-0.014277,0.035348,0.00138,0.069317
"none",FALSE,FALSE,FALSE,1,2,-0.360427,-0.626316,-0.094539,0.036648,-0.006269,0.079565
"lemmatization",FALSE,FALSE,FALSE,1,2,0.785317,0.417729,1.152905,-0.085422,-0.132858,-0.037987
"stemming",FALSE,FALSE,FALSE,1,2,-0.254378,-0.442046,-0.066711,0.035786,0.007597,0.063975
"none",TRUE,TRUE,TRUE,2,2,0.351239,0.074648,0.627829,-0.035724,-0.064245,-0.007203
"lemmatization",TRUE,TRUE,TRUE,2,2,0.1067,-0.229929,0.443329,-0.009831,-0.046384,0.026723
"stemming",TRUE,TRUE,TRUE,2,2,0.139212,-0.121336,0.39976,-0.009856,-0.054159,0.034448
"none",FALSE,TRUE,TRUE,2,2,-0.059975,-0.330466,0.210517,0.020252,-0.009255,0.049759
"lemmatization",FALSE,TRUE,TRUE,2,2,0.114359,-0.1315,0.360218,-0.014701,-0.043175,0.013774
"stemming",FALSE,TRUE,TRUE,2,2,0.411627,0.126479,0.696776,-0.044948,-0.079902,-0.009995
"none",TRUE,FALSE,TRUE,2,2,-0.021646,-0.194137,0.150844,-0.001398,-0.02002,0.017223
"lemmatization",TRUE,FALSE,TRUE,2,2,-0.024241,-0.232874,0.184392,0.004089,-0.020821,0.028999
"stemming",TRUE,FALSE,TRUE,2,2,-0.211292,-0.34783,-0.074754,0.027221,0.01127,0.043172
"none",FALSE,FALSE,TRUE,2,2,-0.034601,-0.1978,0.128598,0.00628,-0.012169,0.02473
"lemmatization",FALSE,FALSE,TRUE,2,2,-0.197344,-0.319064,-0.075624,0.029083,0.014656,0.04351
"stemming",FALSE,FALSE,TRUE,2,2,0.146883,-0.016115,0.309882,-0.01593,-0.036242,0.004381
"none",TRUE,TRUE,FALSE,2,2,0.394024,0.042207,0.74584,-0.029344,-0.082206,0.023519
"lemmatization",TRUE,TRUE,FALSE,2,2,-0.703524,-1.571952,0.164904,0.066601,-0.055584,0.188785
"stemming",TRUE,TRUE,FALSE,2,2,0.865514,0.357453,1.373575,-0.1185,-0.191638,-0.045361
"none",FALSE,TRUE,FALSE,2,2,1.068668,0.461748,1.675588,-0.110302,-0.180788,-0.039816
"lemmatization",FALSE,TRUE,FALSE,2,2,0.146731,-0.631159,0.92462,-0.040614,-0.131497,0.050269
"stemming",FALSE,TRUE,FALSE,2,2,1.466568,0.691029,2.242107,-0.181176,-0.282653,-0.079698
"none",TRUE,FALSE,FALSE,2,2,-0.18208,-0.455699,0.091539,0.029748,-0.005662,0.065157
"lemmatization",TRUE,FALSE,FALSE,2,2,-0.242713,-0.502377,0.016951,0.029645,-0.01845,0.077741
"stemming",TRUE,FALSE,FALSE,2,2,-0.257421,-0.547266,0.032424,0.030692,-0.003792,0.065177
"none",FALSE,FALSE,FALSE,2,2,-0.359715,-0.623423,-0.096007,0.042806,0.004377,0.081235
"lemmatization",FALSE,FALSE,FALSE,2,2,-0.276618,-0.765139,0.211902,0.021573,-0.042616,0.085762
"stemming",FALSE,FALSE,FALSE,2,2,-0.302029,-0.55613,-0.047928,0.035275,-0.001981,0.072531
"none",TRUE,TRUE,TRUE,3,2,0.44993,0.152939,0.74692,-0.062063,-0.09574,-0.028387
"lemmatization",TRUE,TRUE,TRUE,3,2,0.390481,0.032451,0.748511,-0.034751,-0.070614,0.001112
"stemming",TRUE,TRUE,TRUE,3,2,0.185432,-0.046115,0.416979,-0.01826,-0.041938,0.005419
"none",FALSE,TRUE,TRUE,3,2,0.003116,-0.198932,0.205164,0.00975,-0.011501,0.031002
"lemmatization",FALSE,TRUE,TRUE,3,2,0.429511,0.169926,0.689097,-0.046143,-0.07663,-0.015655
"stemming",FALSE,TRUE,TRUE,3,2,-0.051743,-0.319285,0.215798,0.020227,-0.022768,0.063223
"none",TRUE,FALSE,TRUE,3,2,-0.308634,-0.469095,-0.148173,0.041531,0.023363,0.0597
"lemmatization",TRUE,FALSE,TRUE,3,2,0.087832,-0.142541,0.318205,-0.005546,-0.033696,0.022603
"stemming",TRUE,FALSE,TRUE,3,2,0.131752,-0.101853,0.365357,-0.003816,-0.030798,0.023166
"none",FALSE,FALSE,TRUE,3,2,-0.110465,-0.305,0.084069,0.015014,-0.006109,0.036137
"lemmatization",FALSE,FALSE,TRUE,3,2,-0.206359,-0.459433,0.046715,0.023973,-0.006124,0.054071
"stemming",FALSE,FALSE,TRUE,3,2,-0.095819,-0.316554,0.124917,0.024033,0.003073,0.044993
"none",TRUE,TRUE,FALSE,3,2,0.600831,0.055885,1.145778,-0.102178,-0.156194,-0.048163
"lemmatization",TRUE,TRUE,FALSE,3,2,0.947771,0.074846,1.820696,-0.143333,-0.235315,-0.051351
"stemming",TRUE,TRUE,FALSE,3,2,-0.217665,-0.667698,0.232368,0.032816,-0.019741,0.085374
"none",FALSE,TRUE,FALSE,3,2,0.750603,0.13,1.371206,-0.064484,-0.129645,0.000677
"lemmatization",FALSE,TRUE,FALSE,3,2,0.679547,-0.009161,1.368254,-0.11136,-0.190382,-0.032339
"stemming",FALSE,TRUE,FALSE,3,2,-0.24768,-0.99687,0.50151,0.01249,-0.077051,0.102031
"none",TRUE,FALSE,FALSE,3,2,-0.200161,-0.537505,0.137182,0.027172,-0.017877,0.07222
"lemmatization",TRUE,FALSE,FALSE,3,2,0.293653,-0.348737,0.936043,-0.005165,-0.067863,0.057532
"stemming",TRUE,FALSE,FALSE,3,2,-0.241111,-0.573142,0.09092,0.034939,-0.005176,0.075054
"none",FALSE,FALSE,FALSE,3,2,-0.189106,-0.509257,0.131045,0.029142,-0.013894,0.072178
"lemmatization",FALSE,FALSE,FALSE,3,2,0.693307,0.171284,1.215329,-0.086814,-0.146534,-0.027094
"stemming",FALSE,FALSE,FALSE,3,2,-0.158724,-0.449257,0.13181,0.027103,-0.013678,0.067884
"none",TRUE,TRUE,TRUE,1,3,-0.05674,-0.264811,0.151331,0.000612,-0.036014,0.037237
"lemmatization",TRUE,TRUE,TRUE,1,3,0.08278,-0.202653,0.368214,-0.005559,-0.050922,0.039805
"stemming",TRUE,TRUE,TRUE,1,3,0.44332,0.257306,0.629333,-0.049403,-0.07332,-0.025485
"none",FALSE,TRUE,TRUE,1,3,0.076338,-0.173235,0.32591,-0.006728,-0.038318,0.024862
"lemmatization",FALSE,TRUE,TRUE,1,3,0.386216,0.200304,0.572127,-0.037888,-0.059933,-0.015842
"stemming",FALSE,TRUE,TRUE,1,3,0.600588,0.362788,0.838387,-0.075653,-0.108425,-0.042881
"none",TRUE,FALSE,TRUE,1,3,-0.040799,-0.204253,0.122655,0.021498,0.000627,0.04237
"lemmatization",TRUE,FALSE,TRUE,1,3,-0.247684,-0.447946,-0.047422,0.033676,0.011159,0.056194
"stemming",TRUE,FALSE,TRUE,1,3,0.084386,-0.084969,0.253741,-0.006391,-0.033222,0.020439
"none",FALSE,FALSE,TRUE,1,3,-0.130028,-0.293013,0.032956,0.010693,-0.009752,0.031138
"lemmatization",FALSE,FALSE,TRUE,1,3,-0.053141,-0.230624,0.124342,0.011277,-0.008824,0.031378
"stemming",FALSE,FALSE,TRUE,1,3,-0.076568,-0.199183,0.046047,0.008541,-0.00483,0.021912
"none",TRUE,TRUE,FALSE,1,3,-0.100338,-0.439677,0.239001,0.033055,-0.006027,0.072137
"lemmatization",TRUE,TRUE,FALSE,1,3,-0.153033,-0.619877,0.31381,-0.009067,-0.066369,0.048235
"stemming",TRUE,TRUE,FALSE,1,3,-0.631708,-1.229603,-0.033813,0.056606,-0.034728,0.14794
"none",FALSE,TRUE,FALSE,1,3,0.641838,0.242478,1.041198,-0.06311,-0.115171,-0.011049
"lemmatization",FALSE,TRUE,FALSE,1,3,-0.143468,-0.446633,0.159697,0.032606,-0.004338,0.06955
"stemming",FALSE,TRUE,FALSE,1,3,0.614274,0.204766,1.023781,-0.092931,-0.154785,-0.031077
"none",TRUE,FALSE,FALSE,1,3,-0.320582,-0.592349,-0.048815,0.04331,0.007971,0.078648
"lemmatization",TRUE,FALSE,FALSE,1,3,-0.328413,-0.599268,-0.057558,0.037638,-0.007652,0.082928
"stemming",TRUE,FALSE,FALSE,1,3,-0.474568,-0.899739,-0.049397,0.048168,-0.008705,0.105041
"none",FALSE,FALSE,FALSE,1,3,-0.219471,-0.394137,-0.044806,0.034153,0.005131,0.063176
"lemmatization",FALSE,FALSE,FALSE,1,3,0.768343,0.286188,1.250498,-0.064267,-0.113977,-0.014558
"stemming",FALSE,FALSE,FALSE,1,3,0.545558,0.130134,0.960981,-0.049912,-0.093263,-0.006562
"none",TRUE,TRUE,TRUE,2,3,0.102509,-0.150163,0.355182,-0.002987,-0.025943,0.019969
"lemmatization",TRUE,TRUE,TRUE,2,3,0.134173,-0.148097,0.416443,-0.008488,-0.040541,0.023566
"stemming",TRUE,TRUE,TRUE,2,3,0.192737,-0.106279,0.491753,-0.014391,-0.055328,0.026546
"none",FALSE,TRUE,TRUE,2,3,0.293416,0.016279,0.570554,-0.032256,-0.062543,-0.001969
"lemmatization",FALSE,TRUE,TRUE,2,3,0.056659,-0.24187,0.355188,0.001946,-0.034301,0.038194
"stemming",FALSE,TRUE,TRUE,2,3,-0.158264,-0.453346,0.136818,0.02992,-0.019844,0.079684
"none",TRUE,FALSE,TRUE,2,3,-0.011701,-0.162079,0.138678,0.00932,-0.007747,0.026386
"lemmatization",TRUE,FALSE,TRUE,2,3,-0.275483,-0.496988,-0.053979,0.041616,0.017807,0.065426
"stemming",TRUE,FALSE,TRUE,2,3,-0.108577,-0.262313,0.04516,0.015953,-0.00495,0.036857
"none",FALSE,FALSE,TRUE,2,3,-0.017619,-0.172914,0.137676,0.001667,-0.015997,0.01933
"lemmatization",FALSE,FALSE,TRUE,2,3,-0.09055,-0.252589,0.071489,0.020006,-0.000789,0.040802
"stemming",FALSE,FALSE,TRUE,2,3,0.099388,-0.134862,0.333637,-0.005625,-0.032192,0.020942
"none",TRUE,TRUE,FALSE,2,3,1.243436,0.703567,1.783305,-0.139194,-0.211829,-0.06656
"lemmatization",TRUE,TRUE,FALSE,2,3,-0.23834,-0.670171,0.193491,0.03828,-0.013362,0.089922
"stemming",TRUE,TRUE,FALSE,2,3,0.169876,-0.477739,0.817491,-0.056708,-0.135655,0.02224
"none",FALSE,TRUE,FALSE,2,3,0.604524,0.244807,0.96424,-0.060737,-0.116054,-0.00542
"lemmatization",FALSE,TRUE,FALSE,2,3,1.173117,0.633589,1.712645,-0.137003,-0.206833,-0.067173
"stemming",FALSE,TRUE,FALSE,2,3,0.079483,-0.599246,0.758213,0.02113,-0.066263,0.108524
"none",TRUE,FALSE,FALSE,2,3,-0.238756,-0.526471,0.048958,0.02917,-0.010553,0.068893
"lemmatization",TRUE,FALSE,FALSE,2,3,0.015865,-0.267077,0.298806,-0.005213,-0.049328,0.038902
"stemming",TRUE,FALSE,FALSE,2,3,-0.309088,-0.597302,-0.020875,0.041904,0.003604,0.080204
"none",FALSE,FALSE,FALSE,2,3,-0.248017,-0.494787,-0.001247,0.033529,-0.003838,0.070896
"lemmatization",FALSE,FALSE,FALSE,2,3,-0.230269,-0.818773,0.358234,0.022525,-0.047327,0.092376
"stemming",FALSE,FALSE,FALSE,2,3,-0.087475,-0.55655,0.381601,0.004132,-0.052567,0.060831
"none",TRUE,TRUE,TRUE,3,3,0.062966,-0.176341,0.302272,0.008059,-0.019803,0.035921
"lemmatization",TRUE,TRUE,TRUE,3,3,0.273461,-0.01373,0.560652,-0.027415,-0.064232,0.009402
"stemming",TRUE,TRUE,TRUE,3,3,0.037991,-0.180525,0.256506,0.003515,-0.022881,0.029912
"none",FALSE,TRUE,TRUE,3,3,0.378276,0.102466,0.654086,-0.041186,-0.071907,-0.010464
"lemmatization",FALSE,TRUE,TRUE,3,3,0.772358,0.428639,1.116077,-0.070293,-0.110843,-0.029743
"stemming",FALSE,TRUE,TRUE,3,3,0.576073,0.310032,0.842113,-0.074182,-0.107606,-0.040757
"none",TRUE,FALSE,TRUE,3,3,-0.123274,-0.311769,0.065222,0.022724,-0.008219,0.053666
"lemmatization",TRUE,FALSE,TRUE,3,3,0.071265,-0.131087,0.273617,-0.007497,-0.034076,0.019083
"stemming",TRUE,FALSE,TRUE,3,3,-0.111808,-0.379558,0.155941,0.023596,-0.005387,0.052579
"none",FALSE,FALSE,TRUE,3,3,0.004469,-0.17562,0.184558,0.000331,-0.022431,0.023092
"lemmatization",FALSE,FALSE,TRUE,3,3,-0.020433,-0.252466,0.2116,0.01894,-0.006523,0.044403
"stemming",FALSE,FALSE,TRUE,3,3,-0.093357,-0.322334,0.13562,0.021499,-0.001656,0.044653
"none",TRUE,TRUE,FALSE,3,3,1.065661,0.621078,1.510245,-0.152909,-0.215636,-0.090182
"lemmatization",TRUE,TRUE,FALSE,3,3,0.639692,-0.099198,1.378582,-0.123315,-0.205058,-0.041573
"stemming",TRUE,TRUE,FALSE,3,3,0.016107,-0.442303,0.474517,-0.003377,-0.055532,0.048777
"none",FALSE,TRUE,FALSE,3,3,0.818185,0.38311,1.25326,-0.090912,-0.156059,-0.025765
"lemmatization",FALSE,TRUE,FALSE,3,3,0.644342,-0.106581,1.395264,-0.127897,-0.219746,-0.036048
"stemming",FALSE,TRUE,FALSE,3,3,0.501599,-0.084089,1.087288,-0.095086,-0.170542,-0.01963
"none",TRUE,FALSE,FALSE,3,3,-0.474563,-0.726433,-0.222693,0.058098,0.026919,0.089278
"lemmatization",TRUE,FALSE,FALSE,3,3,0.446169,-0.181474,1.073812,-0.022225,-0.085012,0.040561
"stemming",TRUE,FALSE,FALSE,3,3,-0.21847,-0.510222,0.073281,0.01703,-0.018892,0.052952
"none",FALSE,FALSE,FALSE,3,3,-0.136106,-0.445349,0.173137,0.024195,-0.019558,0.067948
"lemmatization",FALSE,FALSE,FALSE,3,3,-0.406591,-0.651763,-0.16142,0.054249,0.021407,0.087091
"stemming",FALSE,FALSE,FALSE,3,3,-0.125889,-0.389528,0.137749,0.007154,-0.025691,0.039999
