"hash","LR","pred_multi100"
"30bf9d373254739b27b406abb7e3eebb",0,0.232377
"30bf9d373254739b27b406abb7e3eebb",0.5,0.249069
"30bf9d373254739b27b406abb7e3eebb",1,0.26533
"30bf9d373254739b27b406abb7e3eebb",1.5,0.280997
"30bf9d373254739b27b406abb7e3eebb",2,0.295926
"30bf9d373254739b27b406abb7e3eebb",2.5,0.309985
"30bf9d373254739b27b406abb7e3eebb",3,0.323057
"30bf9d373254739b27b406abb7e3eebb",3.5,0.335044
"30bf9d373254739b27b406abb7e3eebb",4,0.34586
"30bf9d373254739b27b406abb7e3eebb",4.5,0.355436
"30bf9d373254739b27b406abb7e3eebb",5,0.363714
"30bf9d373254739b27b406abb7e3eebb",5.5,0.370648
"30bf9d373254739b27b406abb7e3eebb",6,0.376205
"30bf9d373254739b27b406abb7e3eebb",6.5,0.380356
"30bf9d373254739b27b406abb7e3eebb",7,0.383084
"30bf9d373254739b27b406abb7e3eebb",7.5,0.384378
"30bf9d373254739b27b406abb7e3eebb",8,0.384231
"30bf9d373254739b27b406abb7e3eebb",8.5,0.382644
"30bf9d373254739b27b406abb7e3eebb",9,0.379624
"30bf9d373254739b27b406abb7e3eebb",9.5,0.375184
"30bf9d373254739b27b406abb7e3eebb",10,0.369344
"3eca306733cd7e7887b47d2f2db15f3f",0,0.188163
"3eca306733cd7e7887b47d2f2db15f3f",0.5,0.208256
"3eca306733cd7e7887b47d2f2db15f3f",1,0.22868
"3eca306733cd7e7887b47d2f2db15f3f",1.5,0.249195
"3eca306733cd7e7887b47d2f2db15f3f",2,0.269566
"3eca306733cd7e7887b47d2f2db15f3f",2.5,0.289561
"3eca306733cd7e7887b47d2f2db15f3f",3,0.308967
"3eca306733cd7e7887b47d2f2db15f3f",3.5,0.327588
"3eca306733cd7e7887b47d2f2db15f3f",4,0.345248
"3eca306733cd7e7887b47d2f2db15f3f",4.5,0.361798
"3eca306733cd7e7887b47d2f2db15f3f",5,0.377112
"3eca306733cd7e7887b47d2f2db15f3f",5.5,0.391085
"3eca306733cd7e7887b47d2f2db15f3f",6,0.403633
"3eca306733cd7e7887b47d2f2db15f3f",6.5,0.414692
"3eca306733cd7e7887b47d2f2db15f3f",7,0.424213
"3eca306733cd7e7887b47d2f2db15f3f",7.5,0.432158
"3eca306733cd7e7887b47d2f2db15f3f",8,0.438501
"3eca306733cd7e7887b47d2f2db15f3f",8.5,0.443225
"3eca306733cd7e7887b47d2f2db15f3f",9,0.446317
"3eca306733cd7e7887b47d2f2db15f3f",9.5,0.447771
"3eca306733cd7e7887b47d2f2db15f3f",10,0.447584
"eea8dc48963b0f71797e43c8ce313317",0,0.168963
"eea8dc48963b0f71797e43c8ce313317",0.5,0.199075
"eea8dc48963b0f71797e43c8ce313317",1,0.229777
"eea8dc48963b0f71797e43c8ce313317",1.5,0.260124
"eea8dc48963b0f71797e43c8ce313317",2,0.289205
"eea8dc48963b0f71797e43c8ce313317",2.5,0.316208
"eea8dc48963b0f71797e43c8ce313317",3,0.340454
"eea8dc48963b0f71797e43c8ce313317",3.5,0.361407
"eea8dc48963b0f71797e43c8ce313317",4,0.378673
"eea8dc48963b0f71797e43c8ce313317",4.5,0.391974
"eea8dc48963b0f71797e43c8ce313317",5,0.401129
"eea8dc48963b0f71797e43c8ce313317",5.5,0.406029
"eea8dc48963b0f71797e43c8ce313317",6,0.406623
"eea8dc48963b0f71797e43c8ce313317",6.5,0.402904
"eea8dc48963b0f71797e43c8ce313317",7,0.394912
"eea8dc48963b0f71797e43c8ce313317",7.5,0.382737
"eea8dc48963b0f71797e43c8ce313317",8,0.366539
"eea8dc48963b0f71797e43c8ce313317",8.5,0.346566
"eea8dc48963b0f71797e43c8ce313317",9,0.323179
"eea8dc48963b0f71797e43c8ce313317",9.5,0.296873
"eea8dc48963b0f71797e43c8ce313317",10,0.268288
"7a4d67627a16ad1272312768348f1bbc",0,0.203716
"7a4d67627a16ad1272312768348f1bbc",0.5,0.227594
"7a4d67627a16ad1272312768348f1bbc",1,0.251353
"7a4d67627a16ad1272312768348f1bbc",1.5,0.274565
"7a4d67627a16ad1272312768348f1bbc",2,0.296832
"7a4d67627a16ad1272312768348f1bbc",2.5,0.317795
"7a4d67627a16ad1272312768348f1bbc",3,0.337144
"7a4d67627a16ad1272312768348f1bbc",3.5,0.354624
"7a4d67627a16ad1272312768348f1bbc",4,0.37003
"7a4d67627a16ad1272312768348f1bbc",4.5,0.383202
"7a4d67627a16ad1272312768348f1bbc",5,0.394021
"7a4d67627a16ad1272312768348f1bbc",5.5,0.402404
"7a4d67627a16ad1272312768348f1bbc",6,0.408292
"7a4d67627a16ad1272312768348f1bbc",6.5,0.411648
"7a4d67627a16ad1272312768348f1bbc",7,0.412453
"7a4d67627a16ad1272312768348f1bbc",7.5,0.410703
"7a4d67627a16ad1272312768348f1bbc",8,0.406407
"7a4d67627a16ad1272312768348f1bbc",8.5,0.399591
"7a4d67627a16ad1272312768348f1bbc",9,0.390299
"7a4d67627a16ad1272312768348f1bbc",9.5,0.378598
"7a4d67627a16ad1272312768348f1bbc",10,0.364584
"8962910713598bb7f0d32fcc0bdcd5bc",0,0.234095
"8962910713598bb7f0d32fcc0bdcd5bc",0.5,0.243797
"8962910713598bb7f0d32fcc0bdcd5bc",1,0.25337
"8962910713598bb7f0d32fcc0bdcd5bc",1.5,0.262782
"8962910713598bb7f0d32fcc0bdcd5bc",2,0.272
"8962910713598bb7f0d32fcc0bdcd5bc",2.5,0.280994
"8962910713598bb7f0d32fcc0bdcd5bc",3,0.289736
"8962910713598bb7f0d32fcc0bdcd5bc",3.5,0.298197
"8962910713598bb7f0d32fcc0bdcd5bc",4,0.306353
"8962910713598bb7f0d32fcc0bdcd5bc",4.5,0.314181
"8962910713598bb7f0d32fcc0bdcd5bc",5,0.321659
"8962910713598bb7f0d32fcc0bdcd5bc",5.5,0.328766
"8962910713598bb7f0d32fcc0bdcd5bc",6,0.335486
"8962910713598bb7f0d32fcc0bdcd5bc",6.5,0.341801
"8962910713598bb7f0d32fcc0bdcd5bc",7,0.347698
"8962910713598bb7f0d32fcc0bdcd5bc",7.5,0.353163
"8962910713598bb7f0d32fcc0bdcd5bc",8,0.358186
"8962910713598bb7f0d32fcc0bdcd5bc",8.5,0.362756
"8962910713598bb7f0d32fcc0bdcd5bc",9,0.366864
"8962910713598bb7f0d32fcc0bdcd5bc",9.5,0.370503
"8962910713598bb7f0d32fcc0bdcd5bc",10,0.373667
"854fe050fa729c4ff84c30b76be3fe1b",0,0.344308
"854fe050fa729c4ff84c30b76be3fe1b",0.5,0.330034
"854fe050fa729c4ff84c30b76be3fe1b",1,0.319289
"854fe050fa729c4ff84c30b76be3fe1b",1.5,0.311919
"854fe050fa729c4ff84c30b76be3fe1b",2,0.307808
"854fe050fa729c4ff84c30b76be3fe1b",2.5,0.30689
"854fe050fa729c4ff84c30b76be3fe1b",3,0.309148
"854fe050fa729c4ff84c30b76be3fe1b",3.5,0.31462
"854fe050fa729c4ff84c30b76be3fe1b",4,0.323395
"854fe050fa729c4ff84c30b76be3fe1b",4.5,0.335605
"854fe050fa729c4ff84c30b76be3fe1b",5,0.351419
"854fe050fa729c4ff84c30b76be3fe1b",5.5,0.37102
"854fe050fa729c4ff84c30b76be3fe1b",6,0.394588
"854fe050fa729c4ff84c30b76be3fe1b",6.5,0.42226
"854fe050fa729c4ff84c30b76be3fe1b",7,0.454087
"854fe050fa729c4ff84c30b76be3fe1b",7.5,0.489984
"854fe050fa729c4ff84c30b76be3fe1b",8,0.529669
"854fe050fa729c4ff84c30b76be3fe1b",8.5,0.572614
"854fe050fa729c4ff84c30b76be3fe1b",9,0.618015
"854fe050fa729c4ff84c30b76be3fe1b",9.5,0.664796
"854fe050fa729c4ff84c30b76be3fe1b",10,0.711668
"103f6acae68e754d5c6cac1f3af55dff",0,0.247636
"103f6acae68e754d5c6cac1f3af55dff",0.5,0.270562
"103f6acae68e754d5c6cac1f3af55dff",1,0.292453
"103f6acae68e754d5c6cac1f3af55dff",1.5,0.312937
"103f6acae68e754d5c6cac1f3af55dff",2,0.33169
"103f6acae68e754d5c6cac1f3af55dff",2.5,0.348449
"103f6acae68e754d5c6cac1f3af55dff",3,0.362999
"103f6acae68e754d5c6cac1f3af55dff",3.5,0.37518
"103f6acae68e754d5c6cac1f3af55dff",4,0.38487
"103f6acae68e754d5c6cac1f3af55dff",4.5,0.391985
"103f6acae68e754d5c6cac1f3af55dff",5,0.396467
"103f6acae68e754d5c6cac1f3af55dff",5.5,0.398285
"103f6acae68e754d5c6cac1f3af55dff",6,0.397426
"103f6acae68e754d5c6cac1f3af55dff",6.5,0.393895
"103f6acae68e754d5c6cac1f3af55dff",7,0.387718
"103f6acae68e754d5c6cac1f3af55dff",7.5,0.378942
"103f6acae68e754d5c6cac1f3af55dff",8,0.367641
"103f6acae68e754d5c6cac1f3af55dff",8.5,0.353923
"103f6acae68e754d5c6cac1f3af55dff",9,0.337934
"103f6acae68e754d5c6cac1f3af55dff",9.5,0.319867
"103f6acae68e754d5c6cac1f3af55dff",10,0.299969
"cec8cee4d3614530c457e61202b20518",0,0.23427
"cec8cee4d3614530c457e61202b20518",0.5,0.247487
"cec8cee4d3614530c457e61202b20518",1,0.260134
"cec8cee4d3614530c457e61202b20518",1.5,0.272102
"cec8cee4d3614530c457e61202b20518",2,0.283291
"cec8cee4d3614530c457e61202b20518",2.5,0.293611
"cec8cee4d3614530c457e61202b20518",3,0.302986
"cec8cee4d3614530c457e61202b20518",3.5,0.311348
"cec8cee4d3614530c457e61202b20518",4,0.31864
"cec8cee4d3614530c457e61202b20518",4.5,0.324816
"cec8cee4d3614530c457e61202b20518",5,0.329838
"cec8cee4d3614530c457e61202b20518",5.5,0.333677
"cec8cee4d3614530c457e61202b20518",6,0.33631
"cec8cee4d3614530c457e61202b20518",6.5,0.337724
"cec8cee4d3614530c457e61202b20518",7,0.337911
"cec8cee4d3614530c457e61202b20518",7.5,0.33687
"cec8cee4d3614530c457e61202b20518",8,0.334606
"cec8cee4d3614530c457e61202b20518",8.5,0.331132
"cec8cee4d3614530c457e61202b20518",9,0.326467
"cec8cee4d3614530c457e61202b20518",9.5,0.320639
"cec8cee4d3614530c457e61202b20518",10,0.313681
"25a24be608a2c42093a6dd1942a3f7ef",0,0.480139
"25a24be608a2c42093a6dd1942a3f7ef",0.5,0.456547
"25a24be608a2c42093a6dd1942a3f7ef",1,0.4361
"25a24be608a2c42093a6dd1942a3f7ef",1.5,0.41879
"25a24be608a2c42093a6dd1942a3f7ef",2,0.40457
"25a24be608a2c42093a6dd1942a3f7ef",2.5,0.393374
"25a24be608a2c42093a6dd1942a3f7ef",3,0.385132
"25a24be608a2c42093a6dd1942a3f7ef",3.5,0.379785
"25a24be608a2c42093a6dd1942a3f7ef",4,0.37729
"25a24be608a2c42093a6dd1942a3f7ef",4.5,0.377625
"25a24be608a2c42093a6dd1942a3f7ef",5,0.380793
"25a24be608a2c42093a6dd1942a3f7ef",5.5,0.386821
"25a24be608a2c42093a6dd1942a3f7ef",6,0.395757
"25a24be608a2c42093a6dd1942a3f7ef",6.5,0.407664
"25a24be608a2c42093a6dd1942a3f7ef",7,0.422611
"25a24be608a2c42093a6dd1942a3f7ef",7.5,0.44066
"25a24be608a2c42093a6dd1942a3f7ef",8,0.461854
"25a24be608a2c42093a6dd1942a3f7ef",8.5,0.486187
"25a24be608a2c42093a6dd1942a3f7ef",9,0.513589
"25a24be608a2c42093a6dd1942a3f7ef",9.5,0.543895
"25a24be608a2c42093a6dd1942a3f7ef",10,0.576823
"876aaf0b4d60d23eaf504b115d578f0d",0,0.363305
"876aaf0b4d60d23eaf504b115d578f0d",0.5,0.356105
"876aaf0b4d60d23eaf504b115d578f0d",1,0.351105
"876aaf0b4d60d23eaf504b115d578f0d",1.5,0.348264
"876aaf0b4d60d23eaf504b115d578f0d",2,0.34756
"876aaf0b4d60d23eaf504b115d578f0d",2.5,0.348987
"876aaf0b4d60d23eaf504b115d578f0d",3,0.352556
"876aaf0b4d60d23eaf504b115d578f0d",3.5,0.358296
"876aaf0b4d60d23eaf504b115d578f0d",4,0.366254
"876aaf0b4d60d23eaf504b115d578f0d",4.5,0.376485
"876aaf0b4d60d23eaf504b115d578f0d",5,0.389054
"876aaf0b4d60d23eaf504b115d578f0d",5.5,0.404028
"876aaf0b4d60d23eaf504b115d578f0d",6,0.421468
"876aaf0b4d60d23eaf504b115d578f0d",6.5,0.441416
"876aaf0b4d60d23eaf504b115d578f0d",7,0.463885
"876aaf0b4d60d23eaf504b115d578f0d",7.5,0.488843
"876aaf0b4d60d23eaf504b115d578f0d",8,0.516199
"876aaf0b4d60d23eaf504b115d578f0d",8.5,0.545785
"876aaf0b4d60d23eaf504b115d578f0d",9,0.577344
"876aaf0b4d60d23eaf504b115d578f0d",9.5,0.610523
"876aaf0b4d60d23eaf504b115d578f0d",10,0.644869
"d5bc053a3912157ac02ff832fae0cda9",0,0.332004
"d5bc053a3912157ac02ff832fae0cda9",0.5,0.343466
"d5bc053a3912157ac02ff832fae0cda9",1,0.356118
"d5bc053a3912157ac02ff832fae0cda9",1.5,0.369996
"d5bc053a3912157ac02ff832fae0cda9",2,0.385128
"d5bc053a3912157ac02ff832fae0cda9",2.5,0.401536
"d5bc053a3912157ac02ff832fae0cda9",3,0.419231
"d5bc053a3912157ac02ff832fae0cda9",3.5,0.438212
"d5bc053a3912157ac02ff832fae0cda9",4,0.458459
"d5bc053a3912157ac02ff832fae0cda9",4.5,0.479936
"d5bc053a3912157ac02ff832fae0cda9",5,0.502582
"d5bc053a3912157ac02ff832fae0cda9",5.5,0.52631
"d5bc053a3912157ac02ff832fae0cda9",6,0.551009
"d5bc053a3912157ac02ff832fae0cda9",6.5,0.576538
"d5bc053a3912157ac02ff832fae0cda9",7,0.602728
"d5bc053a3912157ac02ff832fae0cda9",7.5,0.629385
"d5bc053a3912157ac02ff832fae0cda9",8,0.656291
"d5bc053a3912157ac02ff832fae0cda9",8.5,0.683211
"d5bc053a3912157ac02ff832fae0cda9",9,0.709898
"d5bc053a3912157ac02ff832fae0cda9",9.5,0.736105
"d5bc053a3912157ac02ff832fae0cda9",10,0.761585
"3e356a9a91fa5785575b7f02e247df89",0,0.458965
"3e356a9a91fa5785575b7f02e247df89",0.5,0.37298
"3e356a9a91fa5785575b7f02e247df89",1,0.302208
"3e356a9a91fa5785575b7f02e247df89",1.5,0.246727
"3e356a9a91fa5785575b7f02e247df89",2,0.20484
"3e356a9a91fa5785575b7f02e247df89",2.5,0.174235
"3e356a9a91fa5785575b7f02e247df89",3,0.152694
"3e356a9a91fa5785575b7f02e247df89",3.5,0.138428
"3e356a9a91fa5785575b7f02e247df89",4,0.130164
"3e356a9a91fa5785575b7f02e247df89",4.5,0.127143
"3e356a9a91fa5785575b7f02e247df89",5,0.129082
"3e356a9a91fa5785575b7f02e247df89",5.5,0.136163
"3e356a9a91fa5785575b7f02e247df89",6,0.14904
"3e356a9a91fa5785575b7f02e247df89",6.5,0.168871
"3e356a9a91fa5785575b7f02e247df89",7,0.197337
"3e356a9a91fa5785575b7f02e247df89",7.5,0.23658
"3e356a9a91fa5785575b7f02e247df89",8,0.288937
"3e356a9a91fa5785575b7f02e247df89",8.5,0.356322
"3e356a9a91fa5785575b7f02e247df89",9,0.439158
"3e356a9a91fa5785575b7f02e247df89",9.5,0.535031
"3e356a9a91fa5785575b7f02e247df89",10,0.637764
"f3446562dba5c9f715ff49dcc9933d9b",0,0.500137
"f3446562dba5c9f715ff49dcc9933d9b",0.5,0.421036
"f3446562dba5c9f715ff49dcc9933d9b",1,0.352712
"f3446562dba5c9f715ff49dcc9933d9b",1.5,0.296187
"f3446562dba5c9f715ff49dcc9933d9b",2,0.250999
"f3446562dba5c9f715ff49dcc9933d9b",2.5,0.215892
"f3446562dba5c9f715ff49dcc9933d9b",3,0.18936
"f3446562dba5c9f715ff49dcc9933d9b",3.5,0.169981
"f3446562dba5c9f715ff49dcc9933d9b",4,0.156578
"f3446562dba5c9f715ff49dcc9933d9b",4.5,0.14828
"f3446562dba5c9f715ff49dcc9933d9b",5,0.144526
"f3446562dba5c9f715ff49dcc9933d9b",5.5,0.145059
"f3446562dba5c9f715ff49dcc9933d9b",6,0.149916
"f3446562dba5c9f715ff49dcc9933d9b",6.5,0.159429
"f3446562dba5c9f715ff49dcc9933d9b",7,0.174236
"f3446562dba5c9f715ff49dcc9933d9b",7.5,0.195286
"f3446562dba5c9f715ff49dcc9933d9b",8,0.223827
"f3446562dba5c9f715ff49dcc9933d9b",8.5,0.261322
"f3446562dba5c9f715ff49dcc9933d9b",9,0.309253
"f3446562dba5c9f715ff49dcc9933d9b",9.5,0.368737
"f3446562dba5c9f715ff49dcc9933d9b",10,0.439933
"383301a49ad02f9897226760ad53e414",0,0.167639
"383301a49ad02f9897226760ad53e414",0.5,0.227169
"383301a49ad02f9897226760ad53e414",1,0.289438
"383301a49ad02f9897226760ad53e414",1.5,0.349337
"383301a49ad02f9897226760ad53e414",2,0.402649
"383301a49ad02f9897226760ad53e414",2.5,0.44656
"383301a49ad02f9897226760ad53e414",3,0.479555
"383301a49ad02f9897226760ad53e414",3.5,0.501017
"383301a49ad02f9897226760ad53e414",4,0.510792
"383301a49ad02f9897226760ad53e414",4.5,0.508876
"383301a49ad02f9897226760ad53e414",5,0.495265
"383301a49ad02f9897226760ad53e414",5.5,0.46999
"383301a49ad02f9897226760ad53e414",6,0.433313
"383301a49ad02f9897226760ad53e414",6.5,0.386095
"383301a49ad02f9897226760ad53e414",7,0.330243
"383301a49ad02f9897226760ad53e414",7.5,0.269041
"383301a49ad02f9897226760ad53e414",8,0.207092
"383301a49ad02f9897226760ad53e414",8.5,0.149566
"383301a49ad02f9897226760ad53e414",9,0.100886
"383301a49ad02f9897226760ad53e414",9.5,0.063466
"383301a49ad02f9897226760ad53e414",10,0.037298
"8c18a482fc143c5660b57812bb3a06d2",0,0.217297
"8c18a482fc143c5660b57812bb3a06d2",0.5,0.257574
"8c18a482fc143c5660b57812bb3a06d2",1,0.296789
"8c18a482fc143c5660b57812bb3a06d2",1.5,0.333299
"8c18a482fc143c5660b57812bb3a06d2",2,0.365767
"8c18a482fc143c5660b57812bb3a06d2",2.5,0.393203
"8c18a482fc143c5660b57812bb3a06d2",3,0.414941
"8c18a482fc143c5660b57812bb3a06d2",3.5,0.430575
"8c18a482fc143c5660b57812bb3a06d2",4,0.43988
"8c18a482fc143c5660b57812bb3a06d2",4.5,0.442753
"8c18a482fc143c5660b57812bb3a06d2",5,0.439166
"8c18a482fc143c5660b57812bb3a06d2",5.5,0.429153
"8c18a482fc143c5660b57812bb3a06d2",6,0.41283
"8c18a482fc143c5660b57812bb3a06d2",6.5,0.390437
"8c18a482fc143c5660b57812bb3a06d2",7,0.362406
"8c18a482fc143c5660b57812bb3a06d2",7.5,0.329436
"8c18a482fc143c5660b57812bb3a06d2",8,0.292554
"8c18a482fc143c5660b57812bb3a06d2",8.5,0.253136
"8c18a482fc143c5660b57812bb3a06d2",9,0.212851
"8c18a482fc143c5660b57812bb3a06d2",9.5,0.173513
"8c18a482fc143c5660b57812bb3a06d2",10,0.136861
"aae673cfa50aa18ca36647bf095bb398",0,0.276108
"aae673cfa50aa18ca36647bf095bb398",0.5,0.32486
"aae673cfa50aa18ca36647bf095bb398",1,0.367396
"aae673cfa50aa18ca36647bf095bb398",1.5,0.401725
"aae673cfa50aa18ca36647bf095bb398",2,0.426662
"aae673cfa50aa18ca36647bf095bb398",2.5,0.441604
"aae673cfa50aa18ca36647bf095bb398",3,0.446293
"aae673cfa50aa18ca36647bf095bb398",3.5,0.440664
"aae673cfa50aa18ca36647bf095bb398",4,0.424796
"aae673cfa50aa18ca36647bf095bb398",4.5,0.39897
"aae673cfa50aa18ca36647bf095bb398",5,0.363834
"aae673cfa50aa18ca36647bf095bb398",5.5,0.320634
"aae673cfa50aa18ca36647bf095bb398",6,0.271446
"aae673cfa50aa18ca36647bf095bb398",6.5,0.219265
"aae673cfa50aa18ca36647bf095bb398",7,0.167806
"aae673cfa50aa18ca36647bf095bb398",7.5,0.120916
"aae673cfa50aa18ca36647bf095bb398",8,0.081682
"aae673cfa50aa18ca36647bf095bb398",8.5,0.051654
"aae673cfa50aa18ca36647bf095bb398",9,0.030617
"aae673cfa50aa18ca36647bf095bb398",9.5,0.017065
"aae673cfa50aa18ca36647bf095bb398",10,0.008976
"34f62924bb628f522e70bd3ea25497f3",0,0.68082
"34f62924bb628f522e70bd3ea25497f3",0.5,0.653353
"34f62924bb628f522e70bd3ea25497f3",1,0.628935
"34f62924bb628f522e70bd3ea25497f3",1.5,0.608022
"34f62924bb628f522e70bd3ea25497f3",2,0.590935
"34f62924bb628f522e70bd3ea25497f3",2.5,0.577887
"34f62924bb628f522e70bd3ea25497f3",3,0.569008
"34f62924bb628f522e70bd3ea25497f3",3.5,0.564371
"34f62924bb628f522e70bd3ea25497f3",4,0.564008
"34f62924bb628f522e70bd3ea25497f3",4.5,0.567922
"34f62924bb628f522e70bd3ea25497f3",5,0.576086
"34f62924bb628f522e70bd3ea25497f3",5.5,0.588435
"34f62924bb628f522e70bd3ea25497f3",6,0.604849
"34f62924bb628f522e70bd3ea25497f3",6.5,0.625133
"34f62924bb628f522e70bd3ea25497f3",7,0.648986
"34f62924bb628f522e70bd3ea25497f3",7.5,0.675975
"34f62924bb628f522e70bd3ea25497f3",8,0.705518
"34f62924bb628f522e70bd3ea25497f3",8.5,0.73688
"34f62924bb628f522e70bd3ea25497f3",9,0.769188
"34f62924bb628f522e70bd3ea25497f3",9.5,0.801481
"34f62924bb628f522e70bd3ea25497f3",10,0.83278
"be527bb1ed65d93b94b819da7d73c8bf",0,0.726774
"be527bb1ed65d93b94b819da7d73c8bf",0.5,0.714513
"be527bb1ed65d93b94b819da7d73c8bf",1,0.703103
"be527bb1ed65d93b94b819da7d73c8bf",1.5,0.692629
"be527bb1ed65d93b94b819da7d73c8bf",2,0.683166
"be527bb1ed65d93b94b819da7d73c8bf",2.5,0.674776
"be527bb1ed65d93b94b819da7d73c8bf",3,0.667514
"be527bb1ed65d93b94b819da7d73c8bf",3.5,0.661421
"be527bb1ed65d93b94b819da7d73c8bf",4,0.656532
"be527bb1ed65d93b94b819da7d73c8bf",4.5,0.652873
"be527bb1ed65d93b94b819da7d73c8bf",5,0.650462
"be527bb1ed65d93b94b819da7d73c8bf",5.5,0.649312
"be527bb1ed65d93b94b819da7d73c8bf",6,0.649429
"be527bb1ed65d93b94b819da7d73c8bf",6.5,0.650811
"be527bb1ed65d93b94b819da7d73c8bf",7,0.653453
"be527bb1ed65d93b94b819da7d73c8bf",7.5,0.65734
"be527bb1ed65d93b94b819da7d73c8bf",8,0.662453
"be527bb1ed65d93b94b819da7d73c8bf",8.5,0.668764
"be527bb1ed65d93b94b819da7d73c8bf",9,0.676237
"be527bb1ed65d93b94b819da7d73c8bf",9.5,0.684828
"be527bb1ed65d93b94b819da7d73c8bf",10,0.694483
"76e7788f7d04a7155d86bfe9162b4240",0,0.318237
"76e7788f7d04a7155d86bfe9162b4240",0.5,0.272395
"76e7788f7d04a7155d86bfe9162b4240",1,0.234797
"76e7788f7d04a7155d86bfe9162b4240",1.5,0.204519
"76e7788f7d04a7155d86bfe9162b4240",2,0.180533
"76e7788f7d04a7155d86bfe9162b4240",2.5,0.161859
"76e7788f7d04a7155d86bfe9162b4240",3,0.147648
"76e7788f7d04a7155d86bfe9162b4240",3.5,0.137212
"76e7788f7d04a7155d86bfe9162b4240",4,0.130028
"76e7788f7d04a7155d86bfe9162b4240",4.5,0.125728
"76e7788f7d04a7155d86bfe9162b4240",5,0.124093
"76e7788f7d04a7155d86bfe9162b4240",5.5,0.125036
"76e7788f7d04a7155d86bfe9162b4240",6,0.128607
"76e7788f7d04a7155d86bfe9162b4240",6.5,0.134991
"76e7788f7d04a7155d86bfe9162b4240",7,0.144513
"76e7788f7d04a7155d86bfe9162b4240",7.5,0.157654
"76e7788f7d04a7155d86bfe9162b4240",8,0.175058
"76e7788f7d04a7155d86bfe9162b4240",8.5,0.197532
"76e7788f7d04a7155d86bfe9162b4240",9,0.226027
"76e7788f7d04a7155d86bfe9162b4240",9.5,0.261569
"76e7788f7d04a7155d86bfe9162b4240",10,0.305131
"6918060d3b4662ceba4858d711005eac",0,0.852875
"6918060d3b4662ceba4858d711005eac",0.5,0.83686
"6918060d3b4662ceba4858d711005eac",1,0.821932
"6918060d3b4662ceba4858d711005eac",1.5,0.808551
"6918060d3b4662ceba4858d711005eac",2,0.79712
"6918060d3b4662ceba4858d711005eac",2.5,0.787977
"6918060d3b4662ceba4858d711005eac",3,0.781383
"6918060d3b4662ceba4858d711005eac",3.5,0.777521
"6918060d3b4662ceba4858d711005eac",4,0.776498
"6918060d3b4662ceba4858d711005eac",4.5,0.77834
"6918060d3b4662ceba4858d711005eac",5,0.782998
"6918060d3b4662ceba4858d711005eac",5.5,0.790345
"6918060d3b4662ceba4858d711005eac",6,0.800173
"6918060d3b4662ceba4858d711005eac",6.5,0.8122
"6918060d3b4662ceba4858d711005eac",7,0.826068
"6918060d3b4662ceba4858d711005eac",7.5,0.841356
