"token_normalization","stopword_removal","trimming","alternative_model","k_setting","iteration_setting","Estimate","Q2.5","Q97.5","max_rho"
"lemmatization",TRUE,TRUE,FALSE,2,3,0.044216,0.018459,0.069843,0.627541
"none",FALSE,TRUE,FALSE,2,3,0.020494,-0.006258,0.047911,0.664148
"lemmatization",FALSE,TRUE,FALSE,2,3,0.024021,0.001382,0.045739,0.588726
"none",TRUE,FALSE,FALSE,2,3,0.024635,-0.008796,0.058732,0.322764
"lemmatization",TRUE,FALSE,FALSE,2,3,0.015629,-0.018587,0.051944,0.43412
"none",FALSE,FALSE,FALSE,2,3,0.027265,-0.006883,0.062192,0.39473
"lemmatization",FALSE,FALSE,FALSE,2,3,0.014813,-0.019575,0.048309,0.439847
"none",TRUE,TRUE,TRUE,3,3,-0.004847,-0.070255,0.05213,0.584415
"lemmatization",TRUE,TRUE,TRUE,3,3,-0.001392,-0.087676,0.035313,0.565357
"none",FALSE,TRUE,TRUE,3,3,0.027071,-0.002882,0.137573,0.463562
"lemmatization",FALSE,TRUE,TRUE,3,3,0.004027,-0.00838,0.055889,0.507411
"none",TRUE,FALSE,TRUE,3,3,0.017162,-0.051486,0.065225,0.588619
"lemmatization",TRUE,FALSE,TRUE,3,3,0.063624,0.016299,0.097871,0.583637
"none",FALSE,FALSE,TRUE,3,3,-0.000879,-0.007043,0.016111,0.303756
"lemmatization",FALSE,FALSE,TRUE,3,3,0.01909,-0.030041,0.074142,0.650917
"none",TRUE,TRUE,FALSE,3,3,0.009981,-0.013646,0.032623,0.74573
"lemmatization",TRUE,TRUE,FALSE,3,3,0.022969,-0.000604,0.047665,0.776347
"none",FALSE,TRUE,FALSE,3,3,0.012951,-0.005612,0.030883,0.658584
"lemmatization",FALSE,TRUE,FALSE,3,3,0.004458,-0.018936,0.026363,0.671253
"none",TRUE,FALSE,FALSE,3,3,0.02415,-0.006568,0.055179,0.340301
"lemmatization",TRUE,FALSE,FALSE,3,3,0.012083,-0.024039,0.048728,0.472652
"none",FALSE,FALSE,FALSE,3,3,0.006971,-0.0246,0.03788,0.375377
"lemmatization",FALSE,FALSE,FALSE,3,3,0.01549,-0.017798,0.049578,0.421698
