"token_normalization","stopword_removal","trimming","alternative_model","k_setting","iteration_setting","Estimate","Q2.5","Q97.5","max_rho"
"none",FALSE,TRUE,TRUE,3,2,-0.007981,-0.020789,0.004695,0.15365
"lemmatization",FALSE,TRUE,TRUE,3,2,0.005121,-0.035278,0.047098,0.125764
"stemming",FALSE,TRUE,TRUE,3,2,-0.005579,-0.046325,0.040552,0.121025
"none",TRUE,FALSE,TRUE,3,2,-0.006676,-0.015157,-8.1e-05,0.161414
"lemmatization",TRUE,FALSE,TRUE,3,2,-0.008939,-0.0181,-0.000884,0.144894
"stemming",TRUE,FALSE,TRUE,3,2,-0.006984,-0.015802,0.004038,0.132987
"none",FALSE,FALSE,TRUE,3,2,-0.006108,-0.014747,0.000214,0.095862
"lemmatization",FALSE,FALSE,TRUE,3,2,-0.02003,-0.037895,-0.006953,0.12197
"stemming",FALSE,FALSE,TRUE,3,2,-0.007711,-0.026372,0.002745,0.150973
"none",TRUE,TRUE,FALSE,3,2,0.016482,-0.012028,0.04557,0.283447
"lemmatization",TRUE,TRUE,FALSE,3,2,-0.010428,-0.039254,0.019714,0.270653
"stemming",TRUE,TRUE,FALSE,3,2,-0.030936,-0.057898,-0.003872,0.372745
"none",FALSE,TRUE,FALSE,3,2,0.01135,-0.005849,0.02826,0.194426
"lemmatization",FALSE,TRUE,FALSE,3,2,0.027233,0.003322,0.051483,0.296699
"stemming",FALSE,TRUE,FALSE,3,2,0.018366,-0.005296,0.04083,0.221684
"none",TRUE,FALSE,FALSE,3,2,-0.00639,-0.039839,0.027815,0.183396
"lemmatization",TRUE,FALSE,FALSE,3,2,-0.056079,-0.093975,-0.020393,0.150281
"stemming",TRUE,FALSE,FALSE,3,2,0.013859,-0.019564,0.04576,0.308944
"none",FALSE,FALSE,FALSE,3,2,0.01021,-0.018867,0.039558,0.114086
"lemmatization",FALSE,FALSE,FALSE,3,2,0.035773,0.010349,0.061391,0.142857
"stemming",FALSE,FALSE,FALSE,3,2,0.029572,0.000537,0.058267,0.185599
"none",TRUE,TRUE,TRUE,1,3,-0.011303,-0.024418,0.00345,0.144935
"lemmatization",TRUE,TRUE,TRUE,1,3,0.010207,-0.011611,0.042015,0.177481
"stemming",TRUE,TRUE,TRUE,1,3,0.001056,-0.013353,0.013595,0.163118
"none",FALSE,TRUE,TRUE,1,3,-0.002266,-0.007663,0.002213,0.151576
"lemmatization",FALSE,TRUE,TRUE,1,3,-0.003488,-0.010537,0.002875,0.145647
"stemming",FALSE,TRUE,TRUE,1,3,-0.000131,-0.0069,0.005466,0.100678
"none",TRUE,FALSE,TRUE,1,3,-0.001338,-0.013405,0.009355,0.163007
"lemmatization",TRUE,FALSE,TRUE,1,3,-0.001708,-0.014853,0.00794,0.143425
"stemming",TRUE,FALSE,TRUE,1,3,0.034988,-0.014601,0.078412,0.252025
"none",FALSE,FALSE,TRUE,1,3,0.052493,0.013225,0.097115,0.084943
"lemmatization",FALSE,FALSE,TRUE,1,3,0.002414,-0.022911,0.025433,0.086781
"stemming",FALSE,FALSE,TRUE,1,3,-0.002824,-0.009199,0.003133,0.09517
"none",TRUE,TRUE,FALSE,1,3,-0.005191,-0.037194,0.026972,0.176777
"lemmatization",TRUE,TRUE,FALSE,1,3,-0.0269,-0.062309,0.008247,0.24239
"stemming",TRUE,TRUE,FALSE,1,3,0.019522,-0.006138,0.046863,1
"none",FALSE,TRUE,FALSE,1,3,-0.047833,-0.069136,-0.026794,0.141556
"lemmatization",FALSE,TRUE,FALSE,1,3,-0.015697,-0.043505,0.01239,0.229753
"stemming",FALSE,TRUE,FALSE,1,3,0.040663,0.0183,0.061925,0.263499
"none",TRUE,FALSE,FALSE,1,3,0.01889,-0.024505,0.060832,0.167068
"lemmatization",TRUE,FALSE,FALSE,1,3,0.059097,0.021866,0.094808,0.23879
"stemming",TRUE,FALSE,FALSE,1,3,-0.003802,-0.038375,0.030941,0.216621
"none",FALSE,FALSE,FALSE,1,3,-0.000666,-0.036157,0.035553,0.200423
"lemmatization",FALSE,FALSE,FALSE,1,3,0.017343,-0.012773,0.047485,0.167424
"stemming",FALSE,FALSE,FALSE,1,3,-0.024233,-0.056777,0.010289,0.192142
"none",TRUE,TRUE,TRUE,2,3,-0.008594,-0.024225,0.004939,0.10147
"lemmatization",TRUE,TRUE,TRUE,2,3,0.009497,-0.012938,0.035205,0.083739
"stemming",TRUE,TRUE,TRUE,2,3,-0.011305,-0.023367,-0.000523,0.115007
"none",FALSE,TRUE,TRUE,2,3,-0.001473,-0.007393,0.004741,0.075963
"lemmatization",FALSE,TRUE,TRUE,2,3,0.005137,-0.0393,0.051865,0.17961
"stemming",FALSE,TRUE,TRUE,2,3,-0.011254,-0.052012,0.026307,0.192079
"none",TRUE,FALSE,TRUE,2,3,-0.014248,-0.029914,0.000998,0.185545
"lemmatization",TRUE,FALSE,TRUE,2,3,-0.021491,-0.037153,-0.009182,0.145287
"stemming",TRUE,FALSE,TRUE,2,3,-0.013581,-0.027508,0.001148,0.095372
"none",FALSE,FALSE,TRUE,2,3,-0.004738,-0.014516,0.002754,0.109287
"lemmatization",FALSE,FALSE,TRUE,2,3,0.017261,-0.021211,0.051608,0.13565
"stemming",FALSE,FALSE,TRUE,2,3,-0.013325,-0.051981,0.025057,0.126729
"none",TRUE,TRUE,FALSE,2,3,0.013111,-0.021253,0.048757,0.246846
"lemmatization",TRUE,TRUE,FALSE,2,3,0.013218,-0.016971,0.044538,0.135619
"stemming",TRUE,TRUE,FALSE,2,3,0.041844,0.009633,0.074532,0.374437
"none",FALSE,TRUE,FALSE,2,3,0.018315,0.012273,0.024424,0.124668
"lemmatization",FALSE,TRUE,FALSE,2,3,0.049932,0.021446,0.078492,0.217641
"stemming",FALSE,TRUE,FALSE,2,3,0.05317,0.029416,0.075523,0.211081
"none",TRUE,FALSE,FALSE,2,3,-0.004246,-0.04861,0.039041,0.15478
"lemmatization",TRUE,FALSE,FALSE,2,3,-0.015939,-0.056457,0.025067,0.233583
"stemming",TRUE,FALSE,FALSE,2,3,0.04644,0.005235,0.087211,0.184033
"none",FALSE,FALSE,FALSE,2,3,0.057166,0.019367,0.092584,0.107725
"lemmatization",FALSE,FALSE,FALSE,2,3,0.045642,0.024242,0.066289,0.145106
"stemming",FALSE,FALSE,FALSE,2,3,0.006127,-0.021732,0.032818,0.19575
"none",TRUE,TRUE,TRUE,3,3,-0.007154,-0.01942,0.003387,0.181498
"lemmatization",TRUE,TRUE,TRUE,3,3,-0.004175,-0.020267,0.007753,0.217883
"stemming",TRUE,TRUE,TRUE,3,3,0.002245,-0.008884,0.0144,0.251081
"none",FALSE,TRUE,TRUE,3,3,-0.002852,-0.009007,0.004113,0.147
"lemmatization",FALSE,TRUE,TRUE,3,3,-0.002496,-0.008127,0.003166,0.139222
"stemming",FALSE,TRUE,TRUE,3,3,0.001632,-0.032623,0.042047,0.155706
"none",TRUE,FALSE,TRUE,3,3,-0.015266,-0.026552,-0.005976,0.147816
"lemmatization",TRUE,FALSE,TRUE,3,3,-0.007296,-0.020087,0.005381,0.199068
"stemming",TRUE,FALSE,TRUE,3,3,0.036967,-0.009412,0.083877,0.184817
"none",FALSE,FALSE,TRUE,3,3,-0.002368,-0.006657,0.000829,0.142266
"lemmatization",FALSE,FALSE,TRUE,3,3,0.027909,-0.00972,0.066186,0.106824
"stemming",FALSE,FALSE,TRUE,3,3,-0.002881,-0.006359,0.000204,0.139843
"none",TRUE,TRUE,FALSE,3,3,0.015439,-0.015212,0.045366,0.283038
"lemmatization",TRUE,TRUE,FALSE,3,3,-0.012426,-0.042527,0.017322,0.266485
"stemming",TRUE,TRUE,FALSE,3,3,-0.033583,-0.062369,-0.004108,0.380058
"none",FALSE,TRUE,FALSE,3,3,0.014385,-0.006895,0.035087,0.237008
"lemmatization",FALSE,TRUE,FALSE,3,3,0.029644,0.00373,0.054767,0.309304
"stemming",FALSE,TRUE,FALSE,3,3,0.02072,-0.00228,0.044086,0.229685
"none",TRUE,FALSE,FALSE,3,3,-0.00143,-0.035224,0.031077,0.183396
"lemmatization",TRUE,FALSE,FALSE,3,3,-0.063155,-0.105038,-0.026389,0.150281
"stemming",TRUE,FALSE,FALSE,3,3,0.018216,-0.01383,0.050848,0.308944
"none",FALSE,FALSE,FALSE,3,3,0.012457,-0.016745,0.040743,0.114086
"lemmatization",FALSE,FALSE,FALSE,3,3,0.035304,0.010324,0.060017,0.142857
"stemming",FALSE,FALSE,FALSE,3,3,0.030411,0.002324,0.058529,0.185599
